file_in,title,journal,count_prereg,prereg_context,prereg_term_context
,,,,"academic pressure for a speciﬁc ﬁnding. counterarguments on preregistration in contrast to this case in favor of study registration, several arguments call for skepticism in making preregistration a new norm in political science. first, anderson (2013) emphasizes that registration is most useful for studies that collect original data; however, in the analysis of historical data, preregistering cannot send as clear a signal. anderson also contends that discouragi",
,,,,"gistration, several arguments call for skepticism in making preregistration a new norm in political science. first, anderson (2013) emphasizes that registration is most useful for studies that collect original data; however, in the analysis of historical data, preregistering cannot send as clear a signal. anderson also contends that discouraging reports of all observed empirical relationships can be detrimental for scientiﬁc development (kuhn 1962). finally, and",
,,,,"original data; however, in the analysis of historical data, preregistering cannot send as clear a signal. anderson also contends that discouraging reports of all observed empirical relationships can be detrimental for scientiﬁc development (kuhn 1962). finally, anderson sug- gests replication as an alternative to registration; that is, beyond the quality enforcement that occurs from replication projects, the quality of published articles improves when replicatio",
,,,,"hed even without attempts at replication (king 1995). thus, preregistration cannot be a substitute for sharing replica- tion information. second, gelman (2013) generally supports preregistration by proposing that this step would reduce the number of printed results that turn out to be false. he does have concerns, however: it would be problematic if preregistration led to robotic data ps • july 2015 427 ...........................................................",
,,,," tion information. second, gelman (2013) generally supports preregistration by proposing that this step would reduce the number of printed results that turn out to be false. he does have concerns, however: it would be problematic if preregistration led to robotic data ps • july 2015 427 ..................................................................................................................................................................................",
,,,," he does have concerns, however: it would be problematic if preregistration led to robotic data ps • july 2015 427 ......................................................................................................................................................................................................................................................................................................................... analysis inwhich the simple evaluatio",
,,,,"ce, but certain issues should be considered before adopting preregistration as the next step. one concern is that study registration works well for clinical research but that the incentives are stronger in that ﬁeld than in political science. clinical researchers often work in labs that are funded by companies that want to market proposed treatments, and the costs of type i errors are steeper in clinical research. also, context matters for field-based political ",
,,,,"uring reasonable results. finally, laitin is concerned that preregistration may be adopted so zealously that nonregistered studies will be perceived as inferior. a fourth argument against preregistration is that ﬁnding true positive results can be diﬃcult, and preregistration may increase the diﬃculty. many models call for diagnostic assessments after estimation, and evidence that assumptions have been violated calls for remedial measures. without these correcti",
,,,,"es will be perceived as inferior. a fourth argument against preregistration is that ﬁnding true positive results can be diﬃcult, and preregistration may increase the diﬃculty. many models call for diagnostic assessments after estimation, and evidence that assumptions have been violated calls for remedial measures. without these corrections, a model’s ﬁndings can be misleading. for example, suppose an investiga- tor preregistered a study with a plan to ﬁt a regre",
,,,,"on is that ﬁnding true positive results can be diﬃcult, and preregistration may increase the diﬃculty. many models call for diagnostic assessments after estimation, and evidence that assumptions have been violated calls for remedial measures. without these corrections, a model’s ﬁndings can be misleading. for example, suppose an investiga- tor preregistered a study with a plan to ﬁt a regression model in which all predictors were held in linear form. if later di",
,,,,"s can be misleading. for example, suppose an investiga- tor preregistered a study with a plan to ﬁt a regression model in which all predictors were held in linear form. if later diagnostics indicated that a nonlinear functional form was necessary, then the simple linear results would be misleading. indeed, inaccurate functional forms can produce false-negative ﬁndings. therefore, a full prescription of the data analysis prior to observing the out- come may run t",
,,,,n responds to the counterarguments and renews the case that preregistration is appropriate for political science. the ﬁrst concern is the notion that the required provision of replica- tion information is a better path to transparency. study registra- tion should not replace the sharing of replication data but rather enhance it. our discipline’s commitment to replicability is critical to open knowledge. there may not be as much acceptance in the sharing of repli,
,,,,"ng because even unpublished studies are sharing data. thus, preregistration sym- biotically supports the sharing of replication information. second, regarding the argument that preregistration may stiﬂe reports from broader data exploration, gelman (2013) notes that it does not necessarily preclude such activity. for instance, data visualization still is possible when completing the work of a preregistered study (gelman 2013, 40).anderson (2013) andgelman (2013)",
,,,,"eplication information. second, regarding the argument that preregistration may stiﬂe reports from broader data exploration, gelman (2013) notes that it does not necessarily preclude such activity. for instance, data visualization still is possible when completing the work of a preregistered study (gelman 2013, 40).anderson (2013) andgelman (2013) rightly observe that researchers who conduct preregistered studies should be wary of completing their analysis weari",
,,,,"sualization still is possible when completing the work of a preregistered study (gelman 2013, 40).anderson (2013) andgelman (2013) rightly observe that researchers who conduct preregistered studies should be wary of completing their analysis wearing blin- ders. in any publication regime that includes preregistration (voluntary or required), reporting auxiliary ﬁndings from data should be encouraged—provided that the central hypothesis is evaluated using the regi",
,,,,"dgelman (2013) rightly observe that researchers who conduct preregistered studies should be wary of completing their analysis wearing blin- ders. in any publication regime that includes preregistration (voluntary or required), reporting auxiliary ﬁndings from data should be encouraged—provided that the central hypothesis is evaluated using the registered design. because much learning occurs through a cycle of deductive and inductive inference (laitin 2013, 44), ",
,,,,"wearing blin- ders. in any publication regime that includes preregistration (voluntary or required), reporting auxiliary ﬁndings from data should be encouraged—provided that the central hypothesis is evaluated using the registered design. because much learning occurs through a cycle of deductive and inductive inference (laitin 2013, 44), describing additional empirical results as observations from data—rather than hypothesis tests—can provide useful data- orient",
,,,,"reversible early commitments but also on the lower costs of preregistration in clinical research. unexpected implementation diﬃculties are unlikely to occur in laboratories. by contrast, ﬁeld experiments and observational data often require attention to social contexts and the role of external events on political behavior. requiring political scientists to anticipate all contingencies could be unreasonable. any registration regime must consider this point: there",
,,,,"oint high- lights the need for a particular caveat within a preregistration another concern that laitin raises is that many of the most important developments in knowledge came from inductive ﬁndings, and many studies evolve in a cycle between theory testing and learning from data. 428 ps • july 2015 ....................................................................................................................................................................",
,,,,".................................. the profession: research preregistration in political science program, the consideration of this provision should allow polit- ical research to follow its necessary course while still expanding transparency. regarding the argument that preregistration does not ﬁt some studies as well as others, anderson (2013) reiterates that preregis- tration is more informative for some than for others. speciﬁcally, with historical data, a sc",
,,,,"e still expanding transparency. regarding the argument that preregistration does not ﬁt some studies as well as others, anderson (2013) reiterates that preregis- tration is more informative for some than for others. speciﬁcally, with historical data, a scholar may have glimpsed the data before the study registration. laitin (2013) is concerned that overzeal- ous support for preregistration might lead to the perception that nonregistered studies are inferior. for",
,,,," studies as well as others, anderson (2013) reiterates that preregis- tration is more informative for some than for others. speciﬁcally, with historical data, a scholar may have glimpsed the data before the study registration. laitin (2013) is concerned that overzeal- ous support for preregistration might lead to the perception that nonregistered studies are inferior. for these reasons, it is critical in any registration regime that scholars have the option to b",
,,,,". laitin (2013) is concerned that overzeal- ous support for preregistration might lead to the perception that nonregistered studies are inferior. for these reasons, it is critical in any registration regime that scholars have the option to brieﬂy explain why preregistering their study would not be eﬀective. in historical analysis, the self-evident reason why a scholar might not preregister is that there is no way to guarantee that a prelim- inary analysis was no",
,,,," regime that scholars have the option to brieﬂy explain why preregistering their study would not be eﬀective. in historical analysis, the self-evident reason why a scholar might not preregister is that there is no way to guarantee that a prelim- inary analysis was not conducted. in an inductive study, scholars could register the process of learning from data. alternately, they could state that they are not holding a hypothesis to scrutiny, so reporting ﬁndings a",
,,,,"l analysis, the self-evident reason why a scholar might not preregister is that there is no way to guarantee that a prelim- inary analysis was not conducted. in an inductive study, scholars could register the process of learning from data. alternately, they could state that they are not holding a hypothesis to scrutiny, so reporting ﬁndings at the end of the process is valid without regis- tration. no policy should threaten the diversity of the discipline’s stud",
,,,," threaten the diversity of the discipline’s studies. making preregistration a feature of political research, however, would identify studies that conduct deductive tests. finally, regarding the argument that finding true positive results can be diﬃcult, it is worth reiterating that registration is not a permit to work wearing blinders. authors should consider details from exploring data, running diagnostics, and responding to reviews. previous arguments maintain",
,,,,"eviews. previous arguments maintained that changes from the preregistered plan should be acceptable if the ﬁndings of the original design are reported with justification for the changes (monogan 2013, 24–5). if journal editors prefer to print revised results, then placing the original estimates and the justiﬁcation on the registry page allows readers to see the entire process from design to ﬁnal result. directions forward this article presents the current debate",
,,,,"ections forward this article presents the current debate on preregistration in political science and makes the case for registering research designs to restrain publication bias and to distinguish deductive from inductive studies. as this debate expands, several interme- diate steps can be taken. at the journal level, editors could allow a new publication track that is similar to a policy implemented at the journal cortex (chambers 2013). editors could give auth",
,,,,"al journals now acknowledge open-research practices such as preregistration by placing badges on publications; editors could adopt this practice. another journal option would be to publish special issues on topics that can be studied easily with preregis- tered designs, such as elections, policy studies, and experimental research. for the special issue, only those studies with a prereg- istered design in a journal-approved forum would be considered. editors coul",
,,,,"sh special issues on topics that can be studied easily with preregis- tered designs, such as elections, policy studies, and experimental research. for the special issue, only those studies with a prereg- istered design in a journal-approved forum would be considered. editors could give authors the option of submitting a research design before the outcome variable is observed, which would allow pre-acceptance of an article before seeing the results—provided the r",
,,,," research. for the special issue, only those studies with a prereg- istered design in a journal-approved forum would be considered. editors could give authors the option of submitting a research design before the outcome variable is observed, which would allow pre-acceptance of an article before seeing the results—provided the research design is followed precisely. the issues could be guest-edited if journal editors preferred not to develop a two-track system. f",
,,,," to develop a two-track system. for journals that implement preregistration procedures, the online appendix accompanying this article lists several proto- registries that editors can rely on as hosts for public posting of research designs. if single-blind review is permissible, authors can easily include registration information from a proto-registry in the manuscript. to include registration information under double-blind review, some third-party registries all",
,,,,"itics, was subject to double-blind review; as such, blinded preregistration materials were shared with reviewers. (editors had access to the non-anonymous materials.) at present, editors and reviewers must assess adherence to the original research design; however, there are proposals to create a sustainable general registry with staﬀ who could verify the degree of compliance. creating a more comprehensive registry would be a major step forward for transparency i",
,,,,"ould assess whether the broader discipline would buy into a preregistration regime by giving the opportunity for ground-up acceptance of a new paradigm. to that end, the real debate will emerge when more political scientists use firsthand experience to evaluate study registra- tion in practice. for those considering self-registration of their research, it is worth considering that preregistration is more beneficial to readers under certain conditions than in oth",
,,,,"egistration of their research, it is worth considering that preregistration is more beneficial to readers under certain conditions than in others. a few cases in which registration would be less useful include theory-building projects, whether positive or normative. they would be diﬃcult to register because authors could not guarantee that they had not already worked on developing the argument. studies using big data oftenwill not gain substantially from regis- ",
,,,,clear oppor- tunity to oﬀer more transparency to readers by preregistering. in deductive studies that test one or a few hypotheses using original ps • july 2015 429 .............................................................................................................................................................................................................................................................................................................,
,,,,"l or economic treatments are all substantive areas in which preregistration has high value. in fact, the article titled “the 2011 debt ceiling controversy and the 2012 us house elections” in this issue demonstrates how regis- tration can be implemented in an election study. particularly in these cases, preregistering a study in practice is helpful for applied researchers to understand the process and develop an informed opinion. the registries in the appendix to",
,,,,"lemented in an election study. particularly in these cases, preregistering a study in practice is helpful for applied researchers to understand the process and develop an informed opinion. the registries in the appendix to this article provide tools that are available for authors to use, and several studies provide examples of self-registration in practice (casey, glennerster, and miguel 2012; humphreys, de la sierra, and van der windt 2013; king et al. 2007; mo",
,,,,"ptiveness to the self-initiative from authors for including preregistered research in journals. a greater number of printed preregistered studies will provide our discipline with a broader view of the tradeoﬀs in this step in transparency. supplementary material toview supplementary material for this article, pleasevisit http:// dx.doi.org/s1049096515000189. acknowledgments for helpful assistance, i thank phillip j. ardoin, jamie l. carson, keith l. dougherty, k",
,,,,"egistered research in journals. a greater number of printed preregistered studies will provide our discipline with a broader view of the tradeoﬀs in this step in transparency. supplementary material toview supplementary material for this article, pleasevisit http:// dx.doi.org/s1049096515000189. acknowledgments for helpful assistance, i thank phillip j. ardoin, jamie l. carson, keith l. dougherty, kevin m. esterling, n. macartan humphreys, anthony j. madonna, pa",
,,,,"dingthingsout. newyork: basic books. gelman, andrew. 2013. “preregistration of studies and mock reports.” political analysis 21 (1): 40–1. gerber, alan s., and neil malhotra. 2008. “do statistical reporting standards aﬀect what is published? publication bias in two leading political science journals.” quarterly journal of political science 3 (3): 313–26. gerber, alan s., neil malhotra, conor m. dowling, and david doherty. 2010. “publication bias in two political",
10.1017_s1049096515000463,Increasing the credibility of political science research: a proposal for journal reforms,PS: Political Science \& Politics,8,"erns about publication bias and replication failures is the preregistration of experimental trials—a practice that is mandated in some areas of medicine and is beginning to happen voluntarily by social science researchers conducting field experiments (particularly in development economics) or study- ing unobserved or uncollected observational data (e.g., grossman and pierskalla n.d.; monogan 2013). an emerging cross-disciplinary movement of researchers argues fo"," is a member of an ad hoc committee promoting the use of the registered reports format (see https://osf.io/8mpji). 6. a potential variant on this design is to include exploratory results as part of the first-round submission and then have a confirmatory analysis that is handled under the prespecification guidelines discussed herein. alternatively, jou"
,,,,"rging cross-disciplinary movement of researchers argues for preregistration because it forces authors to publicly disclose their hypotheses and analy- sis plans before data have been collected, which should reduce the risk of spurious results (e.g., gerber and malhotra 2008a; humphreys, de la sierra, and van der windt 2013; miguel et al. 2014; monogan 2013; wagenmakers et al. 2012). one of the best examples of this practice to date is the oregon health insur- an","el glennerster, and edward miguel. 2012. “reshaping insti- tutions: evidence on aid impacts using a preanalysis plan.” quarterly journal of economics 127 (4): 1755–812. ceci, stephen j., and wendy m. williams. 2011. “understanding current causes of women’s underrepresentation in science.” proceedings of the nationalacademy of sciences 108 (8): 3157–62. chambe"
,,,,"t non- binding registration for experiments. unfortunately, preregistration alone will not solve the prob- lem of publication bias. the format limits authors’ ability to produce the statistically significant findings that reviewers and editors demand, which may lead authors to opt out of registration or to shelve nonsignificant findings. as a result, authors have little incentive to engage in the practice unless it offers an appealing route to publication in pre",
,,,,"ls.3 in addition, schol- ars may be tempted to deviate from preregistered analysis plans when those plans are not linked to journal publication prac- tices. most fundamental, however, if studies are more apt to be 		 ps • special issue 2015 79 ..............................................................................................................................................................................................................................",
,,,,"s, then publication bias is still likely to ensue even when preregistration is commonly practiced, as studies frequently have found in exam- ining results from clinical trials (see, e.g., dwan et al. 2013).4 a better practice would be for journals to offer authors an option in which articles with prespecified analysis plans would be accepted in principle before the study was conducted. by offering this voluntary option of planned confirmatory studies, journals w",
,,,,"ory studies, journals would create a positive incentive for preregistration that would minimize file-drawer bias and avoid the mandates and constraints towhich some scholars object (e.g., laitin 2013; publications plan- ning ad hoc committee 2014). although this approach, which is known as registered reports, may seem radical, the format is currently being offered by a number of journals, including aims neuroscience (chambers et al. 2014), cortex (chambers 2013)",
,,,,"oncerns about publication bias and increased enthusiasm for preregistration and replication, the incentives for change in current research practices remain weak. unless lead- ing journals such as the apsr take steps like those i describe to address publication bias, the status quo is likely to remain in place. similarly, due to a lack of institutional changes, concerns about reviewer burdens and long lag times before publication have persisted for years without ",
,,,," of publications might change under a voluntary, nonbinding preregistration scheme. 5. full disclosure: the author is a member of an ad hoc committee promoting the use of the registered reports format (see https://osf.io/8mpji). 6. a potential variant on this design is to include exploratory results as part of the first-round submission and then have a confirmatory analysis that is handled under the prespecification guidelines discussed herein. alternatively, jo",
10.1017_s1049096516000810,Standard operating procedures: a safety net for pre-analysis plans,PS: Political Science \& Politics,10,"important trend has been a growing interest in, and use of, preregistration of experimental research designs, including detailed pre-analysis plans. investigators who ﬁle preregistered designs and pre-analysis plans commit themselves to stating their hypotheses ex ante, preventing “harking” and clarifying the distinction between conﬁrmatory and exploratory research. they also commit themselves to presenting the results of analysis methods that are preferred for "," editor, journalof experimental political science “s tandard operating procedures: a safety net for pre-analysis plans” addresses an issue of the highest importance in experimental political sci- ence. in this foreword, i provide a journal editor’s perspective on why this piece is likely to have a significant impact on the way in which future research is carri"
,,,,"ncluding detailed pre-analysis plans. investigators who ﬁle preregistered designs and pre-analysis plans commit themselves to stating their hypotheses ex ante, preventing “harking” and clarifying the distinction between conﬁrmatory and exploratory research. they also commit themselves to presenting the results of analysis methods that are preferred for ex ante theoretical reasons, limiting the ability of researchers to “ﬁsh” (consciously or unconsciously) for th","owing interest in, and use of, preregistration of experimental research designs, including detailed pre-analysis plans. investigators who ﬁle preregistered designs and pre-analysis plans commit themselves to stating their hypotheses ex ante, preventing “harking” and clarifying the distinction between conﬁrmatory and exploratory research. they also commit thems"
,,,,"pear (in a biased manner) more striking ex post. the use of preregistered designs and pre-analysis plans has been growing, and will doubtless continue to grow even more quickly over the next few years. around 20 academic journals in the human behavioral sciences, particularly in psychology and neuroscience, have taken the fur- ther step of opening a “registered reports” submission track, whereby research is accepted “in principle” for publication upon peer revie","rch designs, including detailed pre-analysis plans. investigators who ﬁle preregistered designs and pre-analysis plans commit themselves to stating their hypotheses ex ante, preventing “harking” and clarifying the distinction between conﬁrmatory and exploratory research. they also commit themselves to presenting the results of analysis methods that are preferr"
,,,,"n principle” for publication upon peer review of a detailed preregistered research design and pre-analysis plan, before data collection has taken place. this reform addresses pub- lication bias, and commits both journal editors and authors to publish the results of well-designed and theoretically important research, regardless of whether these results are statistically significant. within political science, comparative political studies has led the way, using re","eir results appear (in a biased manner) more striking ex post. the use of preregistered designs and pre-analysis plans has been growing, and will doubtless continue to grow even more quickly over the next few years. around 20 academic journals in the human behavioral sciences, particularly in psychology and neuroscience, have taken the fur- ther step of openin"
,,,,"itical science for the first time later in 2016. the use of preregistration and pre-analysis plans sounds sim- ple in the abstract. but in practice, researchers may not anticipate certain pitfalls that will occur when the research is actually imple- mented and the relevant data collected. through no fault of their own, researchers may find themselves in situations where they face the challenge of analyzing data that was generated through a process not exactly co","ted “in principle” for publication upon peer review of a detailed preregistered research design and pre-analysis plan, before data collection has taken place. this reform addresses pub- lication bias, and commits both journal editors and authors to publish the results of well-designed and theoretically important research, regardless of whether these results ar"
,,,,"erated through a process not exactly corresponding to their preregistered design, and which as a result cannot sensibly be analyzed exactly according to the corresponding pre-analysis plan.to the extent that research- ers then deal with the necessary deviations from preregistered procedures in an ad hoc manner, we are in a certain respect back where we started in the first place (though, of course, in not such a severe position)—researchers’ discretion in method","itical science, i will be bringing a the profession standard operating procedures: a safety net for pre-analysis plans winston lin, columbia university donald p. green, columbia university abstract across the social sciences, growing concerns about research transparency have led to calls for pre-analysis plans (paps) that specify in advance how researchers int"
,,,," research- ers then deal with the necessary deviations from preregistered procedures in an ad hoc manner, we are in a certain respect back where we started in the first place (though, of course, in not such a severe position)—researchers’ discretion in methods of analy- sis means the possibility of conscious or unconscious “fishing,” and means that submitted and published research will be biased accordingly. this article’s key insight is that, by precommitting t","ract across the social sciences, growing concerns about research transparency have led to calls for pre-analysis plans (paps) that specify in advance how researchers intend to analyze the data they are about to gather. paps promote transparency and credibility by helping readers distinguish between exploratory and conﬁrmatory analyses. however, paps are time-c"
,,,,"e presence of sops reduces the cost of preparing a detailed preregistered design / pre-analysis plan, thus increasing the likelihood that researchers will use these important tools in the ﬁrst place. this is so because certain oﬀ-the-shelf or previously settled protocols will be one-time “ﬁxed costs” (not even necessarily borne by the researcher, if she adopts a publicly circulat- ing set of sops) rather than “marginal costs” associated with every research proje","mission track to political science for the first time later in 2016. the use of preregistration and pre-analysis plans sounds sim- ple in the abstract. but in practice, researchers may not anticipate certain pitfalls that will occur when the research is actually imple- mented and the relevant data collected. through no fault of their own, researchers may find "
,,,,"in the same registry as the pap. if an analysis follows the pre-registered pap and sop, it is clearly pre-specified. if it is guided by later amendments to the sop, it falls into what humphreys, sanchez de la sierra, and van der windt (2013, 18) call “a gray zone in which analy- sis may stay true to the intent of the registered design but the defense of the details of implementation must be provided ex post rather than ex ante.”3 pre-specified, gray-zone, and exp","ed design, and which as a result cannot sensibly be analyzed exactly according to the corresponding pre-analysis plan.to the extent that research- ers then deal with the necessary deviations from preregistered procedures in an ad hoc manner, we are in a certain respect back where we started in the first place (though, of course, in not such a severe position)—"
,,,,"ons.” politicalanalysis 21 (1): 21–37. ———. 2015. “research preregistration in political science: the case, counterarguments, and a response tocritiques.” ps:politicalscienceandpolitics 48 (03): 425–429. nosek, b. a., g. alter, g. c. banks, d. borsboom, s. d. bowman, s. j. breckler, s. buck, c. d. chambers, g. chin, g. christensen, m. contestabile, a. dafoe, e. eich, j. freese, r.glennerster, d.goroﬀ, d. p.green, b. hesse, m. humphreys, j. ishiyama, d. karlan, a","t one. second, the presence of sops reduces the cost of preparing a detailed preregistered design / pre-analysis plan, thus increasing the likelihood that researchers will use these important tools in the ﬁrst place. this is so because certain oﬀ-the-shelf or previously settled protocols will be one-time “ﬁxed costs” (not even necessarily borne by the research"
,,,,,"esearch (miguel et al. 2014; nosek et al. 2015). one recent inno- vation is the public archiving of pre-analysis plans (paps) that specify details of the analysis (e.g., statistical methods, sample exclusions, outcome measures, covariates, and subgroup defi- nitions) before the researchers see unblinded outcome data.1 deviations from the plans are not prohibit"
,,,,,"chel glennerster, and edward miguel. 2012. “reshaping institutions: evidence on aid impacts using a preanalysis plan.” quarterly journal of economics 127 (4): 1755–1812. chambers, christopher d., eva feredoes, suresh d. muthukumaraswamy, and peter j. etchells. 2014. “instead of ‘playing the game’ it is time to change the rules: registered reports at aimsneuro"
,,,,,"don green’s lab at columbia.” https://github.com/acoppock/ green-lab-sop. mckenzie, david. 2012. “a pre-analysis plan checklist.” world bank. http://blogs. worldbank.org/impactevaluations/a-pre-analysis-plan-checklist. miguel, e.,c.camerer, k.casey, j.cohen, k. m. esterling,a.gerber, r. glennerster, d. p. green, m. humphreys, g. imbens, d. laitin, t. madon, l."
,,,,," 2012. “a pre-analysis plan checklist.” world bank. http://blogs. worldbank.org/impactevaluations/a-pre-analysis-plan-checklist. miguel, e.,c.camerer, k.casey, j.cohen, k. m. esterling,a.gerber, r. glennerster, d. p. green, m. humphreys, g. imbens, d. laitin, t. madon, l. nelson, b. a. nosek, m. petersen, r. sedlmayr, j. p. simmons, u. simonsohn, and m. van de"
,,,,,"” quarterly journal of economics 116 (1): 121–160. olken, benjamin a. 2015. “promises and perils of pre-analysis plans.” journal of economic perspectives 29 (3): 61–80. open science collaboration. 2015. “estimating the reproducibility of psychological science.” science 349: aac4716. rosenthal, robert. 1979. “the ‘file drawer problem’ and tolerance for null res"
10.1017_s1049096516002389,Reducing political bias in political science estimates,PS: Political Science \& Politics,24,"stimates. these biases can be reduced or eliminated through preregistration and preacceptance, with researchers committing to a research design before completing data collection. removing the potential for reporting flexibility can raise the credibility of political science research. p olitical science is an important tool for understanding and improving the world (see sides 2013); but several recent events have raised questions about political science research ",
,,,,"plish— mechanisms for eliminating reporting flexibility are preregistra- tion (see monogan 2015) and preacceptance (see nyhan 2015). in a preregistered study, researchers announce their planned research design choices before completing data collection, and then report results from this preannounced research design; readers can thus have more confidence that reported results have not been influ- enced by reporting bias. preregistration has an advantage that resea",
,,,,"(see monogan 2015) and preacceptance (see nyhan 2015). in a preregistered study, researchers announce their planned research design choices before completing data collection, and then report results from this preannounced research design; readers can thus have more confidence that reported results have not been influ- enced by reporting bias. preregistration has an advantage that researchers can announce planned research design choices unilaterally, but a shortc",
,,,,"orted results have not been influ- enced by reporting bias. preregistration has an advantage that researchers can announce planned research design choices unilaterally, but a shortcoming of preregistration is that there is no guarantee that preregistered studies will enter the literature. this shortcoming can be eliminated through preacceptance of articles in which journals agree to publish an article based on a preregistered research design no matter what the r",
,,,," research design choices unilaterally, but a shortcoming of preregistration is that there is no guarantee that preregistered studies will enter the literature. this shortcoming can be eliminated through preacceptance of articles in which journals agree to publish an article based on a preregistered research design no matter what the results are, as was done in a special issue of comparative political studies (findley et al. 2016).5 monogan (2013) is an exemplar ",
,,,,"oming of preregistration is that there is no guarantee that preregistered studies will enter the literature. this shortcoming can be eliminated through preacceptance of articles in which journals agree to publish an article based on a preregistered research design no matter what the results are, as was done in a special issue of comparative political studies (findley et al. 2016).5 monogan (2013) is an exemplar of a preregistered study. the preregistered monogan",
,,,,"es in which journals agree to publish an article based on a preregistered research design no matter what the results are, as was done in a special issue of comparative political studies (findley et al. 2016).5 monogan (2013) is an exemplar of a preregistered study. the preregistered monogan (2010) file describes the planned research design to assesswhether a republican house candidate’s percent- age of the major-party vote in 2010 was influenced by the tone of t",
,,,," (findley et al. 2016).5 monogan (2013) is an exemplar of a preregistered study. the preregistered monogan (2010) file describes the planned research design to assesswhether a republican house candidate’s percent- age of the major-party vote in 2010 was influenced by the tone of the candidate’s website statement on immigration. the preregis- tered file identified the planned outcome variable, explained how the explanatory variable would be measured, identified w",
,,,,"monogan (2013) is an exemplar of a preregistered study. the preregistered monogan (2010) file describes the planned research design to assesswhether a republican house candidate’s percent- age of the major-party vote in 2010 was influenced by the tone of the candidate’s website statement on immigration. the preregis- tered file identified the planned outcome variable, explained how the explanatory variable would be measured, identified which control variables wo",
,,,,"ne of the candidate’s website statement on immigration. the preregis- tered file identified the planned outcome variable, explained how the explanatory variable would be measured, identified which control variables would be included in the model and how these control variables would be measured, and explained how the data would be analyzed. analysis of the vote data collected after the research design had been made public did not provide support for the expectat",
,,,,"nces that could be produced by reasonable research designs. preregistration and preacceptance are better mechanisms for eliminating reporting flexibility. data can often produce a range of estimates, and the full extent of this range is not always reported, as indicated by the aforementioned examples from the race and sex discrimination literature. preregistration of research designs reduces this range of estimates to only those estimates derived from analyses a",
,,,,"d examples from the race and sex discrimination literature. preregistration of research designs reduces this range of estimates to only those estimates derived from analyses announced in advance, and preacceptance guarantees that these estimates enter the literature.7 readers of given the combination of reporting flexibility and the substantial political imbalancewithin political science, itwould not be unreasonable to suspect that political science estimates ha",
,,,,"tes: reducing political bias in political science estimates preregistered studies can thus have confidence that the reported results reflect a researcher’s preferred research design and not the researcher’s preferred inferences.8 public policy should be informed by data, and political scien- tists have an important role in collecting, analyzing, and report- ing on these data. but public officials and the public cannot be expected to update their preferences to r",
,,,,"see nyhan 2015, 81) and are thus more deserving of funding. preregistration and pre- acceptance can be used to remove reporting flexibility and make political science research more credible. acknowledgments thanks to andy baker, antoine banks, stephen benard, daniel maliniak, spencer piston, ryan powers, and aneeta rattan for providing data and/or information about their study discussed in the manuscript. thanks to the anonymous reviewers and the ps editors. dat",
,,,,"org/cps-transparency-special-issue.html 6. null results for preregistered studies are not uncommon. according to kaplan and irvin (2015), after the fda modernization act of 1997 required preregistration of research designs for certain clinical trials, positive results for these clinical trials declined from 57% to 8%. 7. reports of preregistered and preaccepted studies can include analyses that were not preregistered, but these non-preregistered analyses should ",
,,,,"in (2015), after the fda modernization act of 1997 required preregistration of research designs for certain clinical trials, positive results for these clinical trials declined from 57% to 8%. 7. reports of preregistered and preaccepted studies can include analyses that were not preregistered, but these non-preregistered analyses should be identified in the report as non-preregistered. 8. it is possible that reports of preregistered and preaccepted studies fail ",
,,,,"hese clinical trials declined from 57% to 8%. 7. reports of preregistered and preaccepted studies can include analyses that were not preregistered, but these non-preregistered analyses should be identified in the report as non-preregistered. 8. it is possible that reports of preregistered and preaccepted studies fail to reflect the preregistered research design, but in such cases the preregistration file is available for comparison so that inconsistencies can be",
,,,," and preaccepted studies can include analyses that were not preregistered, but these non-preregistered analyses should be identified in the report as non-preregistered. 8. it is possible that reports of preregistered and preaccepted studies fail to reflect the preregistered research design, but in such cases the preregistration file is available for comparison so that inconsistencies can be detected. references agiesta, jennifer and sonya ross. 2012. “ap poll: m",
,,,,"include analyses that were not preregistered, but these non-preregistered analyses should be identified in the report as non-preregistered. 8. it is possible that reports of preregistered and preaccepted studies fail to reflect the preregistered research design, but in such cases the preregistration file is available for comparison so that inconsistencies can be detected. references agiesta, jennifer and sonya ross. 2012. “ap poll: majority harbor prejudice agai",
,,,,"gistered analyses should be identified in the report as non-preregistered. 8. it is possible that reports of preregistered and preaccepted studies fail to reflect the preregistered research design, but in such cases the preregistration file is available for comparison so that inconsistencies can be detected. references agiesta, jennifer and sonya ross. 2012. “ap poll: majority harbor prejudice against blacks.” associated press, october 27. http://news.yahoo.com/",
,,,,"ort as non-preregistered. 8. it is possible that reports of preregistered and preaccepted studies fail to reflect the preregistered research design, but in such cases the preregistration file is available for comparison so that inconsistencies can be detected. references agiesta, jennifer and sonya ross. 2012. “ap poll: majority harbor prejudice against blacks.” associated press, october 27. http://news.yahoo.com/ ap-poll-majority-harbor-prejudice-against-blacks",
,,,,"f preregistered and preaccepted studies fail to reflect the preregistered research design, but in such cases the preregistration file is available for comparison so that inconsistencies can be detected. references agiesta, jennifer and sonya ross. 2012. “ap poll: majority harbor prejudice against blacks.” associated press, october 27. http://news.yahoo.com/ ap-poll-majority-harbor-prejudice-against-blacks-073551680–election.html. baker,andy. 2012. replication da",
