title,dataset_global_id
The Legitimacy of the UN Security Council: Evidence from Recent General Assembly Debates,10.7910/DVN/RCEBPK
"Leadership Turnover and Foreign Policy Change: Societal Interests, Domestic Institutions, and Voting in the United Nations",10.7910/DVN/MNP61X
Extra Credit: Preferential Trade Arrangements and Credit Ratings,10.7910/DVN/ZDADTB
"Men, Women, Trade, and Free Markets",10.7910/DVN/SVDD2B
Lingua Mercatoria: Language and Foreign Direct Investment,10.7910/DVN/OMYULN
"Foreign Direct Investment, Commitment Institutions, and Time Horizon: How Some Autocrats Do Better than Others",10.7910/DVN/UWG0TJ
"Are We Talking With or Past One Another? Examining Transnational Political Discourse across Western–Muslim ""Divides""",10.7910/DVN/BNGDFO
Regional Voices in the European Union: Subnational Influence in Multilevel Politics,10.7910/DVN/OSLJ2Z
"Anti-Americanism, Authoritarian Politics, and Attitudes about Women's Representation: Evidence from a Survey Experiment in Jordan",10.7910/DVN/HATIYO
Political Cleavages and Economic Sanctions: The Economic and Political Winners and Losers of Sanctions,10.7910/DVN/RWHDIJ
Transgovernmental Networks as an Apprenticeship in Democracy? Socialization into Democratic Governance through Cross-national Activities,10.7910/DVN/MVCLDA
Listening to Outsiders: The Impact of Messenger Nationality on Transnational Persuasion in the United States,10.7910/DVN/OYNFCI
Choosing the Best House in a Bad Neighborhood: Location Strategies of Human Rights INGOs in the Non-Western World,10.7910/DVN/GZCHJC
Accountability in Global Governance: Civil Society Claims for Environmental Performance at the World Bank,10.7910/DVN/OYI55F
When Terrorists Go Bad: Analyzing Terrorist Organizations’ Involvement in Drug Smuggling,10.7910/DVN/RX3CFQ
Dominant Forms of Conflict in Changing Political Systems,10.7910/DVN/CYIXIW
Power and Civil War Termination Bargaining,10.7910/DVN/DRZCQB
Assisting Uncertainty: How Humanitarian Aid can Inadvertently Prolong Civil War,10.7910/DVN/NSDEJD
Exploring the Microfoundations of International Community: Toward a Theory of Enlightened Nationalism,10.7910/DVN/EYCE4O
Accommodation or Confrontation? Explaining Differences in Policies Toward Iran,10.7910/DVN/J3VXNF
Explaining Extremity in the Foreign Policies of Parliamentary Democracies,10.7910/DVN/C0GITL
Fashions and Fads in Finance: The Political Foundations of Sovereign Wealth Fund Creation,10.7910/DVN/G1FLRY
The Global Spread of Environmental Ministries: Domestic–International Interactions,10.7910/DVN/USQH7D
An Integrated Model of Legal Transplantation: The Diffusion of Intellectual Property Law in Developing Countries,10.7910/DVN/MNMVYH
Public Authority and Private Rules: How Domestic Regulatory Institutions Shape the Adoption of Global Private Regimes,10.7910/DVN/AHBXWA
What We Talk About When We Talk About Foreign Direct Investment,10.7910/DVN/NFLVJG
Responding to Voters or Responding to Markets? Political Parties and Public Opinion in an Era of Globalization,10.7910/DVN/P0TZCE
Playing with Fire: Pre-Electoral Fiscal Manipulation and the Risk of a Speculative Attack,10.7910/DVN/3AAU1Y
Is US Humanitarian Aid Based Primarily on Need or Self-Interest?,10.7910/DVN/VAMRSP
Media-driven Humanitarianism? News Media Coverage of Human Rights Abuses and the Use of Economic Sanctions,10.7910/DVN/VDSNFL
"Pass the Bucks: Credit, Blame, and the Global Competition for Investment",10.7910/DVN/QTPPPQ
Politics and Parasites: The Contribution of Corruption to Human Misery,10.7910/DVN/NE6BHP
"Bank Regulation, Macroeconomic Management, and Monetary Incentives in OECD Economies",10.7910/DVN/OOBN39
Attracting Investment: Governments' Strategic Role in Labor Rights Protection,10.7910/DVN/X6U5FC
"Democratization and Foreign Direct Investment Liberalization, 1970–2000",10.7910/DVN/NYBSMR
The Costs of Domestic Political Unrest,10.7910/DVN/9SNERN
"Martial Law? Military Experience, International Law, and Support for Torture",10.7910/DVN/ERNLHS
Autocracies and International Cooperation,10.7910/DVN/SOQAME
Tyrants and Terrorism: Why Some Autocrats are Terrorized While Others are Not,10.7910/DVN/IHIDVP
Dealing with Dictators: Negotiated Democratization and the Fate of Outgoing Autocrats,10.7910/DVN/EPHIYQ
Foreign Targets and Diversionary Conflict,10.7910/DVN/SJMRIY
Symposium: Currencies and International Order,10.7910/DVN/EMLHCT
"Rebels, Rivals, and Post-colonial State-Building: Identifying Bellicist Influences on State Extractive Capability",10.7910/DVN/JXTORX
"Power, Preferences, and Balancing: The Durability of Coalitions and the Expansion of Conflict",10.7910/DVN/YHDZIP
"Under Construction: Development, Democracy, and Difference as Determinants of Systemic Liberal Peace",10.7910/DVN/O0WT36
Symposium: Dyadic Research Designs: Progress or Postmortem?,10.7910/DVN/OSXNZS
Convincing State-Builders? Disaggregating Internal Legitimacy in Abkhazia,10.7910/DVN/W6R32B
Symposium: Debating (Wartime) Sexual Violence,10.7910/DVN/QXLWIF
Symposium: Queer IR,10.7910/DVN/IQFAH7
The Politics of Peacekeeping: UN Security Council Oversight Across Peacekeeping Missions,10.7910/DVN/D409HA
Reducing Uncertainty: Information Analysis for Comparative Case Studies,10.7910/DVN/MXW3BS
What Do Policymakers Want From Us? Results of a Survey of Current and Former Senior National Security Decision Makers,10.7910/DVN/1P0IL3
"Dependent Diplomacy: Signaling, Strategy, and Prestige in the Diplomatic Network",10.7910/DVN/27KBWG
Domestic Competition over Trade Barriers in the US International Trade Commission,10.7910/DVN/RXDTTS
"Overlapping Institutions, Learning, and Dispute Initiation in Regional Trade Agreements: Evidence from South America",10.7910/DVN/2QG92Y
Export Dependence and Institutional Change in Wage Bargaining in Germany,10.7910/DVN/YEVX5E
Clientelism Versus Social Learning: The Electoral Effects of International Migration,10.7910/DVN/QHZHJH
Symposium: Unit Autonomy and Cross-National Analysis,10.7910/DVN/8XBSTH
Symposium: Can Networks Govern?,10.7910/DVN/3LOZPA
"Symposium: War, Public Preferences, and Survey Experiments",10.7910/DVN/TSJRMB
"Symposium: Comparing International Systems in World History: Anarchy, Hierarchy, and Culture",10.7910/DVN/VDZG7L
Impact of IMF Programs on Perceived Creditworthiness of Emerging Market Countries: Is There a “Nixon-Goes-to-China” Effect?,10.7910/DVN/QVLIL9
The Hidden World of Multilateralism: Treaty Commitments of Newly Democratized States in Europe,10.7910/DVN/W0X5WA
Terrorist Group Cooperation and Longevity,10.7910/DVN/QYDIO2
"Labor Standards, Labor Endowments, and the Evolution of Inequality",10.7910/DVN/5WAFF0
"Forging then Taming Leviathan: State Capacity, Constraints on Rulers, and Development",10.7910/DVN/ZFBES1
"Targeting, Accountability and Capture in Development Projects",10.7910/DVN/DZQDQO
The Rule of Law in Post-Conflict Settings: The Empirical Record,10.7910/DVN/3KIQAW
"Square Pegs in Round Holes: Inequalities, Grievances, and Civil War",10.7910/DVN/1R5N32
Levels of Linkage: Across-Agreement versus Within-Agreement Explanations of Consensus Formation among States,10.7910/DVN/R9PVOF
Exploring the Final Frontier: An Empirical Analysis of Global Civil Space Proliferation,10.7910/DVN/5KJ80Q
Political Trade Dependence and North–South Trade Agreements,10.7910/DVN/5POLFL
"Globalization, Factor Mobility, Partisanship, and Compensation Policies",10.7910/DVN/PQNQJT
"Trade Policy, Economic Interests, and Party Politics in a Developing Country: The Political Economy of CAFTA-DR",10.7910/DVN/DAC9NX
Safe Across the Border: The Continued Significance of the Democratic Peace When Controlling for Stable Borders,10.7910/DVN/RTB1IG
Symposium: The Rise and Fall of Keynesian Ideas During the Great Recession,10.7910/DVN/MDFG8E
Living by the Sword and Dying by the Sword? Leadership Transitions in and out of Dictatorships,10.7910/DVN/FPIYZ7
Territorial Conflict in the Digital Age: Mapping Technologies and Negotiation,10.7910/DVN/XJ28JK
Debating the Democratic Peace in the International System,10.7910/DVN/8BB7RI
"Rural Grievances, Landholding Inequality, and Civil Conflict",10.7910/DVN/68IBOR
Aid Modalities Matter: The Impact of Different World Bank and IMF Programs on Democratization in Developing Countries,10.7910/DVN/M9XE2D
Civilianizing Civil Conflict: Civilian Defense Militias and the Logic of Violence in Intrastate Conflict,10.7910/DVN/CISIP2
A Slippery Slope: The Domestic Diffusion of Ethnic Civil War,10.7910/DVN/RT5HRL
Offsetting Losses: Bargaining Power and Rebel Attacks on Peacekeepers,10.7910/DVN/XJ5JR6
Legal Traditions and Nonbinding Commitments: Evidence From the United Nations' Model Commercial Legislation,10.7910/DVN/4SBXCV
Portfolio Similarity and International Development Aid,10.7910/DVN/LMWEMZ
Globalization and Welfare Spending: How Geography and Electoral Institutions Condition Compensation,10.7910/DVN/I8XQPM
"Wage Bargaining, Inequality, and the Dutch Disease",10.7910/DVN/RFSS7J
Fortune or Evil? The Effect of Inward Foreign Direct Investment on Corruption,10.7910/DVN/KDKPJQ
"Selecting Partner Countries for Preferential Trade Agreements: Experimental Evidence From Costa Rica, Nicaragua, and Vietnam",10.7910/DVN/NRQFDQ
"An Analysis of the Militarized Interstate Dispute (MID) Dataset, 1816–2001",10.7910/DVN/78BIYW
Ballots and Blackmail: Coercive Diplomacy and the Democratic Peace,10.7910/DVN/LCLJTT
Exiting the Coalition: When Do States Abandon Coalition Partners during War?,10.7910/DVN/DUFHM1
"Measuring War in Early Modern East Asia, 1368–1841: Introducing Chinese and Korean Language Sources",10.7910/DVN/5ITNCA
Chinese Citizens’ Trust in Japan and South Korea: Findings from a Four-City Survey,10.7910/DVN/DGVYLR
A New Dawn? Indigenous Movements and Ethnic Inclusion in Latin America,10.7910/DVN/GCACQG
Do Good Fences Make Good Neighbors? Border Barriers and the Transnational Flow of Terrorist Violence,10.7910/DVN/92UDQH
Combining Behavioral and Structural Predictors of Violent Civil Conflict: Getting Scholars and Policymakers to Talk to Each Other,10.7910/DVN/YAYEXN
Altering Capabilities or Imposing Costs? Intervention Strategy and Civil War Outcomes,10.7910/DVN/4XQUKB
A Strategic Logic of Attacking Aid Workers: Evidence from Violence in Afghanistan,10.7910/DVN/AKM97Q
The Psychological Logic of Peace Summits: How Empathy Shapes Outcomes of Diplomatic Negotiations,10.7910/DVN/G6PAPV
The Continent or the “Grand Large”? Strategic Culture and Operational Burden-Sharing in NATO,10.7910/DVN/JERCL1
Clubs of Clubs: Fragmentation in the Network of Intergovernmental Organizations,10.7910/DVN/GSY2TA
Can Transnational Norm Advocacy Undermine Internalization? Explaining Immunization Against LGBT Rights in Uganda,10.7910/DVN/COEPP1
New Evidence for a Positive Relationship between De Facto Judicial Independence and State Respect for Empowerment Rights,10.7910/DVN/ETNFCY
Policy Alteration: Rethinking Diffusion Processes When Policies Have Alternatives,10.7910/DVN/VPZZCQ
National Policy and Transnational Governance of Climate Change: Substitutes or Complements?,10.7910/DVN/JCL4GT
"Exposure to Offshoring and the Politics of Trade Liberalization: Debate and Votes on Free Trade Agreements in the US House of Representatives, 2001–2006",10.7910/DVN/RHLJCR
The Tortuga Disease: The Perverse Effects of Illicit Foreign Capital,10.7910/DVN/N6CT4V
Constraining the Samurai: Rebellion and Taxation in Early Modern Japan,10.7910/DVN/QJP7R3
Globalizing Solar: Global Supply Chains and Trade Preferences,10.7910/DVN/WWGLRS
No Reservations: International Order and Demand for the Renminbi as a Reserve Currency,10.7910/DVN/HT1WSA
Does Institutional Design Matter? A Study of Trade Effectiveness and PTA Flexibility/Rigidity,10.7910/DVN/KDT7ZK
The Gap Between Participation and Violence: Why We Need to Disaggregate Terrorist ‘Profiles’,10.7910/DVN/UPBIE0
When the Great Power Gets a Vote: The Effects of Great Power Electoral Interventions on Election Results,10.7910/DVN/ESIII1
A Conditional Defense of the Dyadic Approach,10.7910/DVN/OXCIRN
"The Diplomatic Core: The Determinants of High-Level U.S. Diplomatic Visits, 1946–2010",10.7910/DVN/7AUAM2
European Union Member States in Cross-National Analyses: The Dangers of Neglecting Supranational Policymaking,10.7910/DVN/9RCMPV
"Gender Difference in American Public Opinion on the Use of Military Force, 1982–2013",10.7910/DVN/X40QIH
Babies across Borders: The Political Economy of International Child Adoption,10.7910/DVN/PHVXJK
"Screening Out Risk: IGOs, Member State Selection, and Interstate Conflict, 1951–2000",10.7910/DVN/3WCRKI
Transnational Women's Activism and the Global Diffusion of Gender Quotas,10.7910/DVN/MOIPE7
"China, Autocratic Patron? An Empirical Investigation of China as a Factor in Autocratic Survival",10.7910/DVN/F4N6RG
"Keeping the Schools Open While the Troops are Away: Regime Type, Interstate War, and Government Spending",10.7910/DVN/JXJ9MV
Before Ratification: Understanding the Timing of International Treaty Effects on Domestic Policies,10.7910/DVN/BOHZ2R
Tightening the Belt: Sovereign Debt and Alliance Formation,10.7910/DVN/ELRK4I
Sending a Message: The Reputation Effect of US Sanction Threat Behavior,10.7910/DVN/HLPVPK
"Audience Costs among the British Public: The Impact of Escalation, Crisis Type, and Prime Ministerial Rhetoric",10.7910/DVN/QMTXDA
Portraying the Global: Cross-national Trends in Textbooks' Portrayal of Globalization and Global Citizenship,10.7910/DVN/1OU6OD
"Economic Crisis, Globalization, and Partisan Bias: Evidence from Spain",10.7910/DVN/VSVQGM
"Fit and Feasible: Why Democratizing States Form, not Join, International Organizations",10.7910/DVN/SYYEVW
"Political Institutions, Credible Commitment, and Sovereign Debt in Advanced Economies",10.7910/DVN/M8ZMYB
"Integrating Equality: Globalization, Women's Rights, and Human Trafficking",10.7910/DVN/6HDOGE
Rewarding Human Rights? Selective Aid Sanctions against Repressive States,10.7910/DVN/3NGR05
Risky Signals: The Political Costs of Exchange Rate Policy in Post-Communist Countries,10.7910/DVN/DYKHRO
Avoiding the Spotlight: Human Rights Shaming and Foreign Direct Investment,10.7910/DVN/7N6ZEX
The Deterrent Value of Democratic Allies,10.7910/DVN/MIZNA2
Monetary Institutions and the Political Survival of Democratic Leaders,10.7910/DVN/YG5CEX
Expansion of Preferential Trading Arrangements,10.7910/DVN/SEJBJU
The Domestic Politics of Trade and Conflict,10.7910/DVN/RLCGG9
"Uncertainty, Salient Stakes, and the Causes of Conventional Arms Races",10.7910/DVN/G4W5TQ
Economic Liberalism in Illiberal Regimes: Authoritarian Variation and the Political Economy of Trade,10.7910/DVN/B7G5PU
Flexible Election Timing and International Conflict,10.7910/DVN/UHE8TY
Information Politics Versus Organizational Incentives: When Are Amnesty International's ''Naming and Shaming'' Reports Biased?,10.7910/DVN/NFIALV
"Government Respect for Gendered Rights: The Effect of the Convention on the Elimination of Discrimination against Women on Women's Rights Outcomes, 1981-2004",10.7910/DVN/BIXWNU
"Predicting Armed Conflict, 2010–2050",10.7910/DVN/GISNCV
Choosing Your Neighbors: Networks of Diffusion in International Relations,10.7910/DVN/Z7DN56
Do Ethnic Dominoes Fall? Evaluating Domino Effects of Granting Territorial Concessions to Separatist Groups,10.7910/DVN/NKIRJ5
States in the Customs House: Institutional Reforms and Structural Change in Mexican Trade Policy,10.7910/DVN/F43LHM
"Tertiarization, Industrial Adjustment, and the Domestic Politics of Foreign Aid",10.7910/DVN/REAYUP
Market-Protecting Institutions and the World Trade Organization's Ability to Promote Trade,10.7910/DVN/KEUWTT
"Outsourcing Security: Alliance Portfolio Size, Capability, and Reliability",10.7910/DVN/1NF57V
"Wallets, Ballots, or Bullets: Does Wealth, Democracy, or Military Capabilities Determine War Outcomes?",10.7910/DVN/EKEXC9
Ties that Bind? Preferential Trade Agreements and Exchange Rate Policy Choice,10.7910/DVN/ZT72MK
Ratification Patterns and the International Criminal Court,10.7910/DVN/XX1KYY
Demographic and Economic Consequences of Conflict,10.7910/DVN/1G1COY
Distributional Conflict Between Powerful States and International Treaty Ratification,10.7910/DVN/AD8UDU
"Europeanization, EU Conditionality, and Governance Quality: Empirical Evidence on Central and Eastern European Countries",10.7910/DVN/SR7VMM
"Investment, Opportunity, and Risk: Do US Sanctions Deter or Encourage Global Investment?",10.7910/DVN/BTCLRP
Interest Coalitions and Multilateral Aid Allocation in the European Union,10.7910/DVN/BR99GD
Assessing the Causes of Capital Account Liberalization: How Measurement Matters,10.7910/DVN/ZIYJD8
Has the New Aid for Trade Agenda been Export Effective? Evidence on the Impact of US AfT Allocations 1999-2008,10.7910/DVN/LKERIV
The Democratic Peace: Weighing the Evidence and Cautious Inference,10.7910/DVN/Y2EMIO
Ex Ante Due Diligence: Formation of PTAs and Protection of Labor Rights,10.7910/DVN/UC2TBL
Free Riding and Protection for Sale,10.7910/DVN/VOTSZE
"Leadership Survival, Regime Type, Policy Uncertainty and PTA Accession",10.7910/DVN/O1PMGO
Guns and Money in the Open Economy: The Exchange Rate and the Demand for Arms Imports,10.7910/DVN/CL1OYE
A Non-Tariff Protectionist Bias in Majoritarian Politics: Government Subsidies and Electoral Institutions,10.7910/DVN/BNCZED
"Enter The Dragon! An Empirical Analysis of Chinese versus US Arms Transfers to Autocrats and Violators of Human Rights, 1989-2006",10.7910/DVN/EWLYQG
Democratization after Civil War: A Brush-Clearing Exercise,10.7910/DVN/DFIF4K
A Competing Risks Model of War Termination and Leader Change,10.7910/DVN/UIKN4F
Competing for Scarce Foreign Capital: Spatial Dependence in the Diffusion of Double Taxation Treaties,10.7910/DVN/0COWAL
"Rivalry and State Support of Non-State Armed Groups (NAGs), 1946-2001",10.7910/DVN/VJ24XV
Domestic Institutions and Credible Signals,10.7910/DVN/CHEEWL
Capitalist Development and Civil War,10.7910/DVN/GFXLI7
"Inequality, Institutions, and the Risks to Foreign Investment",10.7910/DVN/TOADKZ
Do Currency Crises Cause Capital Account Liberalization?,10.7910/DVN/ZDAUXW
J'accuse! Does Naming and Shaming Perpetrators Reduce the Severity of Genocides or Politicides?,10.7910/DVN/TUCJAY
Politics and Paradigm Preferences: The Implicit Ideology of International Relations Scholars,10.7910/DVN/4UVM79
The Plight of the Forgotten Ones: Civil War and Forced Migration,10.7910/DVN/TDHMNE
Folk Realism: Testing the Microfoundations of Realism in Ordinary Citizens,10.7910/DVN/SJZ9MY
"Patterns of Death Penalty Abolition, 1960–2005: Domestic and International Factors",10.7910/DVN/O8IPXU
"Information, Commitment, and Intra-War Bargaining: The Effect of Governmental Constraints on Civil War Duration",10.7910/DVN/6DVBTI
Donors' Preferences and Agent Choice: Delegation of European Development Aid,10.7910/DVN/2TTPKI
"Party Politics and International Trade: Mainstream Parties, Niche Parties, and Trade Openness",10.7910/DVN/N5W2JZ
Supporting Democracy in the Former Soviet Union: Why the Impact of US Assistance Has Been Below Expectations,10.7910/DVN/MFDDLJ
What Determines the Specificity of Subsidies?,10.7910/DVN/5JMNRV
Does Foreign Investment Really Reduce Repression?,10.7910/DVN/BXEBPQ
On the Size and Shape of African States,10.7910/DVN/Q5AIOP
"Reliability, Reputation, and Alliance Formation",10.7910/DVN/IW2NMF
Law and the Use of Force in World Politics: The Varied Effects of Law on the Exercise of Military Power in Territorial Disputes,10.7910/DVN/WLQCI4
Shaming and Blaming: Using Events Data to Assess the Impact of Human Rights INGOs,10.7910/DVN/61HQCY
"Following the Flag or Following the Charter? Examining the Determinants of UN Involvement in International Crises, 1945–2002",10.7910/DVN/8GUO4D
Dependence Networks and the International Criminal Court,10.7910/DVN/2BJPFE
Is China a Status Quo or Revisionist State? Leadership Travel as an Empirical Indicator of Foreign Policy Priorities,10.7910/DVN/BUYITG
The Kyoto Protocol: Two-Level Bargaining and European Integration,10.7910/DVN/TQ3QOQ
"Signing Up for Peace: International Boundary Agreements, Democracy, and Militarized Interstate Conflict",10.7910/DVN/WJUNCD
Civil War Intervention and the Problem of Iraq,10.7910/DVN/8QXG2B
Counting Calories: Democracy and Distribution in the Developing World,10.7910/DVN/HHIGFD
Domestic Institutions and Wartime Casualties,10.7910/DVN/XFNBZ6
From Melos to Baghdad: Explaining Resistance to Militarized Challenges from More Powerful States,10.7910/DVN/52VIWE
A Supply Side Theory of Mediation,10.7910/DVN/BZESQM
Constrained Concessions: Beneficent Dictatorial Responses to the Domestic Political Opposition,10.7910/DVN/PNRXXK
Booms and Busts: How Parliamentary Governments and Economic Context Influence Welfare Policy,10.7910/DVN/4N9QYR
Where Do Third Parties Intervene? Third Parties’ Domestic Institutions and Military Interventions in Civil Conflicts,10.7910/DVN/RRNDRA
Buying Support and Buying Time: The Effect of Regime Consolidation on Public Goods Provision,10.7910/DVN/PLMF84
"The Impact of State Relationships on If, When, and How Conflict Management Occurs",10.7910/DVN/RNEDUG
Fear of Floating and de Facto Exchange Rate Pegs with Multiple Key Currencies,10.7910/DVN/JRGEMU
Impact of Selected Historical Events on the Income-Based Distribution of Terrorism from the Rise of Fundamentalist Terrorism to the Iraq War,10.7910/DVN/41LVLG
Playing to the Home Crowd? Symbolic Use of Economic Sanctions in the United States,10.7910/DVN/O7OHWJ
Re-Evaluating Capitalist and Democratic Peace Models,10.7910/DVN/RESQGA
Fragmented Governance of International Rivers: Negotiating Bilateral versus Multilateral Treaties,10.7910/DVN/WOEWTX
Scarcity and Cooperation along International Rivers: An Empirical Assessment of Bilateral Treaties,10.7910/DVN/GAR99G
Weak States and Institutionalized Bargaining Power in International Organizations,10.7910/DVN/JV8QRH
"Terrorism, Democracy, and Credible Commitments",10.7910/DVN/FGUCEF
"Unexpected Bedfellows: The GATT, the WTO and Some Democratic Rights",10.7910/DVN/N2GGZ1
The Dark Side of the Future: An Experimental Test of Commitment Problems in Bargaining,10.7910/DVN/IM4UE3
Let's Get a Second Opinion: International Institutions and American Public Support for War,10.7910/DVN/D069OK
International Relations in the US Academy,10.7910/DVN/4QKMAM
"Sponsoring Democracy: The United States and Democracy Aid to the Developing World, 1988–2001",10.7910/DVN/ZXSSVW
Modernization vs. Dependency Revisited: Effects of Foreign Direct Investment on Food Security in Less Developed Countries,10.7910/DVN/ZOOW11
"Development, Trade, and Social Insurance",10.7910/DVN/TX3VWP
"Peasants, Patrons, and Parties: The Tension between Clientelism and Democracy in Nepal",10.7910/DVN/EJJAJ6
Explaining Cross-National Variation in Government Adoption of New Technologies,10.7910/DVN/NEJIDX
Foreign Policy Beliefs in Contemporary Britain: Structure and Relevance,10.7910/DVN/TCJLUW
"When Is Domestic Political Unrest Related to International Conflict? Diversionary Theory and Japanese Foreign Policy, 1890–1941",10.7910/DVN/TBY2KK
Explaining the Deterrence Effect of Human Rights Prosecutions for Transitional Countries,10.7910/DVN/BJATY1
Ideological Fractionalization and the International Conflict Behavior of Parliamentary Democracies,10.7910/DVN/Q1IWXQ
Civil War Contagion and Neighboring Interventions,10.7910/DVN/QDELJ8
"Shared Space: Ethnic Groups, State Accommodation, and Localized Conflict",10.7910/DVN/AAOROC
"Territory, River, and Maritime Claims in the Western Hemisphere: Regime Type, Rivalry, and MIDs from 1901 to 2000",10.7910/DVN/ULAVUA
The Private Provision of Public Goods: Corporate Commitments and the United Nations Global Compact,10.7910/DVN/KKU9SC
The Influence of International Organizations on Militarized Dispute Initiation and Duration,10.7910/DVN/A6UJAQ
Commerce and Imagination: The Sources of Concern about International Human Rights in the US Congress,10.7910/DVN/TXO7BA
Issue Conflict Accumulation and the Dynamics of Strategic Rivalry,10.7910/DVN/XYS5UJ
"Problems, Politics, and Policy Streams: A Reconsideration US Foreign Aid Behavior toward Africa",10.7910/DVN/0EDGGP
"Networks as Channels of Policy Diffusion: Explaining Worldwide Changes in Capital Taxation, 1998–2006",10.7910/DVN/WGEAK6
"Framing, Public Diplomacy, and Anti-Americanism in Central Asia",10.7910/DVN/R20TN3
The Spread of Bureaucratic Oversight Mechanisms across Intergovernmental Organizations,10.7910/DVN/WETJ80
Rivalry and Revenge: Violence against Civilians in Conventional Civil Wars,10.7910/DVN/SARLG6
"Economic Development, Income Inequality, and Preferences for Redistribution",10.7910/DVN/UENCQR
Dealing with Tyranny: International Sanctions and the Survival of Authoritarian Rulers,10.7910/DVN/50NQLW
"Diverting the Legislature: Executive–Legislative Relations, the Economy, and US Uses of Force",10.7910/DVN/TBKV7W
Globalization and the Welfare State: Testing the Microfoundations of the Compensation Hypothesis,10.7910/DVN/HGLIES
Friends or Foes? Major Trading Partners and the Success of Economic Sanctions,10.7910/DVN/Z1INJJ
"The Army You Have: The Determinants of Military Mechanization, 1979–2001",10.7910/DVN/HFIJ07
"The Politics and Economics of Official Ethnic Discrimination: A Global Statistical Analysis, 1950–2003",10.7910/DVN/E9EEO3
Identifying and Classifying Complex Interstate Wars,10.7910/DVN/IVYYYZ
Delegating Differences: Bilateral Investment Treaties and Bargaining Over Dispute Resolution Provisions,10.7910/DVN/5RZSHQ
Master or Servant? Common Agency and the Political Economy of IMF Lending,10.7910/DVN/VX5NXO
Intergovernmental Organizations (IGOs) and Interstate Conflict: Parsing Out IGO Effects for Alternative Dimensions of Conflict in Postcommunist Space,10.7910/DVN/NSEOHP
The Company You Keep: International Socialization and the Diffusion of Human Rights Norms,10.7910/DVN/GLEY3J
Political Institutions and Foreign Debt in the Developing World,10.7910/DVN/ZSIQSC
"War, Economic Development, and Political Development in the Contemporary International System",10.7910/DVN/ANZ6RK
Changing Economic Openness for Environmental Policy Convergence: When Can Bilateral Trade Agreements Induce Convergence of Environmental Regulation?,10.7910/DVN/IMB3J2
Politics or the Economy? Domestic Correlates of Dispute Involvement in Developed Democracies,10.7910/DVN/NJHWEJ
The Interactions of Strength of Governments and Alternative Exchange Rate Regimes in Avoiding Currency Crises,10.7910/DVN/MZV8SJ
Does Attrition Behavior Help Explain the Duration of Interstate Wars? A Game Theoretic and Empirical Analysis,10.7910/DVN/C039TM
Networks of Intergovernmental Organizations and Convergence in Domestic Economic Policies,10.7910/DVN/NJHQ8Y
Multilateral Versus Unilateral Sanctions Reconsidered: A Test Using New Data,10.7910/DVN/SQF8PX
"Market Structure, Electoral Institutions, and Trade Policy",10.7910/DVN/BOZ0QO
Two Logics of Labor Organizing in the Global Apparel Industry,10.7910/DVN/LI1BK4
"Survival and Accountability: An Analysis of the Empirical Support for “Selectorate Theory""",10.7910/DVN/MCU7GO
"Inequality and Human Rights: Who Controls What, When, and How",10.7910/DVN/IVIBHG
Fostering Peace After Civil War: Commitment Problems and Agreement Design,10.7910/DVN/Y1ZHZD
Why is There No Race to the Bottom in Capital Taxation?,10.7910/DVN/RTSCG3
Public Goods or Political Pandering: Evidence from IMF Programs in Latin America and Eastern Europe,10.7910/DVN/KERCCN
"Openness, Uncertainty, and Social Spending: Implications for the Globalization—Welfare State Debate",10.7910/DVN/ZFEMA2
"Watchdog or Lapdog? Media Freedom, Regime Type, and Government Respect for Human Rights",10.7910/DVN/AGZHQW
Regional Inequalities and Civil Conflict in Sub-Saharan Africa,10.7910/DVN/B6TN91
From Armed Conflict to War: Ethnic Mobilization and Conflict Intensification,10.7910/DVN/SSND4R
Wartime Sexual Violence in Guatemala and Peru,10.7910/DVN/GIO1FR
"Constituent Influence on International Trade Policy in the United States, 1987–2006",10.7910/DVN/OG0VYB
"Interdependent Preferences, Militarism, and Child Gender",10.7910/DVN/NGD6P6
Gender and Negotiation: Some Experimental Findings from an International Negotiation Simulation,10.7910/DVN/EQSWX7
Sleeping With Your Friends' Enemies: An Explanation of Sanctions-Busting Trade,10.7910/DVN/H2EVNE
Why Should I Believe You? The Costs and Consequences of Bilateral Investment Treaties,10.7910/DVN/RXDQP1
Transnational Terror and Human Rights,10.7910/DVN/CYICNZ
Domestic Judicial Institutions and Human Rights Treaty Violation,10.7910/DVN/HDOLHE
Forms of Civil War Violence and Their Consequences for Future Public Health,10.7910/DVN/DVK8OP
“Small Peoples”: The Existential Uncertainty of Ethnonational Communities,10.7910/DVN/CMIBWN
Market Rules: The Incidental Relationship between Democratic Compatibility and International Commerce,10.7910/DVN/FZHJUM
The Impact of US Drone Strikes on Terrorism in Pakistan,10.7910/DVN/EDSACZ
Diversity and Diversion: How Ethnic Composition Affects Diversionary Conflict,10.7910/DVN/BMXZLE
A Critique of Dyadic Design,10.7910/DVN/WY3QZS
A Preference for War: How Fairness and Rhetoric Influence Leadership Incentives in Crises,10.7910/DVN/LYGLR8
Rewards for Ratification: Payoffs for Participating in the International Human Rights Regime?,10.7910/DVN/PSOFAU
Rewards for Ratification: Payoffs for Participating in the International Human Rights Regime?,10.7910/DVN/XICFI5
Do WTO Disputes Actually Increase Trade?,10.7910/DVN/YETMOY
