file_in,title,journal,count_prereg,prereg_context,prereg_term_context
"","","",,"(veldkamp et al. 2018), and undisclosed deviations from the preregistered plan seem to be common (claesen et al. 2019). we now seem to have entered a phase in which the movement’s initial success has invited a broader range of proposals not always linked to openness as such, including calls for better measurement (flake and fried 2019), theoret- ical rigor (muthukrishna and henrich 2019), stricter signifi- cance thresholds (benjamin et al. 2018), and multi-model","he improvement of psychological science (sips) 2018 meeting, grand rapids, mi. available at https://osf.io/t8yjb. hardwicke, tom e., maya b. mathur, kyle macdonald, gustav nilsonne, george c. banks, mallory c. kidwell, alicia hofelich mohr, et al. 2018. “data availability, reusability, and analytic reproducibility: evaluating the impact of a mandatory"
"","","",,"s (hardwicke 2018) to detect undisclosed deviations between preregistration and manuscripts. beware of tokenism psychology’s mixed experience with badges highlights how— when changed rules and norms bring new incentives—there is always a temptation to cut corners. as with any target, open practices risk turning into another metric that researchers game for their own gain. to some extent, clearer standards—more transparency about transparency—might clarify what i","019. “open science and modified funding lotteries can impede the natural selection of bad science.” osf preprints, january 28. available at https://doi.org/10.1098/rsos.190194. stockemer, daniel, sebastian koehler, and tobias lentz. 2018. “data access, transparency, and replication: new insights from the political behavior literature.” ps: political s"
"","","",,"ld it also be the right data to reproduce the numbers? does preregistered mean “there is a document that you can compare to the published article” or that the analyses reported were conducted as prespecified unless declared otherwise? these are only partial solutions, and we also must consider the division of labor and incentive structure. mind the division of labor a crucial question is: who should check whether materials allow for reproducing findings? right n","and specificity of preregistrations.” psyarxiv, september 4. available at https:// doi.org/10.31234/osf.io/cdgyh. weston, sara j., stuart j. ritchie, julia m. rohrer, and andrew k. przybylski. 2019. “recommendations for increasing the transparency of analysis of preexisting datasets.” advances in methods and practices in psychological science 2 (3): 2"
"","","",,"- ﬁcation strategy involving a “natural experiment,” public pre-registration plans could be a useful disciplining device, but their use should not give readers false conﬁdence in the results should they be consistent with predictions. by deﬁnition, a retrospective study implies that the events of interest have already occurred, and it is often difﬁcult to imagine that a researcher proposing to study causal relationships in a particular context will not have some ",", and van der windt 2013, and discussion and guidelines at the evidence in governance and politics (egap) website, http://egap.org/content/registration. 18 thoughtful advocates of pre-analysis plan registers have explained that we ought to simply make distinctions between analyses that were pre-registered and those that were not, but to feel free to re"
"","","",,"s may not be as powerful as they appear. at the very least, pre-registration of analysis plans for observational data ought to welcome discussion of what has already been observed and analyzed. conclusions and recommendations the notion of a research cycle as described here allows for the fact that intellectual progress requires many different types of contributions, and the quality of those contri- butions ought to be judged in terms of distinct criteria. good r","13, and discussion and guidelines at the evidence in governance and politics (egap) website, http://egap.org/content/registration. 18 thoughtful advocates of pre-analysis plan registers have explained that we ought to simply make distinctions between analyses that were pre-registered and those that were not, but to feel free to report both. references "
"","","",,"ught to simply make distinctions between analyses that were pre-registered and those that were not, but to feel free to report both. references angrist, joshua d. and jörn-steffen pischke. 2014. mastering ’metrics: the path from cause to effect. princeton, nj: princeton university press. ankeny, rachel a. 2011. “using cases to establish novel diagnoses: creating generic facts by making particular facts travel together.” in how well do facts travel? the disseminat","nance and politics (egap) website, http://egap.org/content/registration. 18 thoughtful advocates of pre-analysis plan registers have explained that we ought to simply make distinctions between analyses that were pre-registered and those that were not, but to feel free to report both. references angrist, joshua d. and jörn-steffen pischke. 2014. mastering ’metr"
10.1017_s1537592720002406,Social welfare attitudes and immigrants as a target population: experimental evidence,Perspectives on Politics,6,"ck evidence of exactly how this relationship works. in this pre-registered survey experiment, i study respondents’ assumptions about beneﬁciaries of a generic social welfare policy, and test the eﬀects of diﬀerent “threat” primes on the assumption that the policy beneﬁts immigrants rather than native-born americans. i ﬁnd that a prime constructing immigrants as a ﬁscal threat increases the likelihood that a respondent will make this assumption, while a prime emph","es that i pre- registered, along with the study design, on the evidence in governance and politics (egap) website on july 14, 2017, prior to any data collection (haselswerdt 2017). the ﬁrst two hypotheses deal with the eﬀects of “threat” primes on individuals’ assumptions about social welfare beneﬁciaries. in particular, i am interested in the assump- "
"","","",,"erpretation. i chose this measure, which is included in the pre-registration details, since the size of the local hispanic or latino population is likely to be the most visible or salient clue for most citizens about how many actual immigrants live near them. when considering this variable, it may be appropriate to think of individual survey respondents as being nested within geographic regions rather than as independent observa- tions, so i employ state-clustere","” evidence in government and politics / open science framework pre- registration, july 14. (https://osf.io/v7ymc). ——. 2020. “who beneﬁts? race, immigration, and assumptions about policy.” political behavior. doi.org/10.1007/s11109-020-09608-3 hawes, daniel p., and austin michael mccrea. 2017. “give us your tired, your poor and we might buy them dinne"
10.1080_10584609.2020.1763531,Choosing to avoid? {A} conjoint experimental study to understand selective exposure and avoidance on social media,Political Communication,2,"obability of being chosen). 5. analysis in this section was preregistered. 6. we compared these eﬀects (also for rq2) by generating 100,000 simulated coeﬃcients according to their estimates and corrected standard errors. all p-values were two-sided. we also conducted robustness checks on the diﬀerences between coeﬃcients (see table a.7). 7. leeper et al. (2020) raise a valid concern about comparing amces between subject sub- groups in a conjoint design. in appen","in this article are openly available in the open science framework at https://doi. org/doi:10.17605/osf.io/6p59n. open scholarship this article has earned the center for open science badges for open data, open materials and preregistered. the data and materials are openly accessible at https://github.com/wrahool/conjoint- analysis-news-selection and h"
"","","",,"r for open science badges for open data, open materials and preregistered. the data and materials are openly accessible at https://github.com/wrahool/conjoint- analysis-news-selection and https://doi.org/doi:10.17605/osf.io/6p59n. notes on contributors subhayan mukerjee is a phd candidate at the annenberg school for communication, university of pennsylvania. he studies political communication and digital media using computational methods. tian yang is a phd cand","le at https://github.com/wrahool/conjoint- analysis-news-selection and https://doi.org/doi:10.17605/osf.io/6p59n. notes on contributors subhayan mukerjee is a phd candidate at the annenberg school for communication, university of pennsylvania. he studies political communication and digital media using computational methods. tian yang is a phd candidat"
10.1086_699912,How incivility on partisan media (de)polarizes the electorate,The Journal of Politics,1,"”) and acknowledgment of attempts to bridge interests 1. we preregistered versions of our hypotheses at aspredicted.org as study no. 3326 (see https://aspredicted.org/366pi.pdf). 292 / incivility on partisan media james n. druckman et al. (see sydnor 2015, 43–44). the uncivil segments, by contrast, (severely) invoked the aforementioned aspects of incivility with language such as “idiotic,” “parasitic,” “reckless,” “de- spicable,” and so on. each segment also was","nd acknowledgment of attempts to bridge interests 1. we preregistered versions of our hypotheses at aspredicted.org as study no. 3326 (see https://aspredicted.org/366pi.pdf). 292 / incivility on partisan media james n. druckman et al. (see sydnor 2015, 43–44). the uncivil segments, by contrast, (severely) invoked the aforementioned aspects of incivility with "
"","","",,"","ts 1. we preregistered versions of our hypotheses at aspredicted.org as study no. 3326 (see https://aspredicted.org/366pi.pdf). 292 / incivility on partisan media james n. druckman et al. (see sydnor 2015, 43–44). the uncivil segments, by contrast, (severely) invoked the aforementioned aspects of incivility with language such as “idiotic,” “parasitic,” “reckl"
10.1086_707616,Understanding partisan cue receptivity: tests of predictions from the bounded rationality and expressive utility perspectives,The Journal of Politics,4,(2010) farm subsidy experiment (study 2). the next two were preregistered replications of (a) both experiments using a single sample (study 3) and (b) the food irradiation ex- periment using a fourth sample (study 4). the main goal of these latter studies was to examine the hypotheses with a design and analysis plan speciﬁed before data collection.1 in the main text we provide a relatively detailed report of the results of studies 1 and 2 and (because of space l," relatively detailed report of the results of studies 1 and 2 and (because of space limitations) 1. preanalysis plans can be found on the open science framework; see https://osf.io/4zx3f/. volume 82 number 3 july 2020 / 1063 brieﬂy summarize the results of studies 3 and 4 (detailed results are in apps. c and d; see table 1). in these experiments, participants"
"","","",,"loration of the mechanism in october 2018, we conducted two preregistered studies: one containing replications of the food irradiation and farm subsidy experiments using a bovitz forthright sample (study 3) and the other containing a replication of the food irradiation experiment using an amazon mechanical turk (mturk) sample (study 4). in these studies, we undertook an initial test of the mechanism through which the ﬁndings emerge by measuring cognitive process"," of space limitations) 1. preanalysis plans can be found on the open science framework; see https://osf.io/4zx3f/. volume 82 number 3 july 2020 / 1063 brieﬂy summarize the results of studies 3 and 4 (detailed results are in apps. c and d; see table 1). in these experiments, participants received information about a political policy and were informed—b"
10.1086_708776,The intersection of racial and partisan discrimination: evidence from a correspondence study of four-year colleges,The Journal of Politics,3,"udents affects their likelihood of receiving a response. we preregistered three (all else constant) hypotheses (https://aspredicted.org /7wx5x.pdf), each of which draws on extant literatures too vast to review here (see the appendix, available online, for detailed theoretical discussion). james n. druckman (druckman@northwestern.edu) is the payson s. wild professor of political science and a faculty fellow at the institute for policy research at northwestern uni"," likelihood of receiving a response. we preregistered three (all else constant) hypotheses (https://aspredicted.org /7wx5x.pdf), each of which draws on extant literatures too vast to review here (see the appendix, available online, for detailed theoretical discussion). james n. druckman (druckman@northwestern.edu) is the payson s. wild professor of political "
"","","",," effects for experimental blocks (electoral wards). we also preregistered the following equation, which identiﬁes indirect mobilization effects conditional on the partisan composition of the most proximate household: yj p a 1 b1zj 1 b2x2ij 1 b3x2ij # zj 1 b4x3ij 1 b5x3ij # zj 1 b6x2ij # x3ij 1 b7x2ij # x3ij # zj 1 εij; where x2 is the share of rival party supporters within the most proximate household, and x3 is the euclidean distance to the closest household. s"," consider national politics to be more important than supranational or local matters. 4. see http://egap.org/registration-details/4388, for reregistered hy- potheses and the deidentiﬁed pap. 1192 / social mobilization in partisan spaces florian foos et al. this article. mixed-partisan neighborhoods have a signiﬁcantly larger share of mixed-partisan hou"
"","","",,"pre-analysis plan detailing the de- sign and hypotheses was preregistered prior to ﬁelding the survey.20 survey methodology our research advances a growing body of international relations (ir) scholarship applying experimental methods to the study of international politics (brutger and kertzer 2018; kertzer, renshon, and yarhi-milo 2021; tomz 2007; tomz and weeks 2013; yarhi-milo, kertzer, and renshon 2018). as discussed above, the primary beneﬁt of this ap- pro","ur- veys were also conducted via amazon’s mechanical turk. 20. evidence in governance and politics (egap) study #20180108aa. volume 83 number 3 july 2021 / 981 causal factors from the confounding variables or collinearity that undermine observational analyses. moreover, exploring how the american public understands and reacts to crises offers valuable "
10.1093_isq_sqy018,Rumors and refugees: how government-created information vacuums undermine effective crisis management,International Studies Quarterly,20," kharti’s limitations, the greek govern- ment established a preregistration process in which indi- viduals called the asylum center via skype to initiate their application.16 this change, however, created new obstacles. first, calling required internet access, which the greek government provided inconsistently across formal camps. second, since the asylum center operated the hotline only several hours per week, thousands called simultaneously, creating a massive","iza, march 6, 2016. http://www.syriza.gr/article/id/64437/apofash-ths- kentrikhs-epitrophs-gia-to-prosfygiko.html#.wbhuanognha. thorpe, nick. 2016. “hungary poster campaign pokes fun at migrant ref- erendum.” bbc news, september 10, 2016. www.bbc.com/news/world- europe-37310819. turner, john c., rupert j. brown, and henri tajfel. 1979. “social compar-"
10.1093_pan_mps021,"Fishing, commitment, and communication: a proposal for comprehensive nonbinding research registration",Political Analysis,7,"response to the problem, but while the potential beneﬁts of preregistration of research designs are easily grasped there has been essentially no adoption of the practice by political scientists. moreover, even with agreement on registration authors’ note: our thanks to ali cirone, andy gelman, grant gordon, alan jacobs, ryan moore, and ferran elias moreno for helpful comments. our thanks to the population center at columbia for providing access to the high perfo",t could emerge from the real data. we then posted the “mock report” online and circulated it to the egap network of researchers and practitioners working in this area. what did we learn from the exercise? 4.1 loss of latitude drafting the “mock report” forced us to take early action on the plethora of small decisions that can provide the latitude for ﬁ
10.1093_poq_nfaa008,"The (null) effects of clickbait headlines on polarization, trust, and learning",Public Opinion Quarterly,4,"affective polarization. the fol- lowing hypotheses were all preregistered.2 hypothesis 1 is essentially a replication of research suggesting that exposure to partisan media or campaigns increases affective polarization (iyengar, sood, and lelkes 2012; levendusky 2013). h1:  headlines that favor one party will positively impact affect toward that party. in the current experimental design, the republican president is the primary political actor mentioned in the h",aints about clickbait were what drove facebook to penalize it. our final hypothesis thus 2. https://egap.org/registration/3175. munger et al. 54 downloaded from https://academic.oup.com/poq/article/84/1/49/5827235 by the australian national university user on 26 august 2021 posits that partisan emotional clickbait will decrease trust in (online) media.
10.1093_poq_nfy003,Mobilizing sexism: the interaction of emotion and gender attitudes in the 2016 us presidential election,Public Opinion Quarterly,1,"hip were assessed 4. this study was originally designed and pre-registered as (egap id: 20160625aa) an experi- ment with an emotional manipulation very similar to the third study reported here. unfortunately, this study suffered from massive failure to treat problems. most subjects did not take seriously the emotional induction task. as a result, the results are analyzed as a simple cross-sectional estimate of the impact of sexism. a full discussion of this decis","deology and partisanship were assessed 4. this study was originally designed and pre-registered as (egap id: 20160625aa) an experi- ment with an emotional manipulation very similar to the third study reported here. unfortunately, this study suffered from massive failure to treat problems. most subjects did not take seriously the emotional induction tas"
10.1093_poq_nfz003,What do we measure when we measure affective polarization?,Public Opinion Quarterly,1,"ferees, and the editors for helpful comments. the study was preregistered with aspredicted.org as study #7041. *address correspondence to james n. druckman, northwestern university, scott hall, 601 university place, evanston, il 60208, usa; email: druckman@northwestern.edu. public opinion quarterly, vol. 83, no. 1, spring 2019, pp. 114–122 doi:10.1093/poq/nfz003 downloaded from https://academic.oup.com/poq/article/83/1/114/5486527 by library (hancock) user on 1","kes, the anonymous referees, and the editors for helpful comments. the study was preregistered with aspredicted.org as study #7041. *address correspondence to james n. druckman, northwestern university, scott hall, 601 university place, evanston, il 60208, usa; email: druckman@northwestern.edu. public opinion quarterly, vol. 83, no. 1, spring 2019, pp. 114–12"
10.1111_lsq.12242,Constituent communication through telephone town halls: a field experiment involving members of congress,Legislative Studies Quarterly,4," constituents from the corresponding congressional district pre-registered for a telephone town hall scheduled to be hosted by their mc.15 at the time of the scheduled session, the telephone town hall software platform dialed all the registered participants at the phone numbers they provided. to ensure that the number of participants in these events mirrored those in a normal telephone town hall, we conducted additional random call-outs using the recruitment list","2018. this page has been taken down, but the video can be found at https://www.youtube.com/watch?v=cosfhwhsp8k, last accessed march 13, 2019. 4 to our knowledge, the only existing study of constituent reactions to telephone town halls comes from a 2007 research report from the congressional institute (congressional institute 2007). this report describ"
10.1111_pops.12669,The influence of identity salience on framing effectiveness: an experiment,Political Psychology,1,"result in more effective political communication. through a preregistered survey experiment (n = 978), this study tested how priming either a partisan or a nonpartisan (parental) identity influenced the effectiveness of a climate change frame on several attitudinal outcomes. findings suggest that identity salience—specifically partisan identity salience—can influence the effectiveness of a frame. among republican parents, receiving a message about the impact of ","a control group. 1 the experiment and hypotheses were registered prior to receiving the data in the egap registration system, id 20180416aa. 1138 diamond h5: priming a parental identity before presenting a future-generations frame will increase climate concern, proenvironmental behaviors, and climate change policy support among democrats, compared to a"
10.1111_pops.12706,Hearing from both sides: differences between liberal and conservative attitudes toward scientific and experiential evidence,Political Psychology,11,"titudes toward science, reasoning style, reasoning ability, preregistered, intuition recently, researchers have bemoaned that scientific controversies are being decided in the court of public opinion rather than scientific expertise (e.g., lewandowsky, ecker, & cook, 2017). scientists are troubled by media channels that insist on presenting “both sides” of arguments that have already been settled, and online forums allow anyone’s voice to be heard as easily as a","in parentheses (hypotheses were reordered for clarity of presentation): 1 https://doi.org/10.17605/​osf.io/khdgf 2 https://doi.org/10.17605/​osf.io/fg6c3 3 the “feelings are truth” scale was included as a subscale with two other new constructs of the authors’ creation that were also included in these studies, as specified in the preregistrations. we h"
"","","",,"iew and hypotheses here we present results from two similar preregistered studies, study 11 from may 2018 and study 22 from july 2018. in both studies, participants were initially screened on ideology, then they read a supposed article excerpt where a researcher was quoted as debunking a popular misconcep- tion. an alternative viewpoint followed, rejecting the researcher’s viewpoint. participants then eval- uated the views of both the researcher and the rejecter"," for clarity of presentation): 1 https://doi.org/10.17605/​osf.io/khdgf 2 https://doi.org/10.17605/​osf.io/fg6c3 3 the “feelings are truth” scale was included as a subscale with two other new constructs of the authors’ creation that were also included in these studies, as specified in the preregistrations. we had additional preregistered hypotheses co"
10.1146_annurev-polisci-041719-101956,Ethics of {Field} {Experiments,Annual Review of Political Science,1," should explain and justify the ethics of their research in preregistration reports, grant proposals, presentations, and publications. this openness encourages reflection and con- tributes to the refinement and promotion of norms. additionally, openness can address reader concerns before they become accusations. this is important for many reasons, one of which is that social media responses can be swift and devastating when researchers appear to ignore the ethic"," institutional review boards (irbs), the belmont report, and evidence in governance and poli- tics (egap) as sources of normative guidance. section 5 offers additional arguments, proposals, and strategies for managing ethical concerns. section 6 presents principles and guidance for hu- man subjects research, recently approved by the american political "
"","","",,"","proved use. inability to provide answers on many of the ethical issues raised by field experiments. egap also provides principles for “sound and ethical research” (egap 2011), but these principles are not referenced frequently and do not provide substantive guidance on many of the issues. 4.1. institutional review boards many of the articles reviewed h"
"","","",,"","issues raised by field experiments. egap also provides principles for “sound and ethical research” (egap 2011), but these principles are not referenced frequently and do not provide substantive guidance on many of the issues. 4.1. institutional review boards many of the articles reviewed here discuss irbs and the failure of irb criteria and processes t"
"","","",,"","4.3. evidence in governance and politics in 2011, the evidence in governance and politics3 network (egap) adopted five principles for “sound and ethical practice in the conduct of experimental research on governance and politics 3at the time the principles were adopted, the name of the network was experiments in governance and politics. www.annualrevie"
"","","",,""," and in the use of such research for policy and decision-making in the public and private sectors” (egap 2011). the first principle, “human subjects protection,” confirms that egap researchers are committed to ethics in human subjects research, but it does not indicate what ethical treat- ment requires. in addition to this general commitment to human s"
"","","",,"","c and private sectors” (egap 2011). the first principle, “human subjects protection,” confirms that egap researchers are committed to ethics in human subjects research, but it does not indicate what ethical treat- ment requires. in addition to this general commitment to human subjects protection, the principle provides guidance for researchers working "
"","","",,"","rchers working with partners. recognizing that partnerships can hap- pen on a variety of terms, the egap principle states that researchers and partners should agree “which party, if either, has primary responsibility for the intervention” (egap 2011). further- more, “researchers should disclose the role that they play in the design of interventions imp"
"","","",,"","nd partners should agree “which party, if either, has primary responsibility for the intervention” (egap 2011). further- more, “researchers should disclose the role that they play in the design of interventions imple- mented by practitioners or third parties.” beyond this, the egap principles do not address or provide guidance on any of the problems re"
"","","",,"","y in the design of interventions imple- mented by practitioners or third parties.” beyond this, the egap principles do not address or provide guidance on any of the problems related to harm, benefit, risk/benefit ratio, autonomy, or professionalism identified in the previous section of this review. 5. arguments, strategies, and other solutions beyond i"
"","","",,""," of this review. 5. arguments, strategies, and other solutions beyond irbs, the belmont report, and egap, several specific solutions have been proposed to help the discipline and individual researchers navigate these waters. some are narrow in scope and others broad, some are inchoate and others more fully developed. this section provides a nonexhausti"
"","","",,"","tegies for respecting autonomy in field experiments. 5.4. partnership issues: spheres of ethics the egap guidelines state that researchers and partners should have an agreement stating “which party, if either, has primary responsibility for the intervention” (egap 2011). additionally, re- searchers should “disclose the role that they play in the design"
"","","",,"","ave an agreement stating “which party, if either, has primary responsibility for the intervention” (egap 2011). additionally, re- searchers should “disclose the role that they play in the design of interventions implemented by practitioners or third parties” (egap 2011). this allocution of responsibility can be useful for re- searchers seeking to draw "
"","","",,""," role that they play in the design of interventions implemented by practitioners or third parties” (egap 2011). this allocution of responsibility can be useful for re- searchers seeking to draw on a “spheres of ethics” argument. according to humphreys (2011), this approach recognizes that there are different standards for different actors, and in a res"
"","","",,"","iplinary values, more informative, and more useful. 7. issues on the horizon apsa’s principles, the egap statement, and the arguments and proposals presented in this review provide robust guidelines and strategies for many of the ethical problems associated with field experiments. however, they do not address all issues, and it is not clear whether or "
"","","",,"","t received sustained attention. 7.1. norm promotion several norms have emerged from the literature, egap, and apsa’s principles. the field now needs to decide how to promote them. unlike irbs, codes of ethics and best practices do not have regu- latory or institutional enforcement mechanisms, so disciplines and professions must use different tools to f"
"","","",,"","at we, as researchers, would like to be able to expect of each other.” while apsa’s principles, the egap statement, and the other argu- ments and proposals presented in this review are not definitive solutions to the ethical problems associated with field experiments, they provide robust guidelines and strategies, and they repre- sent a growing awarene"
"","","",,"","s. 2011. cambridge handbook of experimental political science. cambridge, uk: cambridge univ. press egap (evid. governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, ni"
"","","",,"","tal political science. cambridge, uk: cambridge univ. press egap (evid. governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, nielson dl, desposato s. 2016. obligated t"
"","","",,"","uk: cambridge univ. press egap (evid. governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, nielson dl, desposato s. 2016. obligated to deceive? aliases, confederates, "
"","","",,""," governance politics). 2011. egap research principles. https://egap.org/wp-content/uploads/ 2020/05/egap-research-principles.pdf feinberg j. 1984. harm to others: the moral limits of the criminal law. new york: oxford univ. press findley m, nielson dl, desposato s. 2016. obligated to deceive? aliases, confederates, and the common rule in international "
"","","",,"nd of two experiments reported in lacour & green (2014) was preregistered, although lacour appears to have made a fraudulent effort to retroactively “pre”-register the first experiment (singal 2015). 3 lacour has not admitted fraud, but the evidence appears overwhelming. at the least, lacour did not make payments to survey respondents, as stated in the published article, and he did not receive funding from sources identified in the publication. for discussion of","erimental research. the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap) group, undertaken in conjunction with the center on the politics of development (cpd) at the university of california, berkeley, is an example of coordinated experimental research. here, teams of researchers are funded to work in parallel on a pred"
"","","",,""," countries (https://www. socialscienceregistry.org), while the evidence in governance and politics (egap) registry has 178 designs registered since inception in march 2011 (http://egap.org/design-registration/registered-designs/). 16 see, e.g., political analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 17 see preana"
"","","",,"","nance and politics (egap) registry has 178 designs registered since inception in march 2011 (http://egap.org/design-registration/registered-designs/). 16 see, e.g., political analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 17 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design"
"","","",,"","itical analysis, http://www.oxfordjournals.org/our_journals/polana/for_authors/general.html. 17 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design-registration/registered- designs. www.annualreviews.org • what experiments cannot achieve 553 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org ac"
"","","",,"",authors/general.html. 17 see preanalysis plans and amendments as protocol [87] 20140723aa at http://egap.org/design-registration/registered- designs. www.annualreviews.org • what experiments cannot achieve 553 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for
"","","",,"","e approach taken in the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap; http://egap.org/metaketa) group, undertaken in conjunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd"
"","","",,"","ken in the inaugural metaketa initiative of the evidence in gov- ernance and politics (egap; http://egap.org/metaketa) group, undertaken in conjunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to"
"","","",,"","njunction with the center on the politics of development (cpd; http://cpd.berkeley.edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to fund coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressi"
"","","",,"","edu/initiatives/ egap-regranting) at the university of california, berkeley. in a pilot initiative, egap and the cpd partnered to fund coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressions of interest” from researchers to allow identification of a topical focus. the s"
"","","",,""," coordinated field experiments in the substantive area of political ac- countability. specifically, egap first called for short “expressions of interest” from researchers to allow identification of a topical focus. the second stage of the selection process requested project proposals related to this predefined theme. the metaketa selection committee pr"
"","","",,"","ade individual grants within the $150,000–$300,000 range. for a list of funded projects, see http://egap.org/research/ metaketa/metaketa-information-and-accountability. 20 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. www.annualreviews.org • what experiments cannot achieve 557 annu. rev. poli"
"","","",,"","ts, see http://egap.org/research/ metaketa/metaketa-information-and-accountability. 20 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. www.annualreviews.org • what experiments cannot achieve 557 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org access provided by australian"
"","","",,"","taketa-information-and-accountability. 20 for the meta-preanalysis plan, see protocol 127 at http://egap.org/design-registration/registered-designs. www.annualreviews.org • what experiments cannot achieve 557 annu. rev. polit. sci. 2016.19:541-563. downloaded from www.annualreviews.org access provided by australian national university on 07/18/21. for "
"","","",,"",".045 disclosure statement the author is chair of the inaugural evidence in governance and politics (egap) metaketa selection committee and directs the center on the politics of development (cpd) at the university of california, berkeley, which administers grant funding associated with the metaketa initiative. he has not received financial compensation "
10.1146_annurev-polisci-050517-124041,"Better {Government}, {Better} {Science}: {The} {Promise} of and {Challenges} {Facing} the {Evidence}-{Informed} {Policy} {Movement",Annual Review of Political Science,6,"ines derived from dispassionate syntheses of the results of preregistered ran- domized controlled trials (rcts) that had gone through blind peer review than from doctors following the evidence of their own idiosyncratic experience to guide clinical decisions. evidence- based medicine has provided a template for evidence-based policy more broadly; “good evidence” would arise from the same social and technical processes that have yielded scientific evidence, a soc"," (gerber & green 2000, morton & williams 2008). the website of evidence in governance and politics (egap; http://egap.org) provides many more examples of randomized field experiments, mostly focusing on topics in developing countries, designed and fielded in collaboration with ngos. 524 bowers • testa annu. rev. polit. sci. 2019.22:521-542. downloaded "
"","","",," a set of standard operating procedures (lin & green 2016), preregistering designs (humphreys et al. 2013), and providing access to data and replication materials (mckiernan et al. 2016)—which increase the integrity of the policy-making process.9 some of these approaches and principles are being modified for use in government. for exam- ple, the oes research integrity process involves a commitment to publish every study as well as multiple steps by which members","een 2000, morton & williams 2008). the website of evidence in governance and politics (egap; http://egap.org) provides many more examples of randomized field experiments, mostly focusing on topics in developing countries, designed and fielded in collaboration with ngos. 524 bowers • testa annu. rev. polit. sci. 2019.22:521-542. downloaded from www.annu"
"","","",,"ell as multiple steps by which members of the team publicly preregister their own studies and review and replicate each other’s work. few academics commit to publicizing every study they begin, and most do not perceive their work as inherently the product of a team, yet these pieces of the oes process were added to the extant open-science processes of academia because the oes is a team of social and behavioral scientists within a government. taken together, the ","ematica policy research), academic– practitioner collaboration-oriented research ngos (e.g., j-pal, egap, and ideas42), and private firms (e.g., deloitte and mckinsey) in designing, fielding, analyzing, and interpreting the results from field experiments meant to answer the question, “did it work?” organizations use such experiments to learn whether a "
"","","",,"context and population of the policy itself. second, public preregistration of analyses and designs can help limit the statistical problem of false discoveries, and increased access to data enables both replication that can detect errors and explorations that can direct further research. the fact that the results from such studies are increasingly being generated by collaborations between academics and governments carries some added benefits—larger sample sizes,"," the lab @ dc, which provides public access to projects through the open science framework (https://osf.io/institutions/thelabatdc/), and oes function (see for example the oes research integrity process at https://oes.gsa.gov/methods/). 530 bowers • testa annu. rev. polit. sci. 2019.22:521-542. downloaded from www.annualreviews.org access provided by "
"","","",,"or how a project’s cost–benefit analysis will be used is to preregister the design of the program evaluation (humphreys et al.2013). while the benefits of preregistration are increasingly clear to academics, policy makers may need to be convinced of its benefits as a way to enhance both the scientific and political integrity of the results. the final stages of this process, involving project management and analysis, are quite simi- lar to what social scientists ","otential and/or past users of the forms (see, for example, the lab @ dc’s form-a-palooza at https://osf.io/kf4r9/). when asked to improve forms, most social scientists turn to the literature on the design of surveys and the cognitive science of asking and answer- ing. academics can also appeal to common sense and the basic science of communication: pl"
"","","",,"am evaluation (humphreys et al.2013). while the benefits of preregistration are increasingly clear to academics, policy makers may need to be convinced of its benefits as a way to enhance both the scientific and political integrity of the results. the final stages of this process, involving project management and analysis, are quite simi- lar to what social scientists are likely to encounter in their own research. issues may arise dur- ing implementation, althou","ies themselves can be designed in a collaborative fash- ion to facilitate learning across contexts. egap has pioneered this approach, which they call the “metaketa” approach (the basque word for “accumulation”), in which roughly five teams of re- searchers from around the world agree to implement the same experimental arm in each of their five differen"
