file_in,title,journal,average marginal component effect,average treatment effect,carr.{20}exper,\bcausal\b,causal inference,choice experi...9,coefficient,condition,"conduct.{1,70}exper",confidence interval,joint analysis,joint experiment,control,control condition,control group,design,difference-in-differences,\beffect\b,estimator,"experi.{1,120}conduct",experi.{20}carri,"experi.{1,40}we","experi.{1,30}design","experiment.{1,10}design","experiment.{1,10}group","experiment.{1,10}manipul","experiment.{1,10}research",field experiment,"group.{1,10}treat",instrumental variable,interaction,internet experiment,intervention,"i{1,20}ran","i{1,20}random",lab experiment,laboratory experiment,likelihood estimator,list experim,list survey,manipulat,marginal means,maximum likelihood estimator,measure,mechanical turk,mturk,multilevel experiment,natural experiment,null result,\bols\b,"original.{1,10}experim",\bour\b,"our.{1,10}game","our.{1,20}experi","our.{1,30}find",p <,p =,p >,p<,p=,p>,participa,"participants.{1,30}assign",plot,polimetrix,post-test,posttest,pre-experiment,pre-test,predict,predicted probab,pretest,qualtrics,quasi-experi,random utility model,"random.{1,30}assign",randomi[sz]ed control trial,rct,rdd,recruit,"recruit.{1,20}participa","recruit.{1,20}respond","recruit.{1,20}subject",regression,respon,"respond.{1,10}were",review,sample size,simulat,statistical significance,statistically significant,"study.{1,20}experi",subject,"subject.{1,20}recruit",survey experi,systematic review,the experi,this experi,treatment effect,treatment group,thought experi,group experi,"use.{1,30}experi","using.{1,10}experiment","utili[sz].{1,70}exper",validity,vignette,vignette experiment,\bwe\b,"we.{1,150}experiment","we.{1,20}carr","we.{1,20}conduct","we.{1,20}design","we.{1,20}field","we.{1,20}find","we.{1,20}ran","we.{1,20}randomi","we.{1,20}recrui","we.{1,20}test","we.{1,40}design",yougov,µ,β,computation,regression discontinuity,discrete choice,cluster,choice experi...131,monte carlo,player,"experi.{1,10}condition","experi.{1,10}session",counterfact,count_experiment,exp_header,exp_sum,exp_avg,nchar
10.1111_misr.12061,Conceiving of future war: the promise of scenario analysis for international relations,International Studies Review,0,0,0,16,0,0,0,17,0,0,0,0,3,0,0,6,0,7,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19,0,16,0,0,0,11,0,0,0,2,0,0,0,5,0,0,0,0,0,8,0,13,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,13,0,270,2.03007518796993,86991
10.1111_ajps.12408,Predispositions and the political behavior of american economic elites: evidence from technology entrepreneurs,American Journal of Political Science,0,0,0,2,0,0,4,1,1,1,0,0,3,0,0,0,0,2,0,3,0,4,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,83,0,0,4,22,0,0,3,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,1,0,0,0,8,41,0,9,1,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,170,4,0,13,0,0,5,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,434,3.26315789473684,86792
10.1007_s11127-011-9884-x,Counterterrorism strategies in the lab,Public Choice,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,14,0,1,0,4,2,2,0,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,4,0,1,5,0,0,0,0,9,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,2,0,0,0,1,0,55,0,0,0,14,1,0,0,0,0,2,0,0,1,0,0,18,14,0,2,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,42,0,0,0,58,0,247,1.85714285714286,48569
10.1086_695672,"Information, knowledge, and attitudes: an evaluation of the taxpayer receipt",The Journal of Politics,0,0,0,0,0,0,0,9,0,0,0,0,9,0,4,3,0,5,0,0,0,0,1,1,1,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,0,3,0,0,0,0,0,16,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,54,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0,176,1.32330827067669,23327
10.1007_s11127-015-0281-8,Competing for global capital or local voters? {The} politics of business location incentives,Public Choice,0,0,0,1,0,0,3,3,0,2,0,0,18,0,3,7,0,6,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,3,0,0,0,0,0,0,0,2,11,0,13,2,0,1,1,0,4,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,113,1,0,0,1,0,7,5,0,0,6,1,0,0,0,0,0,0,2,0,0,1,0,0,2,5,0,321,2.41353383458647,85211
10.1017_s1049096520000876,Prejudice and tolerance in us presidential politics: evidence from eight list experiments in 2008 and 2012,PS: Political Science \& Politics,0,1,0,0,0,0,0,9,0,6,0,0,8,2,0,18,0,25,5,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,0,0,0,0,1,0,0,32,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,61,7,1,8,2,1,3,0,1,0,1,0,0,0,15,0,0,0,6,3,0,0,0,0,52,19,0,4,1,0,1,2,0,0,1,4,1,0,12,0,0,0,0,0,0,0,1,0,0,52,1,376,2.82706766917293,44883
10.1111_gove.12389,Contested governance: the new repertoire of the eurozone crisis,Governance,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,9,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,4,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,100,0.75187969924812,71609
10.1017_s000305541000047x,How {Large} and {Long}-lasting {Are} the {Persuasive} {Effects} of {Televised} {Campaign} {Ads}? {Results} from a {Randomized} {Field} {Experiment,American Political Science Review,0,0,0,9,0,0,4,7,0,0,0,0,18,0,0,14,0,28,0,0,0,9,2,2,0,0,0,8,0,4,9,0,1,0,0,0,1,0,0,0,0,0,0,22,0,0,0,2,0,2,0,35,0,5,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,11,26,0,17,2,1,4,1,1,20,0,1,0,10,7,1,0,0,0,0,0,0,2,0,0,62,21,0,1,1,0,9,15,3,0,0,1,0,0,22,0,0,0,1,0,0,0,1,0,0,56,1,452,3.3984962406015,86958
10.1093_jopart_muv038,How leaders respond to diversity: the moderating role of organizational culture on performance information use,Journal of Public Administration Research and Theory,0,0,0,1,0,0,0,5,0,4,0,0,19,0,13,10,0,27,0,1,0,7,2,2,2,0,1,12,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,33,0,3,2,3,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,48,0,24,0,0,0,1,0,1,0,0,0,4,0,0,3,0,0,2,0,0,1,0,0,65,10,0,0,0,2,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,351,2.6390977443609,68967
10.1016_j.electstud.2016.06.003,Come hell or high water: an investigation of the effects of a natural disaster on a local election,Electoral Studies,0,0,0,2,0,0,0,6,0,0,0,0,20,0,7,4,0,12,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,21,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,188,1.41353383458647,52690
10.1093_jopart_mut033,"Leading to make a difference: a field experiment on the performance effects of transformational leadership, perceived social impact, and public service motivation",Journal of Public Administration Research and Theory,0,0,0,1,1,0,1,20,0,3,0,0,22,0,11,38,0,35,0,2,0,9,7,3,0,5,6,10,0,0,34,0,21,0,0,0,4,0,0,0,19,0,0,20,0,0,0,0,0,0,0,34,0,5,6,24,8,7,0,0,0,55,1,1,0,0,1,4,0,16,0,1,0,3,0,1,0,0,0,0,0,0,0,3,4,0,24,0,1,0,1,0,5,0,0,0,7,0,0,1,0,2,3,2,0,16,0,0,48,19,0,6,1,0,0,30,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,625,4.69924812030075,78585
10.1016_j.jjie.2021.101147,Epidemic and economic consequences of voluntary and request-based lockdowns in japan,Journal of the Japanese and International Economies,0,0,0,0,0,0,16,4,2,0,0,0,3,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,3,0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,9,0,143,1.07518796992481,71971
10.1017_s0143814x18000491,Policy feedback in the local context: analysing fairness perceptions of public childcare fees in a german town,Journal of Public Policy,0,0,0,2,1,1,7,2,0,0,3,1,3,0,0,5,0,17,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,77,4,17,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,1,0,0,0,57,1,55,3,0,0,0,0,5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,339,2.54887218045113,77495
10.1007_s11127-019-00761-w,Are women more likely to throw the rascals out? {The} mobilizing effect of social service spending on female voters,Public Choice,0,0,0,0,0,0,0,7,0,1,0,0,7,0,0,6,0,21,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,34,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105,0,0,4,1,0,10,3,0,0,5,2,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,316,2.37593984962406,77334
10.1177_0022002712453707,"Motivational primes, trust, and negotiators' reaction to a crisis",Journal of Conflict Resolution,0,0,0,4,0,0,1,25,1,0,0,0,1,0,0,1,0,6,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,27,0,1,1,9,0,0,0,0,0,13,0,0,0,0,0,0,0,21,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0,9,0,6,0,0,0,2,0,0,0,8,3,0,0,0,0,2,0,0,2,0,0,45,5,0,1,0,0,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,223,1.67669172932331,72372
10.1017_psrm.2016.48,Parties are no civic charities: voter contact and the changing partisan composition of the electorate,Political Science Research and Methods,0,0,0,2,1,0,0,9,0,0,0,0,13,0,8,5,0,20,0,3,0,1,0,0,1,0,0,10,0,1,16,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,12,0,0,0,13,3,0,0,0,0,4,0,4,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,6,13,0,4,1,1,0,0,0,30,0,1,0,1,1,5,1,0,0,1,0,0,0,0,0,42,8,1,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,30,0,298,2.2406015037594,55746
10.1016_j.marpol.2019.103536,"Diversity, contestation, participation in aotearoa new zealand's multi-use/user marine spaces",Marine Policy,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,10,0,2,0,0,0,1,1,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,9,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,170,1.2781954887218,81916
10.1111_j.1748-5991.2012.01161.x,Experimentalist governance in the european union: a commentary,Regulation \& Governance,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,52,0.390977443609023,31643
10.1017_s1049096511001594,Annual meeting,PS: Political Science \& Politics,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,41,0.308270676691729,85839
10.1111_twec.12664,Geppml: general equilibrium analysis with ppml,The World Economy,0,0,0,1,0,0,4,45,1,1,0,0,5,0,0,0,0,19,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,13,0,0,0,0,0,2,0,87,0,1,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0,16,0,7,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,153,6,0,1,0,0,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,12,0,496,3.72932330827068,97685
10.1007_s11109-012-9213-1,Motivated reasoning and political parties: evidence for increased processing in the face of party cues,Political Behavior,0,0,0,0,0,0,2,22,1,4,0,0,11,0,0,11,0,35,0,0,0,3,1,1,0,0,1,0,0,0,22,0,0,0,0,0,1,0,0,0,1,0,0,64,0,0,0,0,0,2,0,22,0,0,1,0,12,0,0,0,0,4,0,1,0,0,0,1,0,29,0,0,0,0,0,1,0,0,0,2,0,0,0,2,86,0,3,0,0,0,0,0,49,1,0,0,6,0,0,0,0,0,1,0,0,3,0,0,96,8,0,1,0,0,8,1,0,2,8,2,2,0,0,1,0,0,4,0,0,0,2,0,0,13,0,541,4.06766917293233,80490
10.1177_1065912915608947,Violent rhetoric in protracted group conflicts,Political Research Quarterly,0,0,0,4,1,0,2,14,1,4,0,0,9,2,0,6,0,18,0,2,0,2,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,21,5,0,0,0,0,3,0,62,0,3,1,10,0,0,0,0,0,53,4,4,0,0,0,0,0,11,0,0,1,0,0,6,0,0,0,2,1,0,0,0,28,1,11,3,0,0,2,1,2,0,5,0,4,1,2,1,0,0,2,0,0,8,0,0,107,10,0,1,3,1,2,5,0,1,7,3,0,0,2,0,0,0,1,0,0,0,0,0,0,20,0,480,3.60902255639098,65934
10.1111_ajps.12164,Explaining explanations: how legislators explain their policy positions and how citizens react,American Journal of Political Science,0,1,0,0,0,0,0,30,6,1,0,0,9,0,0,16,0,11,1,3,0,13,3,3,0,0,1,14,3,0,1,0,0,0,0,0,0,0,0,0,7,0,0,26,2,8,0,0,0,5,0,51,0,9,5,9,5,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,1,168,4,13,3,0,1,2,0,35,0,4,0,8,0,2,14,0,0,2,0,1,5,0,0,165,30,0,6,2,2,9,3,1,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,84,0,749,5.63157894736842,100049
10.1017_s0007123419000279,Reconsidering tolerance: insights from political theory and three experiments,British Journal of Political Science,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,5,0,8,0,1,0,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,5,2,0,0,0,0,1,38,0,4,2,0,68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,63,4,8,2,0,1,2,0,28,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,45,8,0,2,1,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,373,2.80451127819549,74209
10.1111_padm.12347,Translating policy transparency into policy understanding and policy support: evidence from a survey experiment,Public Administration,0,0,0,5,0,0,0,27,0,5,0,0,6,0,2,8,0,24,0,0,0,5,3,3,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,30,0,4,10,8,8,2,0,0,0,17,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,2,35,0,10,0,0,0,2,0,16,0,7,0,3,1,0,3,0,0,5,1,0,6,1,0,42,7,1,1,2,0,3,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,32,1,363,2.72932330827068,63780
10.1111_jopp.12065,"Liquid democracy: potentials, problems, and perspectives",Journal of Political Philosophy,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,135,1.01503759398496,68398
10.1093_publius_pjaa024,Staying in place: federalism and the political economy of place attachment,Publius: The Journal of Federalism,1,0,0,3,1,0,0,1,0,4,2,7,1,0,0,9,0,7,0,0,0,6,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,5,9,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,88,9,0,0,0,0,3,6,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,298,2.2406015037594,63316
10.1007_s12116-019-09292-3,Advocacy in action: china's grassroots ngos as catalysts for policy innovation,Studies in Comparative International Development,0,0,0,1,0,0,0,7,1,0,0,1,8,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,32,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,122,0.917293233082707,71863
10.1111_isqu.12201,Believing this and alieving that: theorizing affect and intuitions in international politics,International Studies Quarterly,0,0,0,6,0,0,0,9,0,0,0,0,2,0,1,4,0,7,0,0,0,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,13,0,2,0,0,0,17,0,0,0,4,0,0,0,1,1,2,0,0,3,0,0,70,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,228,1.71428571428571,104698
10.1017_s0003055415000192,Notes from the {Editors,American Political Science Review,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,4,0,0,0,0,2,1,0,0,1,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,29,0,0,2,0,0,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,111,0.834586466165414,36522
10.1017_s1537592719001300,Response to james fishkin's review of politics with the people: building a directly representative democracy,Perspectives on Politics,0,0,0,1,0,0,0,4,0,0,0,0,3,0,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,4,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,133,1,29777
10.1017_s1752971919000216,Backlash against human rights shaming: emotions in groups,International Theory,0,0,0,2,0,0,0,8,0,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,9,0,6,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,91,0.68421052631579,91685
10.1111_pops.2014.35.issue-3,"",Political Psychology,0,0,0,3,1,0,8,8,2,11,0,0,12,0,0,4,0,96,0,2,0,9,0,0,0,2,0,3,0,0,13,0,0,2,0,0,2,0,0,0,108,0,0,16,0,0,0,0,0,1,0,6,0,2,0,18,0,0,0,0,0,10,0,10,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,9,0,0,3,4,32,0,6,3,2,0,0,0,126,2,1,0,21,0,1,0,0,0,2,0,0,0,0,0,9,18,0,1,0,0,0,3,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,64,0,601,4.5187969924812,93858
10.1177_0263395719880707,The shifting status of failure and possibility: resilience and the 'shift' in partnership-organized prevention in sweden,Politics,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,128,0.962406015037594,56255
10.1093_cjip_poz016,"Geopolitics, nationalism, and foreign direct investment: perceptions of the china threat and american public attitudes toward chinese fdi",The Chinese Journal of International Politics,0,1,0,15,0,0,1,1,0,0,0,0,27,0,5,4,0,24,0,0,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,0,29,0,6,4,4,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,66,4,11,1,0,0,3,0,2,0,8,0,1,0,21,12,0,0,0,2,0,2,0,0,43,4,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,333,2.50375939849624,74581
10.1111_padm.12635,"American bonds: how credit markets shaped a nationsarah l.quinnprinceton university press, 2019, 312 pp., £30.00 (hb), isbn: 9780691156750",Public Administration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0.075187969924812,8607
10.1111_rego.2011.5.issue-1,"",Regulation \& Governance,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,123,0.924812030075188,44987
10.1017_s1049096511001387,The role of culture in public goods and other experiments,PS: Political Science \& Politics,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,11,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,21,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45,1,123,0.924812030075188,34811
10.1016_j.jjie.2011.07.002,A politically feasible social security reform with a two-tier structure,Journal of the Japanese and International Economies,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,3,0,1,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,273,2.05263157894737,83634
