file_in,title,context,doi
10.1111_1467-9248.12076,Blame and punishment? The electoral politics of extreme austerity in greece," more details, including the question wording and replication data set, can be found on the project’s website at: http://www.austeritypolitics.net 1 the 2010 local and regional elections were held on 7 november (first round) and 14 november (second round). separate ballots were used to elect representatives for 325 m",10.1111/1467-9248.12076
10.1111_1475-6765.12060,"Domestic adjustment costs, interdependence and dissent in the council of the european union","- ness (project cso2012-35554) for this research. replication materials are available at the corresponding author’s website: www.robertthomson.info. 706 javier arregui & robert thomson © 2014 european consortium for political research notes 1. interview, brussels, july 2006. 2. høyland and wøien hansen (2014) include the 46 pr",10.1111/1475-6765.12060
10.1111_1475-6765.12091,The international diffusion of electoral systems: the spread of mechanisms tempering proportional representation across europe,"dential country in our sample. 9. the dataset and replication material are available on the first author’s website (www.damienbol.eu). 10. we would like to thank the referees of the european journal of political research for challenging us on this point, which encouraged us to add these extra levels of analysis. 11. t",10.1111/1475-6765.12091
10.1111_1475-6765.12121,"The psychological roots of populist voting: evidence from the united states, the netherlands and germany","second world war’, the economist, 4 january 2014. replication materials are stored online at: www.bertbakker.com 2. the tea party is a faction within a political party. 3. this congruency should also express itself in individuals seeing the party’s leader as similar in terms of personality traits",10.1111/1475-6765.12121
10.1111_1475-6765.12138,Catalysts and barriers: explaining electoral reform in western europe,strengthened the article. an online appendix with replication data is available at: www. electoralsystemchanges.eu/ notes 1. the section on methods (below) details which electoral reforms we include and which ones we do not. 2. here we refer both to those countries that have constitutio,10.1111/1475-6765.12138
10.1111_1475-6765.12189,Getting away with foul play? The importance of formal and informal oversight institutions for electoral integrity,"d-development-indicators 24. the full dataset and replication files are available on the authors’ website: https://socialsciences. arts.unsw.edu.au/about-us/people/carolien-van-ham/ 25. for five of the 156 countries in our sample, data on de jure emb independence is missing (burma/myanmar, kosovo, libya, somal",10.1111/1475-6765.12189
10.1111_1475-6765.12320,Party survival in parliament: explaining party durability in lower-house parliaments,rs are the author’s sole responsibility. data and replication files are available online at: www.roizur.com/data-and-replication-files.html online appendix additional supporting information may be found online in the online appendix at the end of the article: figure a1: kaplan-meier survival est,10.1111/1475-6765.12320
10.1111_1758-5899.12407,Support for ethical consumerism and welfare states in the global economy: complements or substitutes?,"vernance, 6 (4), pp. 369– 385. mosley, l. (2011) ‘replication data for: collective labor rights dataset’ [online]. available from: http://hdl.handle.net/1902.1/15590unf:5: zyuzjv8s/f+/xzf0gmg4pw==laynamosleyv1 [accessed october 2015]. no€ el, a. and th erien, j. (2002) ‘public opinion and global justice’, comparative political studi",10.1111/1758-5899.12407
10.1111_ajps.12003,Actor fragmentation and civil war bargaining: how internal divisions generate civil conflict," of the american political science association. 1 replication data can be found at http://dvn.iq.harvard.edu/dvn/dv/kcunningham. 2 based on the uppsala armed conflict dataset (gleditsch et al. 2002). see themnér and wallensteen (2011) on recent trends in war. 3 as a percent of wars, se",10.1111/ajps.12003
10.1111_ajps.12028,Autocracies and terrorism: conditioning effects of authoritarian regime type on terrorist attacks,"earch fellowship, grant no. dge-0750756. data and replication files are available at http://dvn.iq.harvard.edu/dvn/dv/ajps and from the authors. 1 the term “autocracy” refers to a system of government in which political power over the activities of the state is highly concentrated and not",10.1111/ajps.12028
10.1111_ajps.12037,The influence of major life events on economic attitudes in a world of gene-environment interplay," thoughtful discussions, and insightful comments. replication data for this article are available at http://dvn.iq.harvard.edu/dvn/dv/phatemi. interact, and person-specific events may alter the sources of individual differences within a subset of the population (boardman 2011; boardman et al. 2011; board",10.1111/ajps.12037
10.1111_ajps.12038,The strategic nature of compliance: an empirical evaluation of law implementation in the central monitoring system of the european union,"o the ajps editors and three anonymous reviewers. replication data can be found at http://dvn.iq.harvard .edu/dvn/dv/ajps as well as at http://www.sowi.uni-mannheim.de/lspol2/englisch/08downloads01.html. 1 even in restrictive standing systems as with the world trade organization (wto), ",10.1111/ajps.12038
10.1111_ajps.12039,Antigovernment networks in civil conflicts: how network structures affect conflictual behavior," the study of civil war, prio, oslo. all data and replication files can be found at http://dvn.iq.harvard.edu/dvn/dv/mward as well as at http://dvn.iq.harvard.edu/dvn/dv/ajps. emphasizing the interactive nature of civil conflicts. the idea of an antigovernment network not only has intu- ",10.1111/ajps.12039
10.1111_ajps.12043,Does decentralization improve perceptions of accountability? Attitudinal evidence from colombia,"omis- sions are nonetheless our own. all data and replication files can be found at http://dvn.iq.harvard.edu/dvn/faces/study/studypage.xhtml? globalid=hdl:1902.1/21236&versionnumber=1. twin goals of accountability and efficiency (rondinelli 1989). decentralization could, consequently, b",10.1111/ajps.12043
10.1111_ajps.12045,Group segregation and urban violence,"l sciences at the hebrew university of jerusalem. replication data can be found at http://dvn.iq.harvard.edu/dvn/dv/ajps, and the supporting information is posted on the ajps website. conflict, nominal rivals are best kept apart. in belfast during the 1970s, residential, social, and edu",10.1111/ajps.12045
10.1111_ajps.12051,Placing racial stereotypes in context: social desirability and the politics of racial hostility,"bag series for providing comments on the article. replication materials may be found at http://dvn.iq.harvard.edu/dvn/faces/study/studypage.xhtml?globalid= hdl:1902.1/21431&versionnumber=1. 1979; for a review, see huddy and feldman 2009; sears et al. 2000). looking past this dispute, we beli",10.1111/ajps.12051
10.1111_ajps.12055,"Responding to war on capitol hill: battlefield casualties, congressional response, and public support for the war in iraq",".harvard.edu/dvn/dv/ajps). an online appendix and replication materials are also available at http://hdl.handle.net/1902.1/21452. public sphere (carter and scott 2009; fowler n.d.; john- son 2006; mayhew 2000). congressional support affords valuable political cover, while prominent congressional c",10.1111/ajps.12055
10.1111_ajps.12069,"The semiconstrained court: public opinion, the separation of powers, and the u.s. Supreme court's fear of nonimplementation","and patrick wohlfarth for their helpful comments. replication data are available at http://hdl.handle.net/1902.1/22018. forts,thejusticesinsistedtheywereimpervioustoexternal pressure. when asked about the health care case, justice thomas dismissed the possibility of outside influence: “y",10.1111/ajps.12069
10.1111_ajps.12080,Making it personal: regime type and nuclear proliferation,"texas triangle conference at ut austin, 2012. all replication materials are available at http://dvn.iq.harvard.edu/dvn/dv/ajps. 1 although, as we note below, sagan critiques this consensus (miller and sagan 2011; sagan 2011). rity, it is surprising that scholars have discovered at best neglig",10.1111/ajps.12080
10.1111_ajps.12081,Separating the shirkers from the workers? Making sure respondents pay attention on self-administered surveys,"he mit political experiments research lab (perl). replication data for this study will be made available at http://thedata.harvard.edu/dvn/dv/ajps. 1 as of july 2013, we found 40 published or forthcoming articles that employ screener questions since 2006. details about these studies are available in table s1 of",10.1111/ajps.12081
10.1111_ajps.12090,"Ministerial responsiveness in westminster systems: institutional choices and house of commons debate, 1832-1915"," great deal, and we thank them for their efforts. replication data and code for this article can be found at http://thedata.harvard.edu/dvn/dv/aspirling. 1 questions in parliament are, of course, of quite general interest in political science; see jensen, proksch, and slapin (2013) for a recent overview of this ",10.1111/ajps.12090
10.1111_ajps.12135,"Income, democracy, and leader turnover","ters and sciences for support. the data and other replication materials for this article are posted at http://thedata.harvard.edu/dvn/faces/study/studypage.xhtml?tab=files&vdcid=1410&studyid=92586&versionnumber=1. an appendix containing various technical materials, robustness checks, extensions, and data n",10.1111/ajps.12135
10.1111_ajps.12140,Responsibility attribution for collective decision makers,"ies, and the texas a&m political science seminar. replication data and files are available at http://www.raymondduch.com/replications. of collective decisions reached by a vote among the deci- sion makers. these situations can have formally defined features of decision making, which is the case fo",10.1111/ajps.12140
10.1111_ajps.12159,Social protest and policy attitudes: the case of the 2006 immigrant rallies,"nymous reviewers, matt barreto, and leonie huddy. replication files are available at http://rpbranton.wordpress.com/research/. 1 amenta et al. (2010) identify protest activity as one component of political social movements. activities and outcomes as a measure of the consequences, those s",10.1111/ajps.12159
10.1111_ajps.12167,The achilles heel of plurality systems: geography and representation in multiparty democracies,"treet, stanford, ca 94305 (jrodden@stanford.edu). replication data and code are available at http://www.gvpt.umd.edu/calvo/data.htm. the authors wish to thank jim adams, bernie grofman, and alberto penadés for helpful comments, and the university of maryland, the institute for research in the so",10.1111/ajps.12167
10.1111_ajps.12184,Performance federalism and local democracy: theory and evidence from school tax referenda,"phabetical order, reflecting equal contributions. replication data for this study are available at http://glennschool.osu.edu/educational-governance/. 1 two notable exceptions are research by boyne et al. (2009) and james and john (2007). bertelli and john (2010) consider the multilevel politics of per",10.1111/ajps.12184
10.1111_ajps.12272,The balance-sample size frontier in matching methods for causal inference,"tefano m., gary king, and giuseppe porro. 2011b. “replication data for causal inference without balance checking: coarsened exact matching.” http://hdl.handle. net/1902.1/15601. murray research archive [distributor], v1 [version]. imai, kosuke, gary king, and elizabeth stuart. 2008. “mis- understandings among experimentalists and observation- ",10.1111/ajps.12272
10.1111_fpa.12043,The international community's reaction to coups,"ournal editor at fpa for their valuable comments. replication data and appendices are available at: http://www.uky.edu/~clthyn2/research.htm shannon, megan, et al. (2015) the international community’s reaction to coups. foreign policy analysis, doi: 10.1111/fpa. 12043 © 2014 international studies associ",10.1111/fpa.12043
10.1111_fpa.12046,"Coup d'�tat or coup d'autocracy? How coups impact democratization, 1950-2008","ournal editor at fpa for their valuable comments. replication data and ap- pendices are available at http://www.uky.edu/~clthyn2/research.htm and http://www.jonathanmpowell.com/ research.html. thyne, clayton l. and jonathan m. powell. (2016) coup d’état or coup d’autocracy? how coups impact democratizat",10.1111/fpa.12046
10.1111_fpa.12087,"Terrorism, counterterrorism aid, and foreign direct investment1","ditor for their helpful comments and suggestions. replication data and the supplementary appendix are available at http://chiayilee.weebly.com/research.html lee, chia-yi. (2017) terrorism, counterterrorism aid, and foreign direct investment. foreign policy analysis, doi: 10.1111/fpa.12087 v c 2015 international studie",10.1111/fpa.12087
10.1111_gove.12392,Inheritance regimes: medieval family structures and current institutional quality,"for picardy; and åland the score for itä-suomi. 7 replication data are available at https://pol.gu.se/english/about-us/staff?languageid=100001&userid=xkokan references acemoglu, d., johnson, s., & robinson, j. a. (2001). the colonial origins of comparative development: an empirical inves",10.1111/gove.12392
10.1111_gove.12436,Competition and service quality: evidence from swedish residential care homes,"nnings for excellent language editing. endnotes 1 replication data are available at https://gu.se/english/about_the_university/staff/?languageid=100001&userid= xbromr. 2 facilities providing only short-term care (a category present in the 2013 and 2014 facility surveys, but excluded in s",10.1111/gove.12436
10.1111_gove.12464,The politics of social assistance in south africa: how protests and electoral politics shape the child support grant,he sasas survey data. data availability statement replication files are available at https://www.dropbox.com/sh/yzfdex6pky68ete/aaab9yznm mvq-hug1px_jxa6a?dl=0. orcid erdem yörük https://orcid.org/0000-0002-4882-0812 alper şükrü gençer https://orcid.org/0000-0002-8487-0323 references ade,10.1111/gove.12464
10.1111_gove.12543,Elite bargains and policy priorities in authoritarian regimes: agenda setting in china under xi jinping and hu jintao,"pendix reports additional tests. the appendix and replication files are available at https://ppa.hku.hk/f/kwachan. 6 | conclusion in this article, we show how policy priorities in autocracies are organized is contingent on the autocrat's bargains with the political elite. steward leaders ",10.1111/gove.12543
10.1111_insp.12025,"Gender gap or gender bias in peace research? Publication patterns and citation rates forjournal of peace research, 1983-2008","gues at prio assisted with the gender coding. our replication data have been posted at www.prio.no/data. østby, gudrun et al. (2013) gender gap or gender bias in peace research? publication patterns and citation rates for journal of peace research, 1983–2008. international studies perspect",10.1111/insp.12025
10.1111_isqu.12022,Information politics versus organizational incentives: when are amnesty international's ''naming and shaming'' reports biased?1,"ndrix, and wendy wong for their helpful comments. replication files are available at http://myweb.fsu.edu/dwh06c, and at url for isq site 2 on ingos as strategic actors, see hudock (1999:20–21), cooley and ron (2002:5–6,36), murdie (2009b), hyde (2010). on interactions between ingos and d",10.1111/isqu.12022
10.1111_isqu.12027,Has the new aid for trade agenda been export effective? Evidence on the impact of us aft allocations 1999-20081,"oonhawk kim, thomas plümper, and matt winters. a replication data set and our on-line appendix can be found at http://spot.colorado.edu/~dabe1889/data.html.  2011 international studies association. 2 youri aramin kemp. (july 6, 2009) measuring aid for trade. available at: http://globalviewtoday.blogspot.com/2009/",10.1111/isqu.12027
10.1111_isqu.12031,"Fit and feasible: why democratizing states form, not join, international organizations1","rors are the responsibility of the authors alone. replication materials and supplemental analysis packet are available at http://www.paulpoast.com. 2 baltic times on may 16, 2002. quoted in kelley (2004:442). poast, paul and johannes urpelainen. (2013) fit and feasible: why democratizing states form, not join, international ",10.1111/isqu.12031
10.1111_isqu.12047,"Dependent diplomacy: signaling, strategy, and prestige in the diplomatic network","ewers and the isq editors for helpful com- ments. replication materials and an online appendix are available at http:// dvn.iq.harvard.edu/dvn/dv/bkinne. 2 i use “diplomatic recognition” to refer strictly to the establishment of formal diplomatic relations from a “sender” to a “receiver” state, in the form of a cha",10.1111/isqu.12047
10.1111_isqu.12048,Political trade dependence and north-south trade agreements,our model. 22 these tests are available using our replication data set and code that can be downloaded at http://www.markmanger.net. results are shown in the web appendix. mark s. manger and kenneth c. shadlen 87 downloaded from https://academic.oup.com/isq/article/58/1/79/1837526 by library - hancock user on,10.1111/isqu.12048
10.1111_isqu.12049,Rewarding human rights? Selective aid sanctions against repressive states," science foundation graduate research fellowship. replication materials and a sup- porting information appendix are available online at http://dvn.iq.harvard. edu/dvn/dv/rnielsen and http://www.isanet.org/pubs/data-archive.html/. nielsen, richard a.(2013) rewarding human rights? selective aid sanctions against repressive states. internati",10.1111/isqu.12049
10.1111_isqu.12054,Flexible election timing and international conflict,"nd, and scott wolford for their helpful comments. replication materials, as well as the online appendix, are available at www.missouri.edu/~williamslaro/. williams, laron k. (2013) flexible election timing and international conflict. international studies quarterly, doi: 10.1111/isqu.12054 © 2013 international studies assoc",10.1111/isqu.12054
10.1111_isqu.12056,"Integrating equality: globalization, women's rights, and human trafficking","t correspondence to seo-young cho at scho@diw.de. replication data is available at the isq data archive web site at http://www.isanet.org/data_archive/ 2 sweeney (2006, 2007) also investigates the effects of fdi, trade open- ness, and commitments to cedaw on the spread of women’s rights attain- ment. cho, seo-young. (2",10.1111/isqu.12056
10.1111_isqu.12063,"Impact of imf programs on perceived creditworthiness of emerging market countries: is there a """"nixon-goes-to-china"""" effect?","nia institute on global conflict and cooperation. replication materials and web appendices of this article can be found at http://ihome.ust.hk/~socho. cho, hye jee. (2014) impact of imf programs on perceived creditworthiness of emerging market countries: is there a “nixon-goes-to-china” effect? international studies quarterly",10.1111/isqu.12063
10.1111_isqu.12073,Terrorist group cooperation and longevity,"lp with data collection. all errors are mine. for replication data, see http://sites. google.com/site/brianjphillips/ 2 both research questions are worth studying. this is analogous to research on other phenomena (for example, military alliances or civil wars), which studies ",10.1111/isqu.12073
10.1111_isqu.12076,Reforming international institutions: the domestic origins and conditional logic of governmental reform preferences,"nt hpse-ct-2002-00117 is gratefully acknowledged. replication data and instruc- tions can be downloaded at http://www.isanet.org/pubs/data-archive.html/. finke, daniel. (2013) reforming international institutions: the domestic origins and conditional logic of governmental reform preferences. international stud",10.1111/isqu.12076
10.1111_isqu.12078,Portraying the global: cross-national trends in textbooks' portrayal of globalization and global citizenship," a grant from the spencer foundation (200600003). replication data and appendices are available at: http://www.elizabethbuckner.com/data. buckner, elizabeth and susan g. russell. (2013) portraying the global: cross-national trends in textbooks’ portrayal of globalization and global citizenship. internat",10.1111/isqu.12078
10.1111_isqu.12087,Foreign targets and diversionary conflict,"ri- can political science association in seattle. replication materials for this arti- cle are available at http://dvn.iq.harvard.edu/dvn/dv/scjung. 2 for an extensive review on the literature of causes of interstate war, see levy and thompson 2010. 3 for the examples of “diversionary” conflict, see the sino-ja",10.1111/isqu.12087
10.1111_isqu.12092,"Martial law? Military experience, international law, and support for torture","ce, the isq editors, and two anonymous reviewers. replication materials are available at http:// dvn.iq.harvard.edu/dvn/dv/gprwallace. any errors remain my own. 2 for a full transcript of the relevant debate from may 15, 2007, see http://www.nytimes.com/2007/05/15/us/politics/16repubs-text.ht",10.1111/isqu.12092
10.1111_isqu.12102,Exploring the final frontier: an empirical analysis of global civil space proliferation,"d robert spice for their research assistance. the replication data and supplementary appendices for this manuscript are available at https://sites.google.com/site/bryanrearly/. early, bryan r. (2014) exploring the final frontier: an empirical analysis of global civil space proliferation. international studies quarterly, doi: 10.1111/is",10.1111/isqu.12102
10.1111_isqu.12106,"Pass the bucks: credit, blame, and the global competition for investment","ernment, and public policy for financial support. replication data for this project can be found at http:// pages.wustl.edu/nathanjensen/replication-data. 2 icaincentives.com 2010–2012. jensen, nathan m. et al. (2014) pass the bucks: credit, blame, and the global competition for investment. internationa",10.1111/isqu.12106
10.1111_isqu.12130,"Rebels at the gates: civil war battle locations, movement, and openings for diplomacy","tner, jesse hamner, dennis jett, and david mason. replication data can be found at http://michaelgreig.wordpress.com/ research/. greig, michael j. (2015) rebels at the gates: civil war battle locations, movement, and openings for diplomacy. international studies quarterly, doi: 10.1111/",10.1111/isqu.12130
10.1111_isqu.12143,"Reconsidering regime type and growth: lies, dictatorships, and statistics"," and helpful comments. all errors remain our own. replication data and sup- porting material are available at http://www.facstaff.bucknell.edu/cmagee/. magee christopher s. p. and john a. doces. (2015) reconsidering regime type and growth: lies, dictatorships, and statistics. international studies quarterly, doi:",10.1111/isqu.12143
10.1111_isqu.12156,When will left-wing governments introduce liberal migration policies? An implication of power resources theory, right-wing parties in industrialized countries. *replication files are available at http://web.utk.edu/~polisci/faculty/ han.php. 1 liberal (restrictive) migration policies refer to expansive (exclusive) migration policies that induce (prevent) the admission of new migrants. lib- eral (r,10.1111/isqu.12156
10.1111_isqu.12157,Dominant forms of conflict in changing political systems," by the european research council (geopv 283755). replication data and stata codes are available online at http://www.acleddata.com/research-and- publications. choi, hyun jin and clionadh raleigh. (2015) dominant forms of conflict in changing political systems. international studies quarterly, doi: 10.1111/isq",10.1111/isqu.12157
10.1111_isqu.12166,Public authority and private rules: how domestic regulatory institutions shape the adoption of global private regimes," management. *author’s notes: online appendix and replication data are available at www. danielberliner.com and at the international studies quarterly data archive. the authors wish to thank tim b€ uthe, brad epperly, carolina johnson, sijeong lim, jennifer noveck, kristan seibel, the a",10.1111/isqu.12166
10.1111_isqu.12172,Choosing the best house in a bad neighborhood: location strategies of human rights ingos in the non-western world,"etically and contributed equally to this project. replication materials can be accessed through the isq website or www.m-flynn.com/research.html. barry, colin m. et al. (2015) choosing the best house in a bad neighborhood: location strategies of human rights ingos in the non-western world. international studies quart",10.1111/isqu.12172
10.1111_isqu.12174,Power and civil war termination bargaining," for helpful com- ments. all errors are mine. for replication data, see https://sites.google.com/ site/sunheepark239/. park s. (2015) power and civil war termination bargaining. international studies quarterly, doi: 10.1111/isqu.12174 © 2014 international studies association ",10.1111/isqu.12174
10.1111_isqu.12194,Bondholders vs. Direct investors? Competing responses to expropriation,"riation event as the marker of expropriation (see replication files). 758 bondholders vs. direct investors downloaded from https://academic.oup.com/isq/article/59/4/750/1795764 by australian national university user on 28 july 2021 thus, we see penalties in bond markets when a property rights violation is signaled twice-over—",10.1111/isqu.12194
10.1111_isqu.12206,Babies across borders: the political economy of international child adoption,"putation on the university of virginia’s cluster. replication materials are available at http://thedata.harvard.edu/dvn/dv/sliao. a web application to visualize dya- dic international adoptions is available at https://stevenliao.shinyapps.io/ vis_adoption/. efrat, asif et al. (2015) babies ac",10.1111/isqu.12206
10.1111_j.1467-9248.2011.00916.x,"Who gets what in british politics � and how? An analysis of media reports on lobbying around government policies, 2001�7"," complete list of search terms used, as well as a replication data set and other supporting material, is available at http:// www.pbernhagen.de/influence.htm 7 while the initial policy search included the belfast telegraph and the irish news, too few cases from northern ireland cropped up to justify inclusion in the samp",10.1111/j.1467-9248.2011.00916.x
10.1111_j.1467-9248.2012.00964.x,Explaining policy ties in presidential congresses: a network analysis of bill initiation data,"the frequency of ties). 20 alternative models and replication material are available from: http://www.bsos.umd.edu/gvpt/calvo/ 21 the interpretation of the coefficient is in terms of log-odds. so, for example, the log-odds of a tie between two chilean legislators who do not share any traits (an",10.1111/j.1467-9248.2012.00964.x
10.1111_j.1468-2478.2009.00578.x,Intergovernmental organizations (igos) and interstate conflict: parsing out igo effects for alternative dimensions of conflict in postcommunist space,"for their insightful comments on previous drafts. replication data and command files are available on the authors’ web site (http://www.u.arizona.edu/~elfauset/research.php).  2010 international studies association international studies quarterly (2010) 54, 79–101 downloaded from https://academic.oup.com/isq/article/54/1/79/17",10.1111/j.1468-2478.2009.00578.x
10.1111_j.1468-2478.2009.00582.x,Political institutions and foreign debt in the developing world,"engthen the argument and analysis presented here. replication materials are available at http://www.unc.edu/~toatley.  2010 international studies association international studies quarterly (2010) 54, 175–195 downloaded from https://academic.oup.com/isq/article/54/1/175/1791429 by library (h",10.1111/j.1468-2478.2009.00582.x
10.1111_j.1468-2478.2010.00621.x,Explaining the deterrence effect of human rights prosecutions for transitional countries1,on to use our joint data set for this analy- sis. replication data are available from http://www.tc.umn.edu/~kimx0759/ or http://www.polisci.umn.edu/ people/profile.php?uid=sikkink. 2 rudolph rummel (1994) estimates that the death toll from governmental mass murder of civilians was more th,10.1111/j.1468-2478.2010.00621.x
10.1111_j.1468-2478.2010.00625.x,"Shared space: ethnic groups, state accommodation, and localized conflict1",national studies association annual meeting 2008. replication data are available from http://dvn.iq. harvard.edu/dvn/dv/nilsw/. 2 fearon (2003) lists 822 ethnic groups in 160 countries. 3 ‘‘local’’ refers to the largest administrative region below the national level. doi: 10.1111/j.1468-24,10.1111/j.1468-2478.2010.00625.x
10.1111_j.1468-2478.2010.00643.x,Foreign policy beliefs in contemporary britain: structure and relevance1,to present the paper at the isa meeting. data and replication materials are available at jason reifler’s website: http://www.jasonreifler.com/main/files/policy_beliefs_in_contemporary_britain_structure_and_relevance_ replication_files.zip. doi: 10.1111/j.1468-2478.2010.00643.x  2011 international studies association,10.1111/j.1468-2478.2010.00643.x
10.1111_j.1468-2478.2011.00646.x,"Unexpected bedfellows: the gatt, the wto and some democratic rights1","e empirical tests were conducted using stata 9.2. replication data and do files for tables 3–6 are available at http://www. isanet.org/data_archive/. doi: 10.1111/j.1468-2478.2011.00646.x  2011 international studies association international studies quarterly (2011) 55, 379–408 downloaded from https://academic.oup",10.1111/j.1468-2478.2011.00646.x
10.1111_j.1468-2478.2011.00654.x,The dark side of the future: an experimental test of commitment problems in bargaining1,"hris crabbe for help with multistage programming. replication data available at http://hdl.handle.net/1902.1/14820. doi: 10.1111/j.1468-2478.2011.00654.x  2011 international studies association international studies quarterly (2011) 55, 521–544 downloaded from https://academic.oup.c",10.1111/j.1468-2478.2011.00654.x
10.1111_j.1468-2478.2011.00671.x,Scarcity and cooperation along international rivers: an empirical assessment of bilateral treaties1,"scarcity and cooperation. data and appendix stata replication data, the do-file, and appendix are available at http://www. isanet.org/pubs/data-archive.html/. references alam, undala. (2002) questioning the water wars rationale: a case study of the indus waters. geographical journal 168: 341–353. allan, anthony. (",10.1111/j.1468-2478.2011.00671.x
10.1111_j.1468-2478.2011.00673.x,Fragmented governance of international rivers: negotiating bilateral versus multilateral treaties1,"n thies, and jaroslav tir for help- ful comments. replication data can be found online at http://www.saramitchell.org/research.html. doi: 10.1111/j.1468-2478.2011.00673.x  2011 international studies association international studies quarterly (2011) 55, 835–858 downloaded from https://academi",10.1111/j.1468-2478.2011.00673.x
10.1111_j.1468-2478.2011.00674.x,Re-evaluating capitalist and democratic peace models1,"arison between the findings on onset. 3 gartzke’s replication data file is available at http://dss.ucsd.edu/~egartzke/. 4 beck, katz, and tucker’s (1998:1269) warning is that ‘‘the costs of incorrectly imposing duration dependence are, at a minimum, inefficiency and incorrect standard errors",10.1111/j.1468-2478.2011.00674.x
10.1111_j.1468-2478.2011.00679.x,Domestic institutions and wartime casualties1,"annual meeting. all errors are the authors alone. replication data are available at http://www. michaelchorowitz.com/data/. 2 this could also theoretically be true of mercenaries. horowitz, michael c., erin m. simpson, and allan c. stam. (2011) domestic institutions and wartime casualtie",10.1111/j.1468-2478.2011.00679.x
10.1111_j.1468-2478.2011.00696.x,"Following the flag or following the charter? Examining the determinants of un involvement in international crises, 1945-20021"," the peace science society in columbia, sc, 2007. replication data can be downloaded at http://www.isanet.org/data_archive/. 2 see mearsheimer (1994–1995) and waltz (2000) for classic state- ments of this view. 3 among others, see keohane (1989, 1993), keohane and martin (1995), barnett and ",10.1111/j.1468-2478.2011.00696.x
10.1111_j.1468-2478.2011.00711.x,"Reliability, reputation, and alliance formation1","or their helpful comments and for making data and replication files available. data and replication files for the analysis in this article can be found at http:// www.unc.edu/~crescenz/data/ckkwisq12.zip. 2 indeed, the alliance environment was quite malleable at the turn of the century. various alliance arrangements were floated among british deci- sion mak",10.1111/j.1468-2478.2011.00711.x
10.1111_j.1468-2478.2011.00715.x,Folk realism: testing the microfoundations of realism in ordinary citizens1,"iences and humanities research council of canada. replication data and appendices are available online at http://polisci.osu.edu/grads/kertzer.1/. kertzer, joshua d. and kathleen m. mcgraw. (2012) folk realism: testing the microfoundations of realism in ordinary citizens. international studies quarterly, doi:",10.1111/j.1468-2478.2011.00715.x
10.1111_j.1468-2478.2012.00722.x,Does foreign investment really reduce repression?1,"ly took a pessimistic view of the relationship. 1 replication data for this paper are downloadable at http:// www.acsu.buffalo.edu/~jsorens/. we thank scott cooper, michelle benson, harvey palmer, lucy goodhart, glen biglaiser, nils petter gleditsch, and participants in the university at buffalo departmen",10.1111/j.1468-2478.2012.00722.x
10.1111_j.1468-2478.2012.00725.x,"Inequality, institutions, and the risks to foreign investment1","g of the midwest political science associ- ation. replication materials, including data and a stata do file, are available at https://sites.google.com/a/oakland.edu/mfails/. 2 more generally, timmons (2010) finds no evidence of a general rela- tionship between democracy and lower levels of inequality. 3 treating inequality as a ",10.1111/j.1468-2478.2012.00725.x
10.1111_j.1468-2478.2012.00729.x,Do currency crises cause capital account liberalization?1,"nn for sharing their data. all errors are my own. replication data and code are available from the author at http://courses.cit.cornell.edu/tp253/research.html. pepinsky, thomas b. (2012) do currency crises cause capital account liberalization? international studies quarterly, doi: 10.1111 ⁄ j.1468-2478.2012.007",10.1111/j.1468-2478.2012.00729.x
10.1111_j.1468-2478.2012.00734.x,Capitalist development and civil war1,"esults (blalock 1979:473–474; ray 2003:8–10). for replication pur- poses, all data are available at http://home.ku.edu.tr/ ~mmousseau/. 12 results initial bivariate regressions of ciebinary and war (unre- ported) produced a startling result: there has never been a civil war in a nation with a contract-i",10.1111/j.1468-2478.2012.00734.x
10.1111_j.1468-2478.2012.00754.x,"Tertiarization, industrial adjustment, and the domestic politics of foreign aid1","cellent comments. the web appendix as well as the replication data and do-files are available at http:// www.polsci.org/kleibl/. 2 see, for example, alesina and dollar (2000), neumayer (2003), berthél- emy (2006), claessens, cassimon, and van campenhout (2009), and lundsg- aarde, breunig, and prakas",10.1111/j.1468-2478.2012.00754.x
10.1111_j.1468-2478.2012.00757.x,Competing for scarce foreign capital: spatial dependence in the diffusion of double taxation treaties1,s confirm our findings and are available with the replication data. 651 fabian barthel and eric neumayer downloaded from https://academic.oup.com/isq/article/56/4/645/1826177 by australian national university user on 22 july 2021 date from which a dyad starts accumulating risk (of signing a tax treaty) is taken as 1925 sinc,10.1111/j.1468-2478.2012.00757.x
10.1111_j.1468-2478.2012.00759.x,"Rivalry and state support of non-state armed groups (nags), 1946-20011","sler for their comments on previous drafts. 2 the replication data and a stata do file are available at: http://home. ku.edu.tr/~bakca/. 3 the relationship between strategic rivalry and support of nags (as these variables are defined below) is statistically significant (v2 = 2,800, yule’s q = 0.864; tau-b = ",10.1111/j.1468-2478.2012.00759.x
10.1111_j.1468-2486.2011.01045.x,The effectiveness of international environmental regimes: comparing and contrasting findings from quantitative research1,"the data presented by the authors are provided in replication files at http://www.sv.uio.no/ isv/english/people/aca/stvau1/index.html. breitmeier, helmut, arild underdal, and oran r. young. (2011) the effectiveness of international environmental regimes: comparing and contra",10.1111/j.1468-2486.2011.01045.x
