dataverse_identifier,id,identifier,persistentUrl,authority,publicationDate,storageIdentifier,title,dataset_global_id
isq,3184561,DVN/PLMF84,https://doi.org/10.7910/DVN/PLMF84,10.7910,2018-07-10,s3://10.7910/DVN/PLMF84,,10.7910/DVN/PLMF84
isq,3184564,DVN/RNEDUG,https://doi.org/10.7910/DVN/RNEDUG,10.7910,2018-07-10,s3://10.7910/DVN/RNEDUG,,10.7910/DVN/RNEDUG
isq,3184568,DVN/JRGEMU,https://doi.org/10.7910/DVN/JRGEMU,10.7910,2018-07-10,s3://10.7910/DVN/JRGEMU,,10.7910/DVN/JRGEMU
isq,3184614,DVN/41LVLG,https://doi.org/10.7910/DVN/41LVLG,10.7910,2018-07-10,s3://10.7910/DVN/41LVLG,,10.7910/DVN/41LVLG
isq,3184712,DVN/O7OHWJ,https://doi.org/10.7910/DVN/O7OHWJ,10.7910,2018-07-10,s3://10.7910/DVN/O7OHWJ,,10.7910/DVN/O7OHWJ
isq,3184714,DVN/RESQGA,https://doi.org/10.7910/DVN/RESQGA,10.7910,2018-07-10,s3://10.7910/DVN/RESQGA,,10.7910/DVN/RESQGA
isq,3184738,DVN/WOEWTX,https://doi.org/10.7910/DVN/WOEWTX,10.7910,2018-07-10,s3://10.7910/DVN/WOEWTX,,10.7910/DVN/WOEWTX
isq,3184741,DVN/GAR99G,https://doi.org/10.7910/DVN/GAR99G,10.7910,2018-07-10,s3://10.7910/DVN/GAR99G,,10.7910/DVN/GAR99G
isq,3184912,DVN/JV8QRH,https://doi.org/10.7910/DVN/JV8QRH,10.7910,2018-07-11,s3://10.7910/DVN/JV8QRH,,10.7910/DVN/JV8QRH
isq,3184916,DVN/FGUCEF,https://doi.org/10.7910/DVN/FGUCEF,10.7910,2018-07-11,s3://10.7910/DVN/FGUCEF,,10.7910/DVN/FGUCEF
isq,3184920,DVN/N2GGZ1,https://doi.org/10.7910/DVN/N2GGZ1,10.7910,2018-07-11,s3://10.7910/DVN/N2GGZ1,,10.7910/DVN/N2GGZ1
isq,3184923,DVN/IM4UE3,https://doi.org/10.7910/DVN/IM4UE3,10.7910,2018-07-11,s3://10.7910/DVN/IM4UE3,,10.7910/DVN/IM4UE3
isq,3184932,DVN/D069OK,https://doi.org/10.7910/DVN/D069OK,10.7910,2018-07-11,s3://10.7910/DVN/D069OK,,10.7910/DVN/D069OK
isq,3185154,DVN/4QKMAM,https://doi.org/10.7910/DVN/4QKMAM,10.7910,2018-07-13,s3://10.7910/DVN/4QKMAM,,10.7910/DVN/4QKMAM
isq,3185166,DVN/ZXSSVW,https://doi.org/10.7910/DVN/ZXSSVW,10.7910,2018-07-13,s3://10.7910/DVN/ZXSSVW,,10.7910/DVN/ZXSSVW
isq,3185180,DVN/ZOOW11,https://doi.org/10.7910/DVN/ZOOW11,10.7910,2018-07-13,s3://10.7910/DVN/ZOOW11,,10.7910/DVN/ZOOW11
isq,3185186,DVN/TX3VWP,https://doi.org/10.7910/DVN/TX3VWP,10.7910,2018-07-13,s3://10.7910/DVN/TX3VWP,,10.7910/DVN/TX3VWP
isq,3185190,DVN/EJJAJ6,https://doi.org/10.7910/DVN/EJJAJ6,10.7910,2018-07-13,s3://10.7910/DVN/EJJAJ6,,10.7910/DVN/EJJAJ6
isq,3185193,DVN/NEJIDX,https://doi.org/10.7910/DVN/NEJIDX,10.7910,2018-07-13,s3://10.7910/DVN/NEJIDX,,10.7910/DVN/NEJIDX
isq,3185196,DVN/TCJLUW,https://doi.org/10.7910/DVN/TCJLUW,10.7910,2018-07-13,s3://10.7910/DVN/TCJLUW,,10.7910/DVN/TCJLUW
isq,3185360,DVN/TBY2KK,https://doi.org/10.7910/DVN/TBY2KK,10.7910,2018-07-13,s3://10.7910/DVN/TBY2KK,,10.7910/DVN/TBY2KK
isq,3185367,DVN/BJATY1,https://doi.org/10.7910/DVN/BJATY1,10.7910,2018-07-13,s3://10.7910/DVN/BJATY1,,10.7910/DVN/BJATY1
isq,3185478,DVN/Q1IWXQ,https://doi.org/10.7910/DVN/Q1IWXQ,10.7910,2018-07-13,s3://10.7910/DVN/Q1IWXQ,,10.7910/DVN/Q1IWXQ
isq,3185481,DVN/QDELJ8,https://doi.org/10.7910/DVN/QDELJ8,10.7910,2018-07-13,s3://10.7910/DVN/QDELJ8,,10.7910/DVN/QDELJ8
isq,3185486,DVN/AAOROC,https://doi.org/10.7910/DVN/AAOROC,10.7910,2018-07-13,s3://10.7910/DVN/AAOROC,,10.7910/DVN/AAOROC
isq,3185582,DVN/ULAVUA,https://doi.org/10.7910/DVN/ULAVUA,10.7910,2018-07-14,s3://10.7910/DVN/ULAVUA,,10.7910/DVN/ULAVUA
isq,3185592,DVN/KKU9SC,https://doi.org/10.7910/DVN/KKU9SC,10.7910,2018-07-14,s3://10.7910/DVN/KKU9SC,,10.7910/DVN/KKU9SC
isq,3185595,DVN/A6UJAQ,https://doi.org/10.7910/DVN/A6UJAQ,10.7910,2018-07-14,s3://10.7910/DVN/A6UJAQ,,10.7910/DVN/A6UJAQ
isq,3185603,DVN/TXO7BA,https://doi.org/10.7910/DVN/TXO7BA,10.7910,2018-07-14,s3://10.7910/DVN/TXO7BA,,10.7910/DVN/TXO7BA
isq,3185609,DVN/XYS5UJ,https://doi.org/10.7910/DVN/XYS5UJ,10.7910,2018-07-14,s3://10.7910/DVN/XYS5UJ,,10.7910/DVN/XYS5UJ
isq,3185612,DVN/0EDGGP,https://doi.org/10.7910/DVN/0EDGGP,10.7910,2018-07-14,s3://10.7910/DVN/0EDGGP,,10.7910/DVN/0EDGGP
isq,3185615,DVN/WGEAK6,https://doi.org/10.7910/DVN/WGEAK6,10.7910,2019-04-19,s3://10.7910/DVN/WGEAK6,,10.7910/DVN/WGEAK6
isq,3185616,DVN/R20TN3,https://doi.org/10.7910/DVN/R20TN3,10.7910,2018-07-14,s3://10.7910/DVN/R20TN3,,10.7910/DVN/R20TN3
isq,3185620,DVN/WETJ80,https://doi.org/10.7910/DVN/WETJ80,10.7910,2018-07-14,s3://10.7910/DVN/WETJ80,,10.7910/DVN/WETJ80
isq,3185623,DVN/SARLG6,https://doi.org/10.7910/DVN/SARLG6,10.7910,2018-07-14,s3://10.7910/DVN/SARLG6,,10.7910/DVN/SARLG6
isq,3185626,DVN/UENCQR,https://doi.org/10.7910/DVN/UENCQR,10.7910,2018-07-14,s3://10.7910/DVN/UENCQR,,10.7910/DVN/UENCQR
isq,3185665,DVN/50NQLW,https://doi.org/10.7910/DVN/50NQLW,10.7910,2018-07-14,s3://10.7910/DVN/50NQLW,,10.7910/DVN/50NQLW
isq,3185673,DVN/TBKV7W,https://doi.org/10.7910/DVN/TBKV7W,10.7910,2018-07-15,s3://10.7910/DVN/TBKV7W,,10.7910/DVN/TBKV7W
isq,3185677,DVN/HGLIES,https://doi.org/10.7910/DVN/HGLIES,10.7910,2018-07-15,s3://10.7910/DVN/HGLIES,,10.7910/DVN/HGLIES
isq,3185685,DVN/Z1INJJ,https://doi.org/10.7910/DVN/Z1INJJ,10.7910,2018-07-15,s3://10.7910/DVN/Z1INJJ,,10.7910/DVN/Z1INJJ
isq,3185690,DVN/HFIJ07,https://doi.org/10.7910/DVN/HFIJ07,10.7910,2018-07-15,s3://10.7910/DVN/HFIJ07,,10.7910/DVN/HFIJ07
isq,3185696,DVN/E9EEO3,https://doi.org/10.7910/DVN/E9EEO3,10.7910,2018-07-15,s3://10.7910/DVN/E9EEO3,,10.7910/DVN/E9EEO3
isq,3185699,DVN/IVYYYZ,https://doi.org/10.7910/DVN/IVYYYZ,10.7910,2018-07-15,s3://10.7910/DVN/IVYYYZ,,10.7910/DVN/IVYYYZ
isq,3185760,DVN/5RZSHQ,https://doi.org/10.7910/DVN/5RZSHQ,10.7910,2018-07-16,s3://10.7910/DVN/5RZSHQ,,10.7910/DVN/5RZSHQ
isq,3185765,DVN/VX5NXO,https://doi.org/10.7910/DVN/VX5NXO,10.7910,2018-07-16,s3://10.7910/DVN/VX5NXO,,10.7910/DVN/VX5NXO
isq,3185769,DVN/NSEOHP,https://doi.org/10.7910/DVN/NSEOHP,10.7910,2018-07-16,s3://10.7910/DVN/NSEOHP,,10.7910/DVN/NSEOHP
isq,3185772,DVN/GLEY3J,https://doi.org/10.7910/DVN/GLEY3J,10.7910,2018-07-16,s3://10.7910/DVN/GLEY3J,,10.7910/DVN/GLEY3J
isq,3185778,DVN/ZSIQSC,https://doi.org/10.7910/DVN/ZSIQSC,10.7910,2018-07-16,s3://10.7910/DVN/ZSIQSC,,10.7910/DVN/ZSIQSC
isq,3185781,DVN/ANZ6RK,https://doi.org/10.7910/DVN/ANZ6RK,10.7910,2018-07-16,s3://10.7910/DVN/ANZ6RK,,10.7910/DVN/ANZ6RK
isq,3192527,DVN/IMB3J2,https://doi.org/10.7910/DVN/IMB3J2,10.7910,2018-07-17,s3://10.7910/DVN/IMB3J2,,10.7910/DVN/IMB3J2
isq,3192530,DVN/NJHWEJ,https://doi.org/10.7910/DVN/NJHWEJ,10.7910,2018-07-17,s3://10.7910/DVN/NJHWEJ,,10.7910/DVN/NJHWEJ
isq,3192550,DVN/MZV8SJ,https://doi.org/10.7910/DVN/MZV8SJ,10.7910,2018-07-17,s3://10.7910/DVN/MZV8SJ,,10.7910/DVN/MZV8SJ
isq,3192553,DVN/C039TM,https://doi.org/10.7910/DVN/C039TM,10.7910,2018-07-17,s3://10.7910/DVN/C039TM,,10.7910/DVN/C039TM
isq,3192561,DVN/NJHQ8Y,https://doi.org/10.7910/DVN/NJHQ8Y,10.7910,2018-07-17,s3://10.7910/DVN/NJHQ8Y,,10.7910/DVN/NJHQ8Y
isq,3192564,DVN/SQF8PX,https://doi.org/10.7910/DVN/SQF8PX,10.7910,2018-07-17,s3://10.7910/DVN/SQF8PX,,10.7910/DVN/SQF8PX
isq,3192580,DVN/BOZ0QO,https://doi.org/10.7910/DVN/BOZ0QO,10.7910,2018-07-17,s3://10.7910/DVN/BOZ0QO,,10.7910/DVN/BOZ0QO
isq,3192589,DVN/LI1BK4,https://doi.org/10.7910/DVN/LI1BK4,10.7910,2018-07-17,s3://10.7910/DVN/LI1BK4,,10.7910/DVN/LI1BK4
isq,3192591,DVN/MCU7GO,https://doi.org/10.7910/DVN/MCU7GO,10.7910,2018-07-17,s3://10.7910/DVN/MCU7GO,,10.7910/DVN/MCU7GO
isq,3193992,DVN/IVIBHG,https://doi.org/10.7910/DVN/IVIBHG,10.7910,2018-07-18,s3://10.7910/DVN/IVIBHG,,10.7910/DVN/IVIBHG
isq,3193996,DVN/Y1ZHZD,https://doi.org/10.7910/DVN/Y1ZHZD,10.7910,2018-07-18,s3://10.7910/DVN/Y1ZHZD,,10.7910/DVN/Y1ZHZD
isq,3194002,DVN/RTSCG3,https://doi.org/10.7910/DVN/RTSCG3,10.7910,2018-07-18,s3://10.7910/DVN/RTSCG3,,10.7910/DVN/RTSCG3
isq,3194008,DVN/KERCCN,https://doi.org/10.7910/DVN/KERCCN,10.7910,2018-07-18,s3://10.7910/DVN/KERCCN,,10.7910/DVN/KERCCN
isq,3194023,DVN/ZFEMA2,https://doi.org/10.7910/DVN/ZFEMA2,10.7910,2018-07-18,s3://10.7910/DVN/ZFEMA2,,10.7910/DVN/ZFEMA2
isq,3194026,DVN/AGZHQW,https://doi.org/10.7910/DVN/AGZHQW,10.7910,2018-07-18,s3://10.7910/DVN/AGZHQW,,10.7910/DVN/AGZHQW
isq,3194213,DVN/B6TN91,https://doi.org/10.7910/DVN/B6TN91,10.7910,2018-07-19,s3://10.7910/DVN/B6TN91,,10.7910/DVN/B6TN91
isq,3194226,DVN/SSND4R,https://doi.org/10.7910/DVN/SSND4R,10.7910,2018-07-19,s3://10.7910/DVN/SSND4R,,10.7910/DVN/SSND4R
isq,3194240,DVN/GIO1FR,https://doi.org/10.7910/DVN/GIO1FR,10.7910,2018-07-19,s3://10.7910/DVN/GIO1FR,,10.7910/DVN/GIO1FR
isq,3194244,DVN/OG0VYB,https://doi.org/10.7910/DVN/OG0VYB,10.7910,2018-07-19,s3://10.7910/DVN/OG0VYB,,10.7910/DVN/OG0VYB
isq,3194270,DVN/NGD6P6,https://doi.org/10.7910/DVN/NGD6P6,10.7910,2018-07-19,s3://10.7910/DVN/NGD6P6,,10.7910/DVN/NGD6P6
isq,3194289,DVN/EQSWX7,https://doi.org/10.7910/DVN/EQSWX7,10.7910,2018-07-19,s3://10.7910/DVN/EQSWX7,,10.7910/DVN/EQSWX7
isq,3194357,DVN/H2EVNE,https://doi.org/10.7910/DVN/H2EVNE,10.7910,2018-07-19,s3://10.7910/DVN/H2EVNE,,10.7910/DVN/H2EVNE
isq,3194536,DVN/RXDQP1,https://doi.org/10.7910/DVN/RXDQP1,10.7910,2018-07-19,s3://10.7910/DVN/RXDQP1,,10.7910/DVN/RXDQP1
isq,3194541,DVN/CYICNZ,https://doi.org/10.7910/DVN/CYICNZ,10.7910,2018-07-19,s3://10.7910/DVN/CYICNZ,,10.7910/DVN/CYICNZ
isq,3194545,DVN/HDOLHE,https://doi.org/10.7910/DVN/HDOLHE,10.7910,2018-07-19,s3://10.7910/DVN/HDOLHE,,10.7910/DVN/HDOLHE
isq,3194548,DVN/DVK8OP,https://doi.org/10.7910/DVN/DVK8OP,10.7910,2018-07-19,s3://10.7910/DVN/DVK8OP,,10.7910/DVN/DVK8OP
isq,3194552,DVN/CMIBWN,https://doi.org/10.7910/DVN/CMIBWN,10.7910,2018-07-19,s3://10.7910/DVN/CMIBWN,,10.7910/DVN/CMIBWN
isq,3194554,DVN/FZHJUM,https://doi.org/10.7910/DVN/FZHJUM,10.7910,2018-07-20,s3://10.7910/DVN/FZHJUM,,10.7910/DVN/FZHJUM
isq,3194730,DVN/EDSACZ,https://doi.org/10.7910/DVN/EDSACZ,10.7910,2018-07-21,s3://10.7910/DVN/EDSACZ,,10.7910/DVN/EDSACZ
isq,3194733,DVN/BMXZLE,https://doi.org/10.7910/DVN/BMXZLE,10.7910,2018-07-21,s3://10.7910/DVN/BMXZLE,,10.7910/DVN/BMXZLE
isq,3194737,DVN/WY3QZS,https://doi.org/10.7910/DVN/WY3QZS,10.7910,2018-07-21,s3://10.7910/DVN/WY3QZS,,10.7910/DVN/WY3QZS
isq,3194741,DVN/LYGLR8,https://doi.org/10.7910/DVN/LYGLR8,10.7910,2018-07-21,s3://10.7910/DVN/LYGLR8,,10.7910/DVN/LYGLR8
isq,3195692,DVN/PSOFAU,https://doi.org/10.7910/DVN/PSOFAU,10.7910,2019-04-19,s3://10.7910/DVN/PSOFAU,,10.7910/DVN/PSOFAU
isq,3196435,DVN/XICFI5,https://doi.org/10.7910/DVN/XICFI5,10.7910,2018-07-28,s3://10.7910/DVN/XICFI5,,10.7910/DVN/XICFI5
isq,3196436,DVN/YETMOY,https://doi.org/10.7910/DVN/YETMOY,10.7910,2018-07-28,s3://10.7910/DVN/YETMOY,,10.7910/DVN/YETMOY
isq,3202494,DVN/ZAPWHZ,https://doi.org/10.7910/DVN/ZAPWHZ,10.7910,2018-08-07,s3://10.7910/DVN/ZAPWHZ,,10.7910/DVN/ZAPWHZ
isq,3202508,DVN/GGN0AV,https://doi.org/10.7910/DVN/GGN0AV,10.7910,2018-08-07,s3://10.7910/DVN/GGN0AV,,10.7910/DVN/GGN0AV
isq,3202516,DVN/K5MT68,https://doi.org/10.7910/DVN/K5MT68,10.7910,2018-08-07,s3://10.7910/DVN/K5MT68,,10.7910/DVN/K5MT68
isq,3202526,DVN/LP1F7C,https://doi.org/10.7910/DVN/LP1F7C,10.7910,2018-08-07,s3://10.7910/DVN/LP1F7C,,10.7910/DVN/LP1F7C
isq,3202538,DVN/W8AAYK,https://doi.org/10.7910/DVN/W8AAYK,10.7910,2018-08-07,s3://10.7910/DVN/W8AAYK,,10.7910/DVN/W8AAYK
isq,3202578,DVN/MFR950,https://doi.org/10.7910/DVN/MFR950,10.7910,2018-08-07,s3://10.7910/DVN/MFR950,,10.7910/DVN/MFR950
isq,3202583,DVN/3EUZ4G,https://doi.org/10.7910/DVN/3EUZ4G,10.7910,2018-08-07,s3://10.7910/DVN/3EUZ4G,,10.7910/DVN/3EUZ4G
isq,3202595,DVN/UVC4CI,https://doi.org/10.7910/DVN/UVC4CI,10.7910,2018-08-07,s3://10.7910/DVN/UVC4CI,,10.7910/DVN/UVC4CI
isq,3202603,DVN/XVAEWG,https://doi.org/10.7910/DVN/XVAEWG,10.7910,2018-08-08,s3://10.7910/DVN/XVAEWG,,10.7910/DVN/XVAEWG
isq,3202701,DVN/NZCGYX,https://doi.org/10.7910/DVN/NZCGYX,10.7910,2018-08-08,s3://10.7910/DVN/NZCGYX,,10.7910/DVN/NZCGYX
isq,3202720,DVN/2DLCPZ,https://doi.org/10.7910/DVN/2DLCPZ,10.7910,2018-08-08,s3://10.7910/DVN/2DLCPZ,,10.7910/DVN/2DLCPZ
isq,3202768,DVN/KMRVWY,https://doi.org/10.7910/DVN/KMRVWY,10.7910,2018-08-08,s3://10.7910/DVN/KMRVWY,,10.7910/DVN/KMRVWY
isq,3202774,DVN/QUBP7M,https://doi.org/10.7910/DVN/QUBP7M,10.7910,2018-08-08,s3://10.7910/DVN/QUBP7M,,10.7910/DVN/QUBP7M
isq,3202780,DVN/X2MB9M,https://doi.org/10.7910/DVN/X2MB9M,10.7910,2018-08-08,s3://10.7910/DVN/X2MB9M,,10.7910/DVN/X2MB9M
isq,3202785,DVN/TYZK9Z,https://doi.org/10.7910/DVN/TYZK9Z,10.7910,2018-08-08,s3://10.7910/DVN/TYZK9Z,,10.7910/DVN/TYZK9Z
isq,3203034,DVN/EMK9FB,https://doi.org/10.7910/DVN/EMK9FB,10.7910,2018-08-08,s3://10.7910/DVN/EMK9FB,,10.7910/DVN/EMK9FB
isq,3203931,DVN/UR5TNI,https://doi.org/10.7910/DVN/UR5TNI,10.7910,2018-08-08,s3://10.7910/DVN/UR5TNI,,10.7910/DVN/UR5TNI
isq,3204092,DVN/IGLWYD,https://doi.org/10.7910/DVN/IGLWYD,10.7910,2018-08-10,s3://10.7910/DVN/IGLWYD,,10.7910/DVN/IGLWYD
isq,3204116,DVN/44XF6M,https://doi.org/10.7910/DVN/44XF6M,10.7910,2018-08-10,s3://10.7910/DVN/44XF6M,,10.7910/DVN/44XF6M
isq,3204126,DVN/R1M1ID,https://doi.org/10.7910/DVN/R1M1ID,10.7910,2018-08-10,s3://10.7910/DVN/R1M1ID,,10.7910/DVN/R1M1ID
isq,3204130,DVN/XY2TUK,https://doi.org/10.7910/DVN/XY2TUK,10.7910,2018-08-10,s3://10.7910/DVN/XY2TUK,,10.7910/DVN/XY2TUK
isq,3204420,DVN/YAPXVG,https://doi.org/10.7910/DVN/YAPXVG,10.7910,2018-08-10,s3://10.7910/DVN/YAPXVG,,10.7910/DVN/YAPXVG
isq,3204433,DVN/VCKGUZ,https://doi.org/10.7910/DVN/VCKGUZ,10.7910,2018-08-10,s3://10.7910/DVN/VCKGUZ,,10.7910/DVN/VCKGUZ
isq,3204438,DVN/M3CIGK,https://doi.org/10.7910/DVN/M3CIGK,10.7910,2018-08-15,s3://10.7910/DVN/M3CIGK,,10.7910/DVN/M3CIGK
isq,3204450,DVN/CTMZX8,https://doi.org/10.7910/DVN/CTMZX8,10.7910,2018-08-10,s3://10.7910/DVN/CTMZX8,,10.7910/DVN/CTMZX8
isq,3204460,DVN/BTUTYP,https://doi.org/10.7910/DVN/BTUTYP,10.7910,2018-08-10,s3://10.7910/DVN/BTUTYP,,10.7910/DVN/BTUTYP
isq,3204486,DVN/2QS4R8,https://doi.org/10.7910/DVN/2QS4R8,10.7910,2018-08-11,s3://10.7910/DVN/2QS4R8,,10.7910/DVN/2QS4R8
isq,3204495,DVN/0UNYW3,https://doi.org/10.7910/DVN/0UNYW3,10.7910,2018-08-11,s3://10.7910/DVN/0UNYW3,,10.7910/DVN/0UNYW3
isq,3204808,DVN/FAG8BP,https://doi.org/10.7910/DVN/FAG8BP,10.7910,2018-08-11,s3://10.7910/DVN/FAG8BP,,10.7910/DVN/FAG8BP
isq,3204927,DVN/P3SPTY,https://doi.org/10.7910/DVN/P3SPTY,10.7910,2019-04-19,s3://10.7910/DVN/P3SPTY,,10.7910/DVN/P3SPTY
isq,3204934,DVN/VFNSX6,https://doi.org/10.7910/DVN/VFNSX6,10.7910,2018-08-11,s3://10.7910/DVN/VFNSX6,,10.7910/DVN/VFNSX6
isq,3204941,DVN/MJ4RFL,https://doi.org/10.7910/DVN/MJ4RFL,10.7910,2018-08-11,s3://10.7910/DVN/MJ4RFL,,10.7910/DVN/MJ4RFL
isq,3204947,DVN/TF046M,https://doi.org/10.7910/DVN/TF046M,10.7910,2018-08-12,s3://10.7910/DVN/TF046M,,10.7910/DVN/TF046M
isq,3205278,DVN/2AV2CC,https://doi.org/10.7910/DVN/2AV2CC,10.7910,2018-08-12,s3://10.7910/DVN/2AV2CC,,10.7910/DVN/2AV2CC
isq,3205297,DVN/B47FTE,https://doi.org/10.7910/DVN/B47FTE,10.7910,2018-08-12,s3://10.7910/DVN/B47FTE,,10.7910/DVN/B47FTE
isq,3205309,DVN/4L80PR,https://doi.org/10.7910/DVN/4L80PR,10.7910,2018-08-12,s3://10.7910/DVN/4L80PR,,10.7910/DVN/4L80PR
isq,3205313,DVN/EM3QGY,https://doi.org/10.7910/DVN/EM3QGY,10.7910,2018-08-12,s3://10.7910/DVN/EM3QGY,,10.7910/DVN/EM3QGY
isq,3205317,DVN/RTFF2X,https://doi.org/10.7910/DVN/RTFF2X,10.7910,2018-08-12,s3://10.7910/DVN/RTFF2X,,10.7910/DVN/RTFF2X
isq,3205321,DVN/3YK0HL,https://doi.org/10.7910/DVN/3YK0HL,10.7910,2018-08-12,s3://10.7910/DVN/3YK0HL,,10.7910/DVN/3YK0HL
isq,3205701,DVN/TLBTYD,https://doi.org/10.7910/DVN/TLBTYD,10.7910,2018-08-12,s3://10.7910/DVN/TLBTYD,,10.7910/DVN/TLBTYD
isq,3205732,DVN/VMOCHO,https://doi.org/10.7910/DVN/VMOCHO,10.7910,2018-08-13,s3://10.7910/DVN/VMOCHO,,10.7910/DVN/VMOCHO
isq,3205740,DVN/G8AF5G,https://doi.org/10.7910/DVN/G8AF5G,10.7910,2018-08-13,s3://10.7910/DVN/G8AF5G,,10.7910/DVN/G8AF5G
isq,3205794,DVN/56L9JP,https://doi.org/10.7910/DVN/56L9JP,10.7910,2018-08-13,s3://10.7910/DVN/56L9JP,,10.7910/DVN/56L9JP
isq,3205907,DVN/N1DE4Q,https://doi.org/10.7910/DVN/N1DE4Q,10.7910,2018-08-13,s3://10.7910/DVN/N1DE4Q,,10.7910/DVN/N1DE4Q
isq,3205913,DVN/JOBDDI,https://doi.org/10.7910/DVN/JOBDDI,10.7910,2018-08-13,s3://10.7910/DVN/JOBDDI,,10.7910/DVN/JOBDDI
isq,3206245,DVN/BEAPLB,https://doi.org/10.7910/DVN/BEAPLB,10.7910,2018-08-13,s3://10.7910/DVN/BEAPLB,,10.7910/DVN/BEAPLB
isq,3206258,DVN/YGKKRU,https://doi.org/10.7910/DVN/YGKKRU,10.7910,2018-08-14,s3://10.7910/DVN/YGKKRU,,10.7910/DVN/YGKKRU
isq,3206266,DVN/2NDL6R,https://doi.org/10.7910/DVN/2NDL6R,10.7910,2018-08-13,s3://10.7910/DVN/2NDL6R,,10.7910/DVN/2NDL6R
isq,3206905,DVN/D9FAZL,https://doi.org/10.7910/DVN/D9FAZL,10.7910,2018-08-14,s3://10.7910/DVN/D9FAZL,,10.7910/DVN/D9FAZL
isq,3206916,DVN/DVMT2R,https://doi.org/10.7910/DVN/DVMT2R,10.7910,2018-08-14,s3://10.7910/DVN/DVMT2R,,10.7910/DVN/DVMT2R
isq,3206937,DVN/FSKY7K,https://doi.org/10.7910/DVN/FSKY7K,10.7910,2018-08-14,s3://10.7910/DVN/FSKY7K,,10.7910/DVN/FSKY7K
isq,3206946,DVN/BEOQV2,https://doi.org/10.7910/DVN/BEOQV2,10.7910,2018-08-14,s3://10.7910/DVN/BEOQV2,,10.7910/DVN/BEOQV2
isq,3376840,DVN/OEBTZA,https://doi.org/10.7910/DVN/OEBTZA,10.7910,2019-03-07,s3://10.7910/DVN/OEBTZA,,10.7910/DVN/OEBTZA
isq,3411152,DVN/QPQBFB,https://doi.org/10.7910/DVN/QPQBFB,10.7910,2019-04-19,s3://10.7910/DVN/QPQBFB,,10.7910/DVN/QPQBFB
isq,3422819,DVN/GFBDQO,https://doi.org/10.7910/DVN/GFBDQO,10.7910,2019-04-29,s3://10.7910/DVN/GFBDQO,,10.7910/DVN/GFBDQO
isq,3424943,DVN/O7WKNO,https://doi.org/10.7910/DVN/O7WKNO,10.7910,2019-05-03,s3://10.7910/DVN/O7WKNO,,10.7910/DVN/O7WKNO
isq,3426450,DVN/2IO3DL,https://doi.org/10.7910/DVN/2IO3DL,10.7910,2019-05-10,s3://10.7910/DVN/2IO3DL,,10.7910/DVN/2IO3DL
isq,3440185,DVN/2BKCC0,https://doi.org/10.7910/DVN/2BKCC0,10.7910,2019-05-28,s3://10.7910/DVN/2BKCC0,,10.7910/DVN/2BKCC0
isq,3596077,DVN/IMVRJG,https://doi.org/10.7910/DVN/IMVRJG,10.7910,2019-10-02,s3://10.7910/DVN/IMVRJG,,10.7910/DVN/IMVRJG
isq,3596111,DVN/6EOZAY,https://doi.org/10.7910/DVN/6EOZAY,10.7910,2019-10-02,s3://10.7910/DVN/6EOZAY,,10.7910/DVN/6EOZAY
isq,3609466,DVN/0J05KV,https://doi.org/10.7910/DVN/0J05KV,10.7910,2019-10-21,s3://10.7910/DVN/0J05KV,,10.7910/DVN/0J05KV
isq,3620590,DVN/S9VBBL,https://doi.org/10.7910/DVN/S9VBBL,10.7910,2019-11-06,s3://10.7910/DVN/S9VBBL,,10.7910/DVN/S9VBBL
isq,3657711,DVN/H9XFYR,https://doi.org/10.7910/DVN/H9XFYR,10.7910,2020-01-13,s3://10.7910/DVN/H9XFYR,,10.7910/DVN/H9XFYR
isq,3657728,DVN/BBXQIT,https://doi.org/10.7910/DVN/BBXQIT,10.7910,2020-01-13,s3://10.7910/DVN/BBXQIT,,10.7910/DVN/BBXQIT
isq,3657729,DVN/SVSLO2,https://doi.org/10.7910/DVN/SVSLO2,10.7910,2020-01-13,s3://10.7910/DVN/SVSLO2,,10.7910/DVN/SVSLO2
isq,3657740,DVN/E9O8QK,https://doi.org/10.7910/DVN/E9O8QK,10.7910,2020-01-13,s3://10.7910/DVN/E9O8QK,,10.7910/DVN/E9O8QK
isq,3657747,DVN/JLAWY2,https://doi.org/10.7910/DVN/JLAWY2,10.7910,2020-04-24,s3://10.7910/DVN/JLAWY2,,10.7910/DVN/JLAWY2
isq,3659844,DVN/74JESF,https://doi.org/10.7910/DVN/74JESF,10.7910,2020-01-15,s3://10.7910/DVN/74JESF,,10.7910/DVN/74JESF
isq,3674528,DVN/YNA0IL,https://doi.org/10.7910/DVN/YNA0IL,10.7910,2020-01-29,s3://10.7910/DVN/YNA0IL,,10.7910/DVN/YNA0IL
isq,3676755,DVN/TK9JNU,https://doi.org/10.7910/DVN/TK9JNU,10.7910,2020-02-03,s3://10.7910/DVN/TK9JNU,,10.7910/DVN/TK9JNU
isq,3679493,DVN/8EWBO9,https://doi.org/10.7910/DVN/8EWBO9,10.7910,2020-02-11,s3://10.7910/DVN/8EWBO9,,10.7910/DVN/8EWBO9
isq,3813283,DVN/RKMJNR,https://doi.org/10.7910/DVN/RKMJNR,10.7910,2020-04-22,s3://10.7910/DVN/RKMJNR,,10.7910/DVN/RKMJNR
