file_in,title,journal,%,average marginal component effect,Average treatment effect,carr.{20}experiment,choice experiment,coefficient,condition,"conduct.{1,70}experiment","utili[sz].{1,70}experiment",confidence interval,conjoint experiment,control,control group,difference-in-differences,estimator,experimental design,experimental group,experimental research,field experiment,instrumental variable,interaction,internet experiment,intervention,likelihood estimator,manipulation,lab experiment,maximum likelihood estimator,measure,model,multilevel experiment,natural experiment,null result,online survey experiment,p <,p =,p >,p<,p=,p>,participa,population,posttest,pretest,predict,predicted probab,causal,sample size,quasi-experimental,random,random utility model,randomized control trial,RCT,RDD,regression discontinuity design,statistical significance,statistically significant,survey experiment,treatment effect,treatment group,validity,list survey,vignette,vignette experiment,β,effect,design,results,plot,figure,subject,recruit,random.{10}assign,control condition,mechanical turk,mturk,causal inference,µ,yougov,polimetrix,qualtrics,count_experiment,nchar
10.1007_s11127-019-00666-8,Ideology or voters? {A} quasi-experimental test of why left-wing governments spend more,Public Choice,84,0,0,0,0,0,1,0,0,0,0,14,3,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,3,6,6,0,0,0,0,5,2,2,0,3,1,0,0,0,0,0,13,5,25,0,3,1,0,0,0,0,0,0,0,0,0,0,8,82494
10.1007_s11127-019-00676-6,Psychological game theory in public choice,Public Choice,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,2,8,0,0,0,0,0,0,0,0,0,0,13,77432
10.1007_s11127-019-00682-8,Legislative bargaining with costly communication,Public Choice,43,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,9,18,0,8,3,0,0,0,0,0,0,0,0,0,0,44,67184
10.1007_s11127-019-00690-8,Causal inference and american political development: common challenges and opportunities,Public Choice,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,4,0,0,1,0,0,0,0,0,21,0,0,0,0,5,41356
10.1007_s11127-019-00694-4,Causal inference and american political development: contrasts and complementarities,Public Choice,6,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,1,4,0,3,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,80,0,1,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,10,12,3,0,1,2,0,0,0,0,0,34,0,0,0,0,13,60983
10.1007_s11127-019-00695-3,"Let's not conflate apd with political history, and other reflections on """"causal inference and american political development",Public Choice,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,28,0,0,0,0,32,64190
10.1007_s11127-019-00696-2,Applying regression discontinuity designs to american political development,Public Choice,24,0,0,0,0,2,4,0,0,0,0,16,3,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,38,0,4,4,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,23,22,4,0,0,3,0,0,0,0,0,13,0,0,0,0,8,90515
10.1007_s11127-019-00702-7,Who seeks reelection: local fiscal restraints and political selection,Public Choice,68,0,0,0,0,4,0,0,0,0,0,5,0,12,0,0,0,0,2,0,6,0,0,0,1,0,0,6,18,0,3,0,0,0,0,0,0,0,0,0,7,0,0,2,0,1,0,2,1,0,0,0,0,1,0,5,0,0,6,0,0,0,0,0,12,4,35,0,1,0,0,0,0,0,0,0,0,0,0,0,8,82306
10.1007_s11127-019-00703-6,"Causes, theories, and the past in political science",Public Choice,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,11,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,100,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,30,6,1,0,0,1,0,0,0,0,0,7,0,0,0,0,19,67393
10.1007_s11127-019-00704-5,Randomized experiments by government institutions and american political development,Public Choice,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,22,0,0,0,0,70,49849
10.1007_s11127-019-00708-1,American political development and new challenges of causal inference,Public Choice,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,67,0,1,7,0,0,0,0,3,0,0,0,1,0,12,0,0,0,0,9,16,2,0,0,1,0,0,0,0,0,25,0,0,0,0,13,59214
10.1007_s11127-019-00713-4,A developmental approach to historical causal inference,Public Choice,0,0,0,0,0,1,5,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,31,1,0,0,1,0,0,1,0,0,23,0,0,0,0,10,95510
10.1007_s11127-019-00724-1,"Education, political discontent, and emigration intentions: evidence from a natural experiment in turkey",Public Choice,45,0,0,0,0,6,0,0,0,0,0,20,12,0,1,0,0,0,0,4,8,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,32,0,0,0,0,0,0,0,1,0,18,0,0,9,1,0,0,0,0,60,1,15,0,6,1,0,0,0,0,0,0,0,0,0,0,11,76530
10.1007_s11127-019-00735-y,"Public resource allocation, strategic behavior, and status quo bias in choice experiments",Public Choice,10,0,0,0,40,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,45,24,0,4,14,0,0,0,0,0,0,0,0,0,0,128,51667
10.1007_s11127-019-00749-6,What are the best quorum rules? {A} laboratory investigation,Public Choice,34,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,13,4,31,0,3,10,0,0,0,0,0,0,2,0,0,0,37,56768
10.1007_s11127-019-00755-8,"Ineffective fiscal rules? {The} effect of public sector accounting standards on budgets, efficiency, and accountability",Public Choice,20,0,0,0,0,2,0,0,0,0,0,13,1,7,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,1,0,0,11,0,0,0,0,0,0,16,0,0,4,0,1,0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,14,2,33,0,5,0,0,0,0,0,0,0,0,0,0,0,6,85286
10.1007_s11127-019-00761-w,Are women more likely to throw the rascals out? {The} mobilizing effect of social service spending on female voters,Public Choice,26,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,30,0,7,0,0,0,0,0,0,0,0,0,0,0,7,77334
10.1007_s11127-020-00789-3,Party leaders and voter responses to political terrorism,Public Choice,5,0,0,0,0,9,0,0,0,0,0,9,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,12,0,0,0,0,0,0,6,0,0,1,0,7,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,18,3,24,0,3,0,0,0,0,0,0,0,0,0,0,0,5,62242
10.1007_s11127-020-00803-8,Rally 'round which flag? {Terrorism}'s effect on (intra)national identity,Public Choice,5,0,0,0,0,9,1,0,0,0,0,42,18,0,0,0,0,0,1,0,7,0,0,0,3,0,0,4,7,0,2,0,0,18,1,0,0,0,0,0,1,0,0,2,0,2,2,0,3,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,26,2,23,0,2,13,0,0,1,0,0,0,0,0,0,0,10,70717
10.1007_s11127-020-00808-3,The subjectivist-contrarian position,Public Choice,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,6,60984
10.1007_s11127-020-00812-7,A neighborly welcome? {Charter} school entrance and public school competition on the capital margin,Public Choice,26,0,0,0,0,6,3,0,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,15,0,0,0,0,0,0,9,0,0,1,0,0,2,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,12,3,26,0,4,0,0,0,0,0,0,0,0,0,0,0,7,61216
10.1007_s11127-020-00828-z,Risk aversion in two-period rent-seeking games,Public Choice,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53401
10.1007_s11558-011-9108-7,"The united states congress and imf financing, 1944–2009",The Review of International Organizations,8,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,31,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,7,87821
10.1007_s11558-016-9243-2,Citizen preferences and public goods: comparing preferences for foreign aid and government programs in uganda,The Review of International Organizations,15,0,0,0,0,0,34,0,0,0,0,44,0,0,0,0,0,0,1,0,1,0,0,0,16,0,0,7,4,0,1,0,0,12,8,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,4,8,1,1,1,0,0,0,0,0,7,12,38,0,1,7,0,0,11,0,0,0,0,0,0,0,26,89602
10.1007_s11558-016-9261-0,Financing the united nations: explaining variation in how donors provide funding to the un,The Review of International Organizations,0,0,0,0,0,1,35,0,0,0,0,109,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,10,27,0,0,0,0,0,17,0,0,0,0,0,1,0,0,2,0,11,0,0,1,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,17,5,33,0,15,2,0,0,10,0,0,2,0,0,0,0,92,119919
10.1007_s11558-017-9270-7,International organizations and development finance: introduction to the special issue,The Review of International Organizations,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,10,47855
10.1007_s11558-017-9273-4,Bad neighbors? {How} co-located chinese and world bank development projects impact local corruption in tanzania,The Review of International Organizations,6,0,0,0,0,3,1,0,0,0,0,12,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,4,47,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,6,0,1,1,0,0,0,0,0,1,8,1,1,0,1,0,0,0,0,19,5,20,0,2,2,0,0,0,0,0,2,0,0,0,0,5,84377
10.1007_s11558-017-9280-5,Do imf programs catalyze donor assistance to low-income countries?,The Review of International Organizations,33,0,0,0,0,0,2,0,0,0,0,23,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,1,0,5,0,0,0,0,0,0,0,0,8,1,1,0,0,0,3,33,1,59,0,0,1,0,0,0,0,0,0,0,0,0,0,6,113179
10.1007_s11558-017-9281-4,Who matters for memory: sources of institutional memory in international organization crisis management,The Review of International Organizations,4,0,0,0,0,1,3,4,0,0,0,11,2,0,0,0,0,0,0,0,3,0,17,0,0,0,0,2,5,0,0,0,0,10,11,0,0,0,0,0,4,0,0,1,0,0,5,0,3,0,0,0,0,0,0,9,6,0,2,3,0,0,0,0,18,2,8,0,0,13,0,0,0,0,0,0,0,0,0,0,36,88471
10.1007_s11558-018-9305-8,Opening hours of polling stations and voter turnout: evidence from a natural experiment,The Review of International Organizations,105,0,0,0,0,15,0,0,0,0,0,5,0,7,1,0,0,0,0,0,10,0,0,0,0,0,0,3,11,0,8,0,0,0,0,0,0,0,0,0,14,0,0,4,0,10,0,0,0,0,0,0,0,0,3,11,0,13,1,0,0,0,0,8,41,2,35,0,10,0,0,0,0,0,0,0,0,0,0,0,8,93579
10.1007_s11558-018-9325-4,How can international organizations shape public opinion? {Analysis} of a pair of survey-based experiments,The Review of International Organizations,25,0,0,0,0,0,1,0,0,0,0,18,9,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,3,1,0,0,0,0,24,3,28,0,2,0,0,0,0,2,5,0,0,0,0,0,37,74593
10.1007_s11558-018-9341-4,Does international pooling of authority affect the perceived legitimacy of global governance?,The Review of International Organizations,12,0,0,0,0,0,1,0,0,0,0,36,3,0,0,1,0,0,0,0,2,0,0,0,9,0,0,7,1,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,20,10,27,0,2,0,0,0,0,0,0,0,0,4,0,0,24,71581
10.1007_s11558-019-09354-0,Do citizens evaluate international cooperation based on information about procedural and outcome quality?,The Review of International Organizations,10,1,0,0,2,6,0,0,0,0,1,17,14,0,2,6,2,0,0,0,1,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,1,0,2,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,10,16,35,0,1,5,0,0,0,0,0,2,0,3,0,0,72,87398
10.1007_s11558-019-09356-y,Social standards in trade agreements and free trade preferences: an empirical investigation,The Review of International Organizations,13,0,0,0,0,0,0,0,0,0,0,27,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,19,3,0,0,0,0,7,8,18,0,1,0,0,0,0,3,17,0,0,0,0,0,9,79590
10.1007_s11558-019-09358-w,Euroscepticism and government accountability in the european union,The Review of International Organizations,49,0,0,0,0,1,0,1,0,0,6,5,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,8,10,21,0,0,0,0,0,0,0,0,1,0,0,0,0,32,72709
10.1007_s11558-019-09374-w,My brother's keeper: other-regarding preferences and concern for global climate change,The Review of International Organizations,9,0,0,0,0,5,0,1,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,22,41,0,0,0,0,5,1,0,0,0,0,0,3,0,0,3,0,6,0,0,4,0,0,0,0,0,3,12,0,1,0,2,0,0,0,0,9,2,50,0,3,1,0,0,0,0,0,1,0,0,0,0,14,102622
10.1007_s11558-020-09401-1,"Foreign aid, oil revenues, and political accountability: evidence from six experiments in ghana and uganda",The Review of International Organizations,7,0,0,0,0,1,29,1,0,0,0,11,1,0,0,1,0,0,20,0,0,0,1,0,4,6,0,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12,5,0,9,0,0,0,0,0,1,1,7,5,2,10,0,0,0,0,17,5,54,0,3,11,0,0,5,0,0,2,0,0,0,0,142,91485
10.1007_s11558-021-09425-1,Introduction to the special issue: in memoriam stephen knack,The Review of International Organizations,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,15,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,7,75757
10.1007_s12116-009-9058-8,"Patronage, district creation, and reform in uganda",Studies in Comparative International Development,9,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,6,68358
10.1007_s12116-009-9059-7,Civil society's claims to political representation in brazil,Studies in Comparative International Development,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,105924
10.1007_s12116-012-9100-0,"Conceptualizing and measuring ethnic politics: an institutional complement to demographic, behavioral, and cognitive approaches",Studies in Comparative International Development,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,10,111809
10.1007_s12116-013-9132-0,Party selection of officials in contemporary china,Studies in Comparative International Development,0,0,0,0,0,2,1,0,0,0,0,31,4,0,0,1,0,0,0,0,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,2,0,2,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,29,3,10,0,2,1,1,0,0,0,0,0,0,0,0,0,6,81454
10.1007_s12116-014-9163-1,"Elections and social conflict in africa, 1990–2009",Studies in Comparative International Development,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,2,0,8,0,0,0,3,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,22,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,85171
10.1007_s12116-015-9178-2,Crossing caste boundaries in the modern indian marriage market,Studies in Comparative International Development,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,2,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,14,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,77702
10.1007_s12116-015-9204-4,Ethnic cues and redistributive preferences in post-soviet georgia,Studies in Comparative International Development,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,2,0,2,1,0,1,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,24,4,0,0,3,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,42,0,0,2,5,16,0,2,2,0,0,0,0,0,0,0,0,0,0,19,70733
10.1007_s12116-016-9216-8,Democracy in the developing world: challenges of survival and significance,Studies in Comparative International Development,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,70636
10.1007_s12116-016-9217-7,International organizations: loose and tight coupling in the development regime,Studies in Comparative International Development,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78443
10.1007_s12116-017-9254-x,Institutional performance and vote buying in india,Studies in Comparative International Development,20,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,2,0,0,6,0,0,0,0,0,0,6,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,13,5,4,0,0,3,0,0,0,0,0,3,0,0,0,0,9,68048
10.1007_s12116-018-9269-y,"State, society, and informality in cities of the global south",Studies in Comparative International Development,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74868
10.1007_s12116-018-9271-4,Using crowd-sourced data to study public services: lessons from urban india,Studies in Comparative International Development,7,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,4,0,0,1,1,0,0,2,0,3,0,0,0,0,15,67332
10.1007_s12116-018-9272-3,Improving surveys through ethnography: insights from india's urban periphery,Studies in Comparative International Development,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,1,0,0,18,0,27,0,0,4,21,1,0,6,1,1,0,0,0,0,0,0,0,0,0,33,66569
10.1007_s12116-018-9275-0,Approaches to corruption: a synthesis of the scholarship,Studies in Comparative International Development,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,4,0,1,0,1,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,34,127351
10.1007_s12116-019-09279-0,Leninism and local interests: how cities in china benefit from concurrent leadership appointments,Studies in Comparative International Development,26,0,0,0,0,5,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,27,0,0,0,0,0,0,19,0,0,0,0,9,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,42,2,1,8,0,0,0,0,0,0,0,0,0,0,16,124317
10.1007_s12116-019-09292-3,Advocacy in action: china's grassroots ngos as catalysts for policy innovation,Studies in Comparative International Development,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,30,71863
10.1007_s12116-020-09301-w,"Foreign aid and state-society relations: theory, evidence, and new directions for research",Studies in Comparative International Development,2,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,13,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,8,70650
10.1007_s12116-020-09302-9,Rethinking foreign aid and legitimacy: views from aid recipients in kenya,Studies in Comparative International Development,18,0,0,0,0,0,1,0,0,0,0,8,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,1,2,0,2,2,4,0,0,0,0,10,3,9,0,1,0,1,0,0,0,0,1,0,0,0,0,16,55230
10.1007_s12116-020-09303-8,How do different forms of foreign aid affect government legitimacy? {Evidence} from an informational experiment in uganda,Studies in Comparative International Development,103,0,0,0,0,4,8,0,0,0,0,12,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,14,1,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,20,1,10,0,0,2,0,0,7,0,0,0,0,0,0,0,12,72130
10.1007_s12116-020-09305-6,"Foreign aid, government spending, and contributions toward public goods: experimental evidence from the philippines",Studies in Comparative International Development,12,0,0,0,0,6,15,0,0,0,0,27,4,0,0,1,0,0,0,0,0,0,1,0,4,0,0,5,9,0,0,0,0,18,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,1,1,2,0,0,0,0,22,3,29,0,4,6,0,0,11,0,0,0,0,0,0,1,13,66217
10.1007_s12116-020-09313-6,"Multilevel research designs: case selection, levels of analysis, and scope conditions",Studies in Comparative International Development,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,40,7,0,1,0,0,0,0,0,0,2,0,0,0,0,12,77824
10.1007_s12116-021-09320-1,More than meets the eye: understanding perceptions of china beyond the favorable–unfavorable dichotomy,Studies in Comparative International Development,55,0,0,0,0,1,0,0,0,1,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,4,9,1,4,4,0,0,0,0,0,0,0,0,0,1,5,60098
10.1007_s12116-021-09322-z,"From """"the moon is rounder abroad"""" to """"bravo, my country"""": how china misperceives the world",Studies in Comparative International Development,2,0,0,0,0,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,4,0,4,0,0,0,3,0,0,0,0,0,0,0,10,59526
10.1016_j.ejpoleco.2009.07.001,Minority vs. majority: an experimental study of standardized bids,European Journal of Political Economy,91,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,33,0,0,10,0,0,0,0,0,0,1,0,0,0,63,77422
10.1016_j.ejpoleco.2009.10.002,Everyone is a winner: promoting cooperation through all-can-win intergroup competition,European Journal of Political Economy,22,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,8,15,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,2,8,0,13,3,0,0,0,0,0,0,0,0,0,0,45,54988
