search_title,title_match,diff,url,orig_title,doi
"Intergroup commonality, political ideology, and tolerance of enemy collateral casualties in intergroup conflicts","Intergroup commonality, political ideology, and tolerance of enemy collateral casualties in intergroup conflicts",0,https://www.prio.org/utility/DownloadFile.ashx?id=93&amp;type=replicationfile,"Intergroup commonality, political ideology, and tolerance of enemy collateral casualties in intergroup conflicts",10.1177/0022343318818658
Identifying the level of major power support signaled for protégés,Identifying the level of major power support signaled for protégés,0,https://www.prio.org/utility/DownloadFile.ashx?id=86&amp;type=replicationfile,Identifying the level of major power support signaled for protégés: A latent measure approach,10.1177/0022343318808842
Energy resources and the risk of conflict in shared river basins,Energy resources and the risk of conflict in shared river basins,0,https://www.prio.org/utility/DownloadFile.ashx?id=84&amp;type=replicationfile,Energy resources and the risk of conflict in shared river basins,10.1177/0022343318808347
Obstruction and intimidation of peacekeepers,Obstruction and intimidation of peacekeepers,0,https://www.prio.org/utility/DownloadFile.ashx?id=77&amp;type=replicationfile,Obstruction and intimidation of peacekeepers: How armed actors undermine civilian protection efforts,10.1177/0022343318800522
"Ethics, empathy and fear in research on violent conflict","Ethics, empathy, and fear in research on violent conflict",0.00584795321637432,https://www.prio.org/utility/DownloadFile.ashx?id=74&amp;type=replicationfile,"Ethics, empathy, and fear in research on violent conflict",10.1177/0022343318783246
Responding to sexual violence,Responding to sexual violence,0,https://www.prio.org/utility/DownloadFile.ashx?id=76&amp;type=replicationfile,Responding to sexual violence: Women’s mobilization in war,10.1177/0022343318800361
From ballot-boxes to barracks,From ballot-boxes to barracks,0,https://www.prio.org/utility/DownloadFile.ashx?id=73&amp;type=replicationfile,"From ballot-boxes to barracks: Votes, institutions, and post-election coups",10.1177/0022343318779423
Democracy in the countryside,Democracy in the countryside,0,https://www.prio.org/utility/DownloadFile.ashx?id=79&amp;type=replicationfile,Democracy in the countryside: The rural sources of violence against voters in Colombia,10.1177/0022343318802986
"Introducing a new dataset on leadership change in rebel groups, 1946-2010","Introducing a new dataset on leadership change in rebel groups, 1946–2010",0.00913242009132431,https://www.prio.org/utility/DownloadFile.ashx?id=110&amp;type=replicationfile,"Introducing a new dataset on leadership change in rebel groups, 1946–2010",10.1177/0022343318802979
Spoilers of peace,Spoilers of peace,0,https://www.prio.org/utility/DownloadFile.ashx?id=78&amp;type=replicationfile,Spoilers of peace: Pro-government militias as risk factors for conflict recurrence,10.1177/0022343318800524
Introducing the Nonviolent Action in Violent Contexts (NVAVC) dataset,Introducing the Nonviolent Action in Violent Contexts (NVAVC) dataset,0,https://www.prio.org/utility/DownloadFile.ashx?id=81&amp;type=replicationfile,Introducing the Nonviolent Action in Violent Contexts (NVAVC) dataset,10.1177/0022343318804855
ViEWS,ViEWS,0,http://ucdp.uu.se/downloads/views/run_10_2018.zip,ViEWS: A political violence early-warning system,10.1177/0022343319823860
"Including chiefs, maintaining peace","Including chiefs, maintaining peace",0,https://www.prio.org/utility/DownloadFile.ashx?id=75&amp;type=replicationfile,"Including chiefs, maintaining peace? Examining the effects of state–traditional governance interaction on civil peace in sub-Saharan Africa",10.1177/0022343318790780
When do ties bind,When do ties bind,0,https://www.prio.org/utility/DownloadFile.ashx?id=80&amp;type=replicationfile,"When do ties bind? Foreign fighters, social embeddedness, and violence against civilians",10.1177/0022343318804594
"Refugees, forced migration, and conflict","Refugees, forced migration, and conflict",0,https://www.prio.org/utility/DownloadFile.ashx?id=69&amp;type=replicationfile,"Refugees, forced migration, and conflict: Introduction to the special issue",10.1177/0022343318814128
From protection to persecution,From protection to persecution,0,https://www.prio.org/utility/DownloadFile.ashx?id=67&amp;type=replicationfile,From protection to persecution: Threat environment and refugee scapegoating,10.1177/0022343318811432
Introducing POSVAR,Introducing POSVAR,0,https://www.prio.org/utility/DownloadFile.ashx?id=70&amp;type=replicationfile,Introducing POSVAR: A dataset on refugee-related violence,10.1177/0022343318811440
"Violence, displacement, contact, and attitudes toward hosting refugees","Violence, displacement, contact, and attitudes toward hosting refugees",0,https://www.prio.org/utility/DownloadFile.ashx?id=72&amp;type=replicationfile,"Violence, displacement, contact, and attitudes toward hosting refugees",10.1177/0022343318804581
Motivation and opportunity for conflict-induced migration,Motivation and opportunity for conflict-induced migration,0,https://www.prio.org/utility/DownloadFile.ashx?id=63&amp;type=replicationfile,Motivation and opportunity for conflict-induced migration: An analysis of Syrian migration timing,10.1177/0022343318806044
Camp settlement and communal conflict in sub-Saharan Africa,Camp settlement and communal conflict in sub-Saharan Africa,0,https://www.prio.org/utility/DownloadFile.ashx?id=65&amp;type=replicationfile,Camp settlement and communal conflict in sub-Saharan Africa,10.1177/0022343318814588
A persuasive peace,A persuasive peace,0,https://www.prio.org/utility/DownloadFile.ashx?id=68&amp;type=replicationfile,A persuasive peace: Syrian refugees’ attitudes towards compromise and civil war termination,10.1177/0022343318814114
"Refugees, ethnic power relations, and civil conflict in the country of asylum","Refugees, ethnic power relations, and civil conflict in the country of asylum",0,https://www.prio.org/utility/DownloadFile.ashx?id=64&amp;type=replicationfile,"Refugees, ethnic power relations, and civil conflict in the country of asylum",10.1177/0022343318812935
Blame the victims,Blame the victims,0,https://www.prio.org/utility/DownloadFile.ashx?id=66&amp;type=replicationfile,"Blame the victims? Refugees, state capacity, and non-state actor violence",10.1177/0022343318804592
IDP Resettlement and Collective Targeting during Civil Wars,IDP resettlement and collective targeting during civil wars,0.0842749529190208,https://www.prio.org/utility/DownloadFile.ashx?id=126&amp;type=replicationfile,IDP resettlement and collective targeting during civil wars,10.1177/0022343318763706
"Aid, exclusion, and the local dynamics of insurgency in Afghanistan","Aid, exclusion, and the local dynamics of insurgency in Afghanistan",0,https://www.prio.org/utility/DownloadFile.ashx?id=54&amp;type=replicationfile,"Aid, exclusion, and the local dynamics of insurgency in Afghanistan",10.1177/0022343318777566
"Better peacekeepers, better protection","Better peacekeepers, better protection",0,https://www.prio.org/utility/DownloadFile.ashx?id=55&amp;type=replicationfile,"Better peacekeepers, better protection? Troop quality of United Nations peace operations and violence against civilians",10.1177/0022343318785419
Breaking state impunity in post-authoritarian regimes,Breaking state impunity in post-authoritarian regimes,0,https://www.prio.org/utility/DownloadFile.ashx?id=58&amp;type=replicationfile,Breaking state impunity in post-authoritarian regimes,10.1177/0022343318793480
The case for courts,The case for courts,0,https://www.prio.org/utility/DownloadFile.ashx?id=57&amp;type=replicationfile,The case for courts,10.1177/0022343318770236
Fighting the Hydra,Fighting the Hydra,0,https://www.prio.org/utility/DownloadFile.ashx?id=56&amp;type=replicationfile,Fighting the Hydra,10.1177/0022343318788127
Repressing for reputation,Repressing for reputation,0,https://www.prio.org/utility/DownloadFile.ashx?id=41&amp;type=replicationfile,Repressing for reputation,10.1177/0022343317750215
New spatial data on ethnicity,New spatial data on ethnicity,0,https://www.prio.org/utility/DownloadFile.ashx?id=47&amp;type=replicationfile,New spatial data on ethnicity,10.1177/0022343318764254
The rise of rebel contenders,The rise of rebel contenders,0,https://www.prio.org/utility/DownloadFile.ashx?id=39&amp;type=replicationfile,The rise of rebel contenders,10.1177/0022343318767497
Revisiting democratic civil peace,Revisiting democratic civil peace,0,https://www.prio.org/utility/DownloadFile.ashx?id=38&amp;type=replicationfile,Revisiting democratic civil peace,10.1177/0022343318765607
Funding rebellion,Funding rebellion,0,https://www.prio.org/utility/DownloadFile.ashx?id=48&amp;type=replicationfile,Funding rebellion,10.1177/0022343317740621
Leader survival and purges after a failed coup d’état,Leader survival and purges after a failed coup d’état,0,https://www.prio.org/utility/DownloadFile.ashx?id=42&amp;type=replicationfile,Leader survival and purges after a failed coup d’état,10.1177/0022343318763713
Going underground,Going underground,0,https://www.prio.org/utility/DownloadFile.ashx?id=51&amp;type=replicationfile,Going underground,10.1177/0022343318764795
"Reputation, concessions, and territorial civil war","Reputation, concessions, and territorial civil war",0,https://www.prio.org/utility/DownloadFile.ashx?id=46&amp;type=replicationfile,"Reputation, concessions, and territorial civil war",10.1177/0022343318767499
Trade and terrorism,Trade and terrorism,0,https://www.prio.org/utility/DownloadFile.ashx?id=45&amp;type=replicationfile,Trade and terrorism,10.1177/0022343318763009
Trust in the executive,Trust in the executive,0,https://www.prio.org/utility/DownloadFile.ashx?id=49&amp;type=replicationfile,Trust in the executive,10.1177/0022343318765918
"Refugees, xenophobia, and domestic conflict","Refugees, xenophobia, and domestic conflict",0,https://www.prio.org/utility/DownloadFile.ashx?id=36&amp;type=replicationfile,"Refugees, xenophobia, and domestic conflict",10.1177/0022343317748719
"Interstate rivalry, genocide, and politicide","Interstate rivalry, genocide, and politicide",0,https://www.prio.org/utility/DownloadFile.ashx?id=33&amp;type=replicationfile,"Interstate rivalry, genocide, and politicide",10.1177/0022343317741186
International agreement design and the moderating role of domestic bureaucratic quality,International agreement design and the moderating role of domestic bureaucratic quality,0,https://www.prio.org/utility/DownloadFile.ashx?id=32&amp;type=replicationfile,International agreement design and the moderating role of domestic bureaucratic quality,10.1177/0022343317749271
Backdoor peacekeeping,Backdoor peacekeeping,0,https://www.prio.org/utility/DownloadFile.ashx?id=34&amp;type=replicationfile,Backdoor peacekeeping,10.1177/0022343317747668
"Domestic uncertainty, third-party resolve, and international conflict","Domestic uncertainty, third-party resolve, and international conflict",0,https://www.prio.org/utility/DownloadFile.ashx?id=31&amp;type=replicationfile,"Domestic uncertainty, third-party resolve, and international conflict",10.1177/0022343317750214
The build-up of coercive capacities,The build-up of coercive capacities,0,https://www.prio.org/utility/DownloadFile.ashx?id=30&amp;type=replicationfile,The build-up of coercive capacities,10.1177/0022343317740417
"Organized violence, 1989–2017","Organized violence, 1989–2017",0,http://ucdp.uu.se/,"Organized violence, 1989–2017",10.1177/0022343318784101
Which groups fight,Which groups fight,0,https://www.prio.org/utility/DownloadFile.ashx?id=125&amp;type=replicationfile,Which groups fight? Customary institutions and communal conflicts in Africa,10.1177/0022343317740416
Weakened by the storm,Weakened by the storm,0,https://www.prio.org/utility/DownloadFile.ashx?id=142&amp;type=replicationfile,Weakened by the storm,10.1177/0022343317741535
Minorities and mistrust,Minorities and mistrust,0,https://www.prio.org/utility/DownloadFile.ashx?id=19&amp;type=replicationfile,Minorities and mistrust,10.1177/0022343317707803
"Media technology, covert action, and the politics of exposure","Media technology, covert action, and the politics of exposure",0,https://www.prio.org/utility/DownloadFile.ashx?id=26&amp;type=replicationfile,"Media technology, covert action, and the politics of exposure",10.1177/0022343317731508
"Where, when, and how does the UN work to prevent civil war in self-determination disputes","Where, when, and how does the UN work to prevent civil war in self-determination disputes",0,https://www.prio.org/utility/DownloadFile.ashx?id=23&amp;type=replicationfile,"Where, when, and how does the UN work to prevent civil war in self-determination disputes?",10.1177/0022343317744826
"Girl soldiering in rebel groups, 1989–2013","Girl soldiering in rebel groups, 1989–2013",0,https://www.prio.org/utility/DownloadFile.ashx?id=24&amp;type=replicationfile,"Girl soldiering in rebel groups, 1989–2013",10.1177/0022343317752540
Repression and refuge,Repression and refuge,0,https://www.prio.org/utility/DownloadFile.ashx?id=20&amp;type=replicationfile,Repression and refuge,10.1177/0022343317747337
UN targeted sanctions datasets (1991–2013),UN targeted sanctions datasets (1991–2013),0,https://www.prio.org/utility/DownloadFile.ashx?id=25&amp;type=replicationfile,UN targeted sanctions datasets (1991–2013),10.1177/0022343317752539
Rallying the troops,Rallying the troops,0,https://www.prio.org/utility/DownloadFile.ashx?id=22&amp;type=replicationfile,Rallying the troops,10.1177/0022343317731152
Does environmental peacemaking between states work,Does environmental peacemaking between states work,0,https://www.prio.org/utility/DownloadFile.ashx?id=21&amp;type=replicationfile,Does environmental peacemaking between states work? Insights on cooperative environmental agreements and reconciliation in international rivalries,10.1177/0022343317750216
Ideology and state terror,Ideology and state terror,0,https://www.prio.org/utility/DownloadFile.ashx?id=15&amp;type=replicationfile,Ideology and state terror,10.1177/0022343317748346
Resistance is mobile,Resistance is mobile,0,https://www.prio.org/utility/DownloadFile.ashx?id=13&amp;type=replicationfile,Resistance is mobile,10.1177/0022343317749273
Disappearing dissent,Disappearing dissent,0,https://www.prio.org/utility/DownloadFile.ashx?id=9&amp;type=replicationfile,Disappearing dissent? Repression and state consolidation in Mexico,10.1177/0022343318751035
The origins of policing institutions,The origins of policing institutions,0,https://www.prio.org/utility/DownloadFile.ashx?id=11&amp;type=replicationfile,The origins of policing institutions,10.1177/0022343317747955
New findings from conflict archives,New findings from conflict archives,0,https://www.prio.org/utility/DownloadFile.ashx?id=10&amp;type=replicationfile,New findings from conflict archives,10.1177/0022343317750217
Uneven accountability in the wake of political violence,Uneven accountability in the wake of political violence,0,https://www.prio.org/utility/DownloadFile.ashx?id=12&amp;type=replicationfile,Uneven accountability in the wake of political violence,10.1177/0022343317751836
What drives violence against civilians in civil war,What drives violence against civilians in civil war,0,https://www.prio.org/utility/DownloadFile.ashx?id=16&amp;type=replicationfile,What drives violence against civilians in civil war? Evidence from Guatemala’s conflict archives,10.1177/0022343317749272
Measuring the landscape of civil war,Measuring the landscape of civil war,0,https://www.prio.org/utility/DownloadFile.ashx?id=14&amp;type=replicationfile,Measuring the landscape of civil war,10.1177/0022343318754959
Stalin’s terror and the long-term political effects of mass repression,Stalin’s terror and the long-term political effects of mass repression,0,https://www.prio.org/utility/DownloadFile.ashx?id=8&amp;type=replicationfile,Stalin’s terror and the long-term political effects of mass repression,10.1177/0022343317751261
Torture and the limits of democratic institutions,Torture and the limits of democratic institutions,0,"https://files.prio.org/Journals/JPR/2018/55/1/Courtenay R Conrad, Daniel W Hill Jr &amp; Will H Moore.zip",Torture and the limits of democratic institutions,10.1177/0022343317711240
Varieties of civil war and mass killing,Varieties of civil war and mass killing,0,https://files.prio.org/Journals/JPR/2018/55/1/Daniel Krcmaric.zip,Varieties of civil war and mass killing,10.1177/0022343317715060
Brothers or others in arms,Brothers or others in arms,0,https://files.prio.org/Journals/JPR/2018/55/1/Eric S Mosinger.zip,Brothers or others in arms? Civilian constituencies and rebel fragmentation in civil war,10.1177/0022343316675907
The impact of criminal prosecutions during intrastate conflict,The impact of criminal prosecutions during intrastate conflict,0,https://www.prio.org/utility/DownloadFile.ashx?id=61&amp;type=replicationfile,The impact of criminal prosecutions during intrastate conflict,10.1177/0022343317732614
Maps of mayhem,Maps of mayhem,0,https://files.prio.org/Journals/JPR/2018/55/1/Jesse Hammond.zip,Maps of mayhem,10.1177/0022343317702956
"Power, proximity, and democracy","Power, proximity, and democracy",0,https://files.prio.org/Journals/JPR/2018/55/1/Jonathan N Markowitz &amp; Christopher J Fariss.zip,"Power, proximity, and democracy",10.1177/0022343317727328
Truly reconciled,Truly reconciled,0,"https://files.prio.org/Journals/JPR/2018/55/1/Matthew Osborne, Ben D’Exelle &amp; Arjan Verschoor.zip",Truly reconciled? A dyadic analysis of post-conflict social reintegration in Northern Uganda,10.1177/0022343317729011
"Introducing the UCDP Peacemakers at Risk dataset,","Introducing the UCDP Peacemakers at Risk dataset, sub-Saharan Africa, 1989–2009",0.126582278481013,https://files.prio.org/Journals/JPR/2018/55/1/Sara Lindberg Bromley.zip,"Introducing the UCDP Peacemakers at Risk dataset, sub-Saharan Africa, 1989–2009",10.1177/0022343317735882
Winning hearts & minds (!),Winning hearts & minds (!),0,https://files.prio.org/Journals/JPR/2017/54/6/Efe Tokdemir.zip,Winning hearts & minds (!),10.1177/0022343317708831
Honor and political violence,Honor and political violence,0,https://www.prio.org/utility/DownloadFile.ashx?id=50&amp;type=replicationfile,Honor and political violence,10.1177/0022343317711241
Iraq and the material basis of post-conflict police reconstruction,Iraq and the material basis of post-conflict police reconstruction,0,https://files.prio.org/Journals/JPR/2017/54/6/Jesse SG Wozniak.zip,Iraq and the material basis of post-conflict police reconstruction,10.1177/0022343317704502
Gender differences in support for direct and indirect political aggression in the context of protracted conflict,Gender differences in support for direct and indirect political aggression in the context of protracted conflict,0,"https://files.prio.org/Journals/JPR/2017/54/6/Lihi Ben Shitrit, Julia Elad-Strenger &amp; Sivan Hirsch-Hoefler.zip",Gender differences in support for direct and indirect political aggression in the context of protracted conflict,10.1177/0022343317714301
Impacts of neighboring countries on military expenditures,Impacts of neighboring countries on military expenditures,0,https://files.prio.org/Journals/JPR/2017/54/6/M Ensar Yesilyurt &amp; J Paul Elhorst.zip,Impacts of neighboring countries on military expenditures,10.1177/0022343317707569
"What goes up, must come down","What goes up, must come down",0,"https://files.prio.org/Journals/JPR/2017/54/6/Rosella Cappella Zielinski, Benjamin O Fordham &amp; Kaija E Schilde.zip","What goes up, must come down? The asymmetric effects of economic growth and international threat on military spending",10.1177/0022343317715301
How (wo)men rebel,How (wo)men rebel,0,https://files.prio.org/Journals/JPR/2017/54/6/Susanne Schaftenaar.zip,How (wo)men rebel,10.1177/0022343317722699
The networked peace,The networked peace,0,https://files.prio.org/Journals/JPR/2017/54/6/Yonatan Lupu &amp; Brian Greenhill.zip,The networked peace,10.1177/0022343317711242
The ties that bind,The ties that bind,0,https://files.prio.org/Journals/JPR/2017/54/5/Dara Kay Cohen.zip,The ties that bind,10.1177/0022343317713559
Bróderes in arms,Bróderes in arms,0,https://files.prio.org/Journals/JPR/2017/54/5/Dennis Rodgers.zip,Bróderes in arms,10.1177/0022343317714299
The limits of socialization and the underproduction of military violence,The limits of socialization and the underproduction of military violence,0,https://files.prio.org/Journals/JPR/2017/54/5/Devorah Manekin.zip,The limits of socialization and the underproduction of military violence,10.1177/0022343317713558
The persistence of sexual assault within the US military,The persistence of sexual assault within the US military,0,https://files.prio.org/Journals/JPR/2017/54/5/Elisabeth Jean Wood &amp; Nathaniel Toppelberg.zip,The persistence of sexual assault within the US military,10.1177/0022343317720487
The socialization of civilians and militia members,The socialization of civilians and militia members,0,https://files.prio.org/Journals/JPR/2017/54/5/Regina Bateson.zip,The socialization of civilians and militia members,10.1177/0022343317721812
"Military socialization, disciplinary culture, and sexual violence in UN peacekeeping operations","Military socialization, disciplinary culture, and sexual violence in UN peacekeeping operations",0,https://files.prio.org/Journals/JPR/2017/54/5/Stephen Moncrief.zip,"Military socialization, disciplinary culture, and sexual violence in UN peacekeeping operations",10.1177/0022343317716784
"Violence, kinship networks, and political resilience","Violence, kinship networks, and political resilience",0,https://files.prio.org/Journals/JPR/2017/54/4/Cassy Dorff.zip,"Violence, kinship networks, and political resilience",10.1177/0022343317691329
Words and deeds,Words and deeds,0,"https://files.prio.org/Journals/JPR/2017/54/4/David E Cunningham, Kristian Skrede Gleditsch, Belén González, Dragana Vidović &amp; Peter B White.zip",Words and deeds,10.1177/0022343317712576
When human capital threatens the Capitol,When human capital threatens the Capitol,0,https://files.prio.org/Journals/JPR/2017/54/4/Jesse Dillon Savage &amp; Jonathan D Caverley.zip,When human capital threatens the Capitol,10.1177/0022343317713557
"Oil export, external prewar support for the government, and civil conflict onset","Oil export, external prewar support for the government, and civil conflict onset",0,https://files.prio.org/Journals/JPR/2017/54/4/Jungmoo Woo.zip,"Oil export, external prewar support for the government, and civil conflict onset",10.1177/0022343317697369
The legacy of foreign patrons,The legacy of foreign patrons,0,https://files.prio.org/Journals/JPR/2017/54/4/Niklas Karlén.zip,The legacy of foreign patrons,10.1177/0022343317700465
Armed politics and the study of intrastate conflict,Armed politics and the study of intrastate conflict,0,https://files.prio.org/Journals/JPR/2017/54/4/Paul Staniland.zip,Armed politics and the study of intrastate conflict,10.1177/0022343317698848
Does counterterrorism militarize foreign aid,Does counterterrorism militarize foreign aid,0,"https://files.prio.org/Journals/JPR/2017/54/4/Tobias Heinrich, Carla Martinez Machain &amp; Jared Oestman.zip",Does counterterrorism militarize foreign aid? Evidence from sub-Saharan Africa,10.1177/0022343317702708
Institutional authority and security cooperation within regional economic organizations,Institutional authority and security cooperation within regional economic organizations,0,https://files.prio.org/Journals/JPR/2017/54/4/Yoram Z Haftel &amp; Stephanie C Hofmann.zip,Institutional authority and security cooperation within regional economic organizations,10.1177/0022343316675908
Food scarcity and state vulnerability,Food scarcity and state vulnerability,0,"https://files.prio.org/Journals/JPR/2017/54/3/Benjamin T Jones, Eleonora Mattiacci &amp; Bear F Braumoeller.zip",Food scarcity and state vulnerability: Unpacking the link between climate variability and violent unrest,10.1177/0022343316684662
Perils of Pluralism,Perils of pluralism,0.0350877192982457,"https://files.prio.org/Journals/JPR/2017/54/3/Charles Fernandes Taylor, Jon CW Pevehouse, Scott Straus.zip",Perils of pluralism: Electoral violence and incumbency in sub-Saharan Africa,10.1177/0022343316687801
Ethnic inequality and coups in Sub-Saharan Africa,Ethnic inequality and coups in sub-Saharan Africa,0.0274943310657596,https://files.prio.org/Journals/JPR/2017/54/3/Christian Houle &amp; Cristina Bodea.zip,Ethnic inequality and coups in sub-Saharan Africa,10.1177/0022343316685140
Compliance vs. constraints,Compliance vs. constraints,0,https://files.prio.org/Journals/JPR/2017/54/3/Luis De la Calle.zip,Compliance vs. constraints: A theory of rebel targeting in civil war,10.1177/0022343316686823
The effects of military and non-military government expenditures on private consumption,The effects of military and non-military government expenditures on private consumption,0,https://files.prio.org/Journals/JPR/2017/54/3/Marco Lorusso &amp; Luca Pieroni.zip,The effects of military and non-military government expenditures on private consumption,10.1177/0022343316687017
Living off the land,Living off the land,0,https://files.prio.org/Journals/JPR/2017/54/3/Ore David Koren &amp; Benjamin E Bagozzi.zip,"Living off the land: The connection between cropland, food security, and violence against civilians",10.1177/0022343316684543
No extraction without representation,No extraction without representation,0,https://files.prio.org/Journals/JPR/2017/54/3/Philipp Hunziker &amp; Lars-Erik Cederman.zip,No extraction without representation: The ethno-regional oil curse and secessionist conflict,10.1177/0022343316687365
Autocracies and the international sources of cooperation,Autocracies and the international sources of cooperation,0,https://files.prio.org/Journals/JPR/2017/54/3/Soumyajit Mazumder.zip,Autocracies and the international sources of cooperation,10.1177/0022343316687018
Canaries in a coal-mine,Canaries in a coal-mine,0,https://files.prio.org/Journals/JPR/2017/54/2/Anita R Gohdes &amp; Sabine C Carey.zip,Canaries in a coal-mine? What the killings of journalists tell us about future repression,10.1177/0022343316680859
The shape of things to come,The shape of things to come,0,https://files.prio.org/Journals/JPR/2017/54/2/Daina Chiba &amp; Kristian Skrede Gleditsch.zip,The shape of things to come? Expanding the inequality and grievance model for civil war forecasts with event data,10.1177/0022343316684192
"Sub-national violent conflict forecasts for sub-Saharan Africa, 2015-2065, using climate-sensitive models","Subnational violent conflict forecasts for sub-Saharan Africa, 2015–65, using climate-sensitive models",0.151279917907757,"https://files.prio.org/Journals/JPR/2017/54/2/Frank D Witmer, Andrew M Linke, John OLoughlin, Andrew Gettelman &amp; Arlene Laing.zip","Subnational violent conflict forecasts for sub-Saharan Africa, 2015–65, using climate-sensitive models",10.1177/0022343316682064
The oracle or the crowd,The oracle or the crowd,0,"https://files.prio.org/Journals/JPR/2017/54/2/Gerald Schneider, Maya Hadar &amp; Naomi Bosler.zip",The oracle or the crowd? Experts versus the stock market in forecasting ceasefire success in the Levant,10.1177/0022343316683437
Evaluating the scope and intensity of the conflict trap,Evaluating the scope and intensity of the conflict trap,0,https://files.prio.org/Journals/JPR/2017/54/2/Håvard Hegre Håvard Mokleiv Nygård &amp; Ranveig Flaten Ræder.zip,Evaluating the scope and intensity of the conflict trap,10.1177/0022343316684917
Predicting the decline of ethnic civil war,Predicting the decline of ethnic civil war,0,"https://files.prio.org/Journals/JPR/2017/54/2/Lars-Erik Cederman, Kristian Skrede Gleditsch &amp; Julian Wucherpfennig.zip",Predicting the decline of ethnic civil war,10.1177/0022343316684191
Do the robot,Do the robot,0,https://files.prio.org/Journals/JPR/2017/54/2/Michael Colaresi &amp; Zuhaib Mahmood.zip,Do the robot,10.1177/0022343316682065
Lessons from near real-time forecasting of irregular leadership changes.,Lessons from near real-time forecasting of irregular leadership changes,0.00462962962962965,https://files.prio.org/Journals/JPR/2017/54/2/Michael D Ward &amp; Andreas Beger.zip,Lessons from near real-time forecasting of irregular leadership changes,10.1177/0022343316680858
Using night light emissions for the prediction of local wealth,Using night light emissions for the prediction of local wealth,0,https://files.prio.org/Journals/JPR/Online First/Nils Weidmann &amp; Sebastian Schutte.zip,Using night light emissions for the prediction of local wealth,10.1177/0022343316630359
Predicting local violence,Predicting local violence,0,"https://files.prio.org/Journals/JPR/2017/54/2/Robert A Blair, Christopher Blattman &amp; Alexandra Hartman.zip",Predicting local violence,10.1177/0022343316684009
Market anticipations of conflict onsets,Market anticipations of conflict onsets,0,https://www.prio.org/utility/DownloadFile.ashx?id=52&amp;type=replicationfile,Market anticipations of conflict onsets,10.1177/0022343316687615
Financing rebellion,Financing rebellion,0,https://files.prio.org/Journals/JPR/2017/54/2/Ursula Daxecker &amp; Brandon C Prins.zip,Financing rebellion,10.1177/0022343316683436
"The Issue Correlates of War Territorial Claims data, 1816-2001","The Issue Correlates of War Territorial Claims Data, 1816–20011",0.0266257040450588,"https://files.prio.org/Journals/JPR/2017/54/1/Bryan A Frederick, Paul R Hensel &amp; Christopher Macaulay.zip","The Issue Correlates of War Territorial Claims Data, 1816–20011",10.1177/0022343316676311
The search for rebel interdependence,The search for rebel interdependence,0,https://files.prio.org/Journals/JPR/2017/54/1/Ezra Schricker.zip,The search for rebel interdependence,10.1177/0022343316668570
"Cooperation, information, and keeping the peace","Cooperation, information, and keeping the peace",0,https://files.prio.org/Journals/JPR/2017/54/1/Grant Gordon &amp; Lauren Young.zip,"Cooperation, information, and keeping the peace",10.1177/0022343316682063
"Coup risk, coup-proofing and leader survival","Coup risk, coup-proofing and leader survival",0,https://files.prio.org/Journals/JPR/2017/54/1/Jun Koga Sudduth.zip,"Coup risk, coup-proofing and leader survival",10.1177/0022343316676885
Can civilian attitudes predict insurgent violence,Can civilian attitudes predict insurgent violence,0,"https://files.prio.org/Journals/JPR/2017/54/1/Kentaro Hirose, Kosuke Imai &amp; Jason Lyall.zip",Can civilian attitudes predict insurgent violence? Ideology and insurgent tactical choice in civil war,10.1177/0022343316675909
Women on the frontline,Women on the frontline,0,https://files.prio.org/Journals/JPR/2017/54/1/Reed M Wood &amp; Jakana L Thomas.zip,Women on the frontline,10.1177/0022343316675025
The economic cost of civil war,The economic costs of civil war,0.010752688172043,"https://files.prio.org/Journals/JPR/2017/54/1/Stefano Costalli, Luigi Moretti &amp; Costantino Pischedda.zip",The economic costs of civil war,10.1177/0022343316675200
"Using violence, seeking votes","Using violence, seeking votes",0,https://files.prio.org/Journals/JPR/2016/53/6/Aila M Matanock.zip,"Using violence, seeking votes",10.1177/0022343316668390
Localized legacies of civil war,Localized legacies of civil war,0,https://www.prio.org/utility/DownloadFile.ashx?id=29&amp;type=replicationfile,Localized legacies of civil war,10.1177/0022343316659692
The Democratic dividend of nonviolent resistance,The democratic dividend of nonviolent resistance,0.0777186761229316,"https://files.prio.org/Journals/JPR/2016/53/6/Markus Bayer, Felix S Bethke &amp; Daniel Lambach.zip",The democratic dividend of nonviolent resistance,10.1177/0022343316658090
How can political trust be built after civil wars,How can political trust be built after civil wars,0,https://files.prio.org/Journals/JPR/2016/53/6/Pui-Hang Wong.zip,How can political trust be built after civil wars? Evidence from post-conflict Sierra Leone,10.1177/0022343316659334
Sooner or later,Sooner or later,0,https://files.prio.org/Journals/JPR/2016/53/6/Ray Subhasish.zip,Sooner or later,10.1177/0022343316663814
Twisting arms and sending messages,Twisting arms and sending messages,0,https://files.prio.org/Journals/JPR/2016/53/6/Sara MT Polo &amp; Kristian Skrede Gleditsch.zip,Twisting arms and sending messages,10.1177/0022343316667999
"International law, military effectiveness, and public support for drone strikes","International law, military effectiveness, and public support for drone strikes",0,https://files.prio.org/Journals/JPR/2016/53/6/Sarah E Kreps &amp; Geoffrey PR Walace.zip,"International law, military effectiveness, and public support for drone strikes",10.1177/0022343316657405
New democracies and the risk of civil conflict,New democracies and the risk of civil conflict,0,https://files.prio.org/Journals/JPR/2016/53/6/Scott J Cook &amp; Burcu Savun.zip,New democracies and the risk of civil conflict,10.1177/0022343316660756
