file_in,title,journal,average marginal component effect,average treatment effect,carr.{20}exper,\bcausal\b,causal inference,choice experi,coefficient,condition,"conduct.{1,70}exper",confidence interval,joint analysis,joint experiment,control,control condition,control group,design,difference-in-differences,\beffect\b,estimator,"experi.{1,120}conduct",experi.{20}carri,"experi.{1,40}we","experi.{1,30}design","experiment.{1,10}design","experiment.{1,10}group","experiment.{1,10}manipul","experiment.{1,10}research",field experiment,"group.{1,10}treat",instrumental variable,interaction,internet experiment,intervention,"i{1,20}ran","i{1,20}random",lab experiment,laboratory experiment,likelihood estimator,list experim,list survey,manipulat,marginal means,maximum likelihood estimator,measure,mechanical turk,mturk,multilevel experiment,natural experiment,null result,\bols\b,"original.{1,10}experim",\bour\b,"our.{1,10}game","our.{1,20}experi","our.{1,30}find",p <,p =,p >,p<,p=,p>,participa,"participants.{1,30}assign",plot,polimetrix,post-test,posttest,pre-experiment,pre-test,predict,predicted probab,pretest,qualtrics,quasi-experi,random utility model,"random.{1,30}assign",randomi[sz]ed control trial,rct,rdd,recruit,"recruit.{1,20}participa","recruit.{1,20}respond","recruit.{1,20}subject",regression,respon,"respond.{1,10}were",review,sample size,simulat,statistical significance,statistically significant,"study.{1,20}experi",subject,"subject.{1,20}recruit",survey experi,systematic review,the experi,this experi,treatment effect,treatment group,thought experi,group experi,"use.{1,30}experi","using.{1,10}experiment","utili[sz].{1,70}exper",validity,vignette,vignette experiment,\bwe\b,"we.{1,150}experiment","we.{1,20}carr","we.{1,20}conduct","we.{1,20}design","we.{1,20}field","we.{1,20}find","we.{1,20}ran","we.{1,20}randomi","we.{1,20}recrui","we.{1,20}test","we.{1,40}design",yougov,µ,β,computation,regression discontinuity,discrete choice,cluster,choice experi,monte carlo,player,"experi.{1,10}condition","experi.{1,10}session",counterfact,count_experiment,exp_header,exp_sum,exp_avg,prereg_context,prereg_term_context,nchar
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"s. for example, most of the individuals who are eligible to preregister will be in high school, where they are likely to encounter a civics curriculum, in-school registration drives, or other reinforcing activities. there is a rich literature showing that exposure to a civics curriculum is related to turnout later in life (e.g., niemi and junn 2005). some states mandate that election officials hold registration drives within public high schools (mcdonald and tho",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ic high schools (mcdonald and thornburg 2010). in addition, preregistration might be supported by campaign efforts (burden et al. 2014). once a young person is part of a state’s voter file, she is more likely to be contacted by candidates, parties, and interest groups who use regis- tration lists in targeting their campaign communications and mobilization efforts (hillygus and shields 2008). in sum, there are several reasons to suspect that preregistration could",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ds 2008). in sum, there are several reasons to suspect that preregistration could be an effective reform for increasing turnout among young voters. more broadly, identifying these factors contributes to a conceptual framework for understanding when and if other electoral reforms should be effective. political scientists have long explored the decision to vote through the lens of a voting calculus, focusing on cost reduction as a viable means of increasing turnou",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"mpirical challenge is how to estimate an unbiased effect of preregistration given the powerful role of individual motivation in explaining turnout (berinsky, burns and traugott 2001; erikson 1981). within the electoral reforms literature, many studies rely on state- level “treatment” with a strong assumption about how electoral reforms originate (erikson and minnite 2009). this approach assumes that election reforms generate exogenously, outside the control of v",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"using a more compelling identification strategy to evaluate preregistration’s impact. first, we examine the impact of preregistration across multiple states using a pooled cross-section. in this analysis, we combine difference-in-difference and lag models to bracket the aggregate effect of preregistration laws. we then narrow our focus to the state of florida, where we are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"e preregistration’s impact. first, we examine the impact of preregistration across multiple states using a pooled cross-section. in this analysis, we combine difference-in-difference and lag models to bracket the aggregate effect of preregistration laws. we then narrow our focus to the state of florida, where we are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of the analysis, we use regression discontinuity models to e",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ifference and lag models to bracket the aggregate effect of preregistration laws. we then narrow our focus to the state of florida, where we are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of the analysis, we use regression discontinuity models to estimate the causal impact of increased preregistration exposure among young adults in the voter file. this combination of approaches give us a complementary picture of the i",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"are able to take advantage of a discontinuity in take-up of prereg- istration. in this part of the analysis, we use regression discontinuity models to estimate the causal impact of increased preregistration exposure among young adults in the voter file. this combination of approaches give us a complementary picture of the impact of preregistration on young voter turnout, and it provides an applied example of a methodological approach that others can use to evalu",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ontinuity models to estimate the causal impact of increased preregistration exposure among young adults in the voter file. this combination of approaches give us a complementary picture of the impact of preregistration on young voter turnout, and it provides an applied example of a methodological approach that others can use to evaluate the causal impact of state-level policies. analysis 1: current population survey we first draw from a pooled cross-section of t",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"approaches give us a complementary picture of the impact of preregistration on young voter turnout, and it provides an applied example of a methodological approach that others can use to evaluate the causal impact of state-level policies. analysis 1: current population survey we first draw from a pooled cross-section of the 2000– 2012 current population survey (cps) to examine the effect of preregistration laws on turnout among young voters. the cps gives us a l",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"12 current population survey (cps) to examine the effect of preregistration laws on turnout among young voters. the cps gives us a large, nationally representative samplewithcoverageofbothregisteredandnonregistered individuals with the biannual november supplement. as electoral reforms go, preregistration is relatively new, with most laws being adopted in the last 5 years. table 1 shows the basic trends in voter turnout among young voters (18–22) from 2000 to 20",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496," the biannual november supplement. as electoral reforms go, preregistration is relatively new, with most laws being adopted in the last 5 years. table 1 shows the basic trends in voter turnout among young voters (18–22) from 2000 to 2012 for those states with preregistration laws in place.7 boldfaced values indi- cate preregistration laws being in effect. for comparison, the final rows in the table show the average turnout rate of those states with preregistrati",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"oung voters (18–22) from 2000 to 2012 for those states with preregistration laws in place.7 boldfaced values indi- cate preregistration laws being in effect. for comparison, the final rows in the table show the average turnout rate of those states with preregistration and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age ",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"preregistration laws in place.7 boldfaced values indi- cate preregistration laws being in effect. for comparison, the final rows in the table show the average turnout rate of those states with preregistration and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age range offers ample statistical power as well as greater as- ",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"he table show the average turnout rate of those states with preregistration and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age range offers ample statistical power as well as greater as- surance that individuals were exposed to the preregistration treat- ment (wider ranges would include more individuals who would have ",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"and states without. table 1 offers suggestive evidence that preregistra- tion might increase young voter turnout. using the data in the table, two simple comparisons can be made. first, 7 this age range offers ample statistical power as well as greater as- surance that individuals were exposed to the preregistration treat- ment (wider ranges would include more individuals who would have been too old to utilize preregistration when implemented). as a robustness c",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"as greater as- surance that individuals were exposed to the preregistration treat- ment (wider ranges would include more individuals who would have been too old to utilize preregistration when implemented). as a robustness check, we estimated the models using other age cutoffs (e.g., 18–25, 18–29), with no change to our substantive conclusion. table 1 turnout among young voters (cps, 2000–2012) state 2000 2002 2004 2006 2008 2010 2012 hawaii 24.5 18.9 29.9 17.3 ",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ude more individuals who would have been too old to utilize preregistration when implemented). as a robustness check, we estimated the models using other age cutoffs (e.g., 18–25, 18–29), with no change to our substantive conclusion. table 1 turnout among young voters (cps, 2000–2012) state 2000 2002 2004 2006 2008 2010 2012 hawaii 24.5 18.9 29.9 17.3 25.8 23.1 27.6 florida 36.3 23.5 41.4 16.3 44.0 21.4 40.9 oregon 42.5 27.7 55.7 36.0 53.4 34.5 48.0 california 3",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496," 57.2 33.5 51.3 delaware 44.1 18.7 46.8 24.3 48.4 28.9 43.4 prereg. states 36.1 22.5 42.6 23.5 46.0 25.3 43.3 other states 40.9 25.4 47.6 26.9 47.8 24.7 43.8 note: young voters are defined as those 18–22. states with prereg- istration laws in effect are boldfaced. we can compare turnout patterns within preregistration statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496," note: young voters are defined as those 18–22. states with prereg- istration laws in effect are boldfaced. we can compare turnout patterns within preregistration statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference es",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ffect are boldfaced. we can compare turnout patterns within preregistration statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 an",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"n statesovertime.second,wecancompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 and 4 points.8 of course, such a comparison is overly simplistic, likely sub",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ompareturnoutpatterns between preregistration states and nonpreregistration states. combining these comparisons offers a very simple difference-in-difference estimate. depending on which years are considered pre- versus posttreatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 and 4 points.8 of course, such a comparison is overly simplistic, likely subject to bias from aggregation ",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"eatment, the sim- ple difference-in-difference estimates of preregistration’s impact on young voter turnout are somewhere between 1.3 and 4 points.8 of course, such a comparison is overly simplistic, likely subject to bias from aggregation or vari- ables. for example, states like oregon are surely different from hawaii in systematic ways not accounted for in this basic comparison. a more compelling approach would attempt to account for such heterogeneities acros",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"fference in equation (1) is between states with and without preregistration, and the second is before and after implementation. yit = ␭0 + ␭p pst + ␭␣ ␣s + ␭␦ ␦t + ␭␥ ␥st +␭x xit + ⑀ (1) in the model, the unit of analysis is the individual. the key predictor variable is an indicator of whether the respondent’s state had a preregistration law in effect (pst), and the outcome is whether the individual reported voting (yit).10 the analysis is restricted to young ci",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"ble is an indicator of whether the respondent’s state had a preregistration law in effect (pst), and the outcome is whether the individual reported voting (yit).10 the analysis is restricted to young citizens, defined as individuals 18–22 years of age. to be sure, this model offers only a rough approx- imation of exposure to preregistration. for one, there is not a clear age threshold that should be used for the analysis since exposure to preregistration varies ",,86807
10.1111_ajps.12177,Making young voters: the impact of preregistration on youth turnout,American Journal of Political Science,0,0,0,12,2,0,13,2,0,0,0,0,41,0,15,6,0,66,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,1,0,2,0,101,0,1,1,5,0,0,0,0,0,20,0,6,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,27,10,0,14,2,0,1,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,112,1,0,0,0,0,10,3,0,0,0,0,0,0,0,0,21,0,5,0,0,0,0,0,1,4,0,534,4.01503759398496,"is model offers only a rough approx- imation of exposure to preregistration. for one, there is not a clear age threshold that should be used for the analysis since exposure to preregistration varies by age, state, and year.11 second, individuals of the same age can have different opportunities to preregister or register regularly simply because of the nuances of date of birth and election timing—a fact we leverage in the next section of the article. unfortunatel",,86807
