file_in,title,context
10.1017_s0022381611001642,Neighborhood watch: spatial effects of human rights ingos,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results will be made available at www.kchadclay.com no later than the publication date. consistent wit"
10.1017_s0022381611001666,"Competition, party dollars, and income bias in voter turnout, 1980�2008","on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. the data and syntax files used in this article will be made available at http: //www.marquette.edu/polisci/faculty_wichowsky.shtml no later than the date of publication."
10.1017_s0022381611001708,A field experiment on legislators' home styles: service versus policy,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. data and supporting materials for the study will be made available at http://isps.research.yale.edu/. 474 service more simply because their committee assign- ments are mor"
10.1017_s0022381611001708,A field experiment on legislators' home styles: service versus policy,"lable at www.journals.cambridge.org/jop. data and supporting materials for the study will be made available at http://isps.research.yale.edu/. 474 service more simply because their committee assign- ments are more conducive to doing so (fenno 1973). our particular study involved over 1,000 letters sent by actual i"
10.1017_s0022381611001721,Missing links in party-system polarization: how institutions and voters matter,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and statistical code necessary to replicate the analysis in this manuscript will be made available at http://www.socpol.unimi.it/docenti/curini upon publication. 46"
10.1017_s0022381611001733,The effect of elections on postconflict peace and reconstruction,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/action/displayjournal? jid5jop. data and supporting materials necessary to reproduce the numerical results will be made available at http//polisci.osu.edu/ faculty/nooruddi/i"
10.1017_s0022381611001952,Private investment and the institutionalization of collective action in autocracies: ruling parties and legislatures,"itical science association, 2012 issn 0022-3816 1 replication data available at http://go.worldbank.org/xu84q9c3l0. 2 we provide data sources in the fourth section below. 621 supporters: the age of the ruling party at the time the ruler takes power; the degree to which rulers enter o"
10.1017_s0022381612000205,"Bureaucratic discretion, business investment, and uncertainty"," political competition. 1 an online appendix with supplementary material for this article will be available at http://journals.cambridge.org/jop. upon pub- lication, data and supporting materials necessary to reproduce numerical results will be made available at http://dvn.iq.harvard. edu/dvn/dv/ghb. 2 studies use"
10.1017_s0022381612000205,"Bureaucratic discretion, business investment, and uncertainty","s.cambridge.org/jop. upon pub- lication, data and supporting materials necessary to reproduce numerical results will be made available at http://dvn.iq.harvard. edu/dvn/dv/ghb. 2 studies use this measure both explicitly, beginning with knack and keefer (1995) as well as implicitly, since the world bank uses icrg data to build its own govern"
10.1017_s0022381612000321,Close enough for comfort? The spatial structure of interest and information in ballot measure elections,"ience association, 2012 issn 0022-3816 1 data and supporting materials necessary to reproduce the numerical results are available at http://myweb.uiowa.edu/fboechmke/data/ bbdw2012jop.zip an online appendix with supplementary material related to this article is available at https://cambridge.org/jop. 827 improve the transportation infr"
10.1017_s0022381612000321,Close enough for comfort? The spatial structure of interest and information in ballot measure elections,mke/data/ bbdw2012jop.zip an online appendix with supplementary material related to this article is available at https://cambridge.org/jop. 827 improve the transportation infrastructure primarily in new york city and surrounding suburbs. while previous studies show that when distance influences the likely or perceiv
10.1017_s0022381612000382,All the president's men? The appointment of female cabinet ministers worldwide,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results will be made available at obrien.wustl.edu upon publication. 840 women as ‘‘window-dressing’’ "
10.1017_s0022381612000394,Candidates matter: policy and quality differences in congressional elections,"ity of california, davis. an online appendix with supplementary material for this article is available at https://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results are available at electionstudy.ucdavis.edu. 870 of policy differences, especially in the pola"
10.1017_s0022381612000412,"Institutional trust, education, and corruption: a micro-macro interactive approach",overnance on the other. 1 an online appendix with supplementary material will be available after publication of the article at https://journals.cambridge.org/jop. the data used in this paper are accessible at http://ess.nsd.uib.no/ess/round4. supporting materials necessary to reproduce the numerical results will be made available
10.1017_s0022381612000448,Turning personal experience into political attitudes: the effect of local weather on americans' perceptions about global warming,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and code necessary to replicate this analysis will be made available at politics.as.nyu.edu/object/patrickegan.html upon publication. 796 ‘‘solid evidence’’ that th"
10.1017_s0022381612000461,Social networks and correct voting,"on, 2012 issn 0022-3816 1 an online appendix with supplementary materials for this article is available at https://journals.cambridge.org/jop. replication data and supporting materials will be made available at sokhey’s faculty page at www.polsci.colorado.edu by april 1, 2012. 751 that promote voting in a mann"
10.1017_s0022381612000461,Social networks and correct voting," available at https://journals.cambridge.org/jop. replication data and supporting materials will be made available at sokhey’s faculty page at www.polsci.colorado.edu by april 1, 2012. 751 that promote voting in a manner that is consistent with one’s preferences, the underlying standard of lau and redlawsk’s measure. interestingly, we find litt"
10.1017_s0022381612000540,What makes us click? Demonstrating incentives for angry discourse with digital-age field experiments,p://www.timothyjryan.com. an online appendix with supplementary material is available at www.journals. cambridge.org/jop. 1138 anger arises more often in political advertisements than fear.4 why? the political implications of this important emotion are less well understood. as i review below
10.1017_s0022381612000643,Democratic peace or clash of civilizations? Target states and support for war in britain and the united states,"se and penny visser, principal investigators. for supplemental material, see the online appendix at http://journals.cambridge.org/jop. data to reproduce the u.s. analyses are available at www.tessexperiments.org/ data/johns798.html; the u.k. data will be archived at www.esds.ac.uk no later than july 201"
10.1017_s0022381612000655,Social constraints and civil war: bridging the gap with criminological theory,"specifications, and robustness checks), data, and supporting materials necessary for replication will be made available at www.journals.cambridge.org/jop and at http://www.uky.edu/ ;clthyn2/. 1066 factors that structure organized crime, which have direct links to existing civil war scholarship. the first three factors includ"
10.1017_s0022381612000680,Welfare versus subsidies: governmental spending decisions in an era of globalization,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and supporting material necessary to reproduce the results in the article will be made available at http://personal.lse.ac.uk/rickard/research.htm upon publication."
10.1017_s0022381612000849,"Sectoral economies, economic contexts, and attitudes toward immigration","on, 2012 issn 0022-3816 1 an online appendix with supplementary material is available at http://journals.cambridge.org/jop. replication data and code will be available on publication at http://www.princeton.edu/~rdancygi/. 2 for recent exceptions, see malhotra, margalit, and mo (forthcoming) "
10.1017_s0022381612000862,"Voting power, policy representation, and disparities in voting's rewards","on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. replication data will be made available at spot.colorado.edu/;jogr6343 on publication. 2 baker v. carr, 369 us 186 (1962). 52 theoretical accounts of legislator behavior s"
10.1017_s0022381612000898,International institutions and civil war prevention,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material and analyses is available at http://journals.cambridge.org/jop. replication files for the analyses performed in the study are located at http://dvn.iq.harvard.edu/dvn/dv/jkarreth. 2 we use the term ‘‘conflict’’ below as shorthand for"
10.1017_s0022381612000928,"Does electoral accountability make a difference? Direct elections, career ambition, and legislative performance in the argentine senate","on, 2012 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results will be made available at www.jpmicozzi.net no later than january 2013. 137 direct elections f"
10.1017_s002238161200093x,The supreme court and percolation in the lower courts: an optimal stopping model,s available at http://journals.cambridge.org/jop. replication code and data and supporting materials needed to reproduce the numerical results can be found at http://dvn.iq.harvard.edu/dvn/dv/ jkastellec. 150 how can the court create good law in the face of inherent uncertainty? in this article we develop a theory of how the supreme court evaluates new legal is
10.1017_s0022381612000965,The policy origins of congressional approval,"ience association, 2012 issn 0022-3816 1 data and supporting materials necessary to reproduce these analyses are available at http://www.public.asu.edu/mdramir. 198 outputs of a single authority. although citizens attribute blame for the economy to congress and use it in evaluating the institution (durr, gilmour, and wolbrecht 1"
10.1017_s0022381612000989,Making sense of isolationism: foreign policy mood as a multilevel phenomenon,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material is available at http://journals.cambridge.org/jop; replication data will be made available at http://politicalscience.osu.edu/grads/kertzer.1/ by the time of publication. this research was supported by the social science"
10.1017_s0022381612000989,Making sense of isolationism: foreign policy mood as a multilevel phenomenon,"s available at http://journals.cambridge.org/jop; replication data will be made available at http://politicalscience.osu.edu/grads/kertzer.1/ by the time of publication. this research was supported by the social sciences and humanities research council of canada. 225 variables interact. moreover,"
10.1017_s0022381612000990,Earmarks as a means and an end: the link between earmarks and campaign contributions in the u.s. House of representatives,"on, 2012 issn 0022-3816 1 an online appendix with supplementary material is available at http://journals.cambridge.org/jop. data and material to reproduce the results is available at http://www.unm.edu/~msrocca/writings.html. 2 see http://www.opensecrets.org/earmarks/ (july 17, 2012). 241 ear"
10.1017_s0022381613000017,Voting for justices: change and continuity in confirmation voting 1937�2010,"s available at http://journals.cambridge.org/jop. replication code and data and supporting materials needed to reproduce the numerical results can be found at http://hdl.handle.net/1902.1/18723. 2 throughout the article we evaluate the 42 nominees in this time period who received a final confirmation vote by the senate, including voice votes. three nominations—"
10.1017_s0022381613000029,"The foundations of limited authoritarian government: institutions, commitment, and power-sharing in dictatorships","on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. data and supporting materials necessary to reproduce our statistical results are available at each author’s personal website. 300 institutions that may alleviate these com"
10.1017_s0022381613000042,"Measuring constituent policy preferences in congress, state legislatures, and cities",n for their generous advice and support. data and supporting materials will be made available at www.americanideologyproject.com/data upon publication. 2 individuals do not need to be able to identify this policy bundle. it merely must be true that they would choose this policy bundle over any other
10.1017_s0022381613000133,Exceeding expectations? Determinants of satisfaction with the voting process in the 2008 u.s. Presidential election,"ience association, 2013 issn 0022-3816 1 data and supporting materials necessary to reproduce the numerical results are available at http://www.capc.umd.edu/votingtechresearch. asp. an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop 2 most research focuses on the impact of "
10.1017_s0022381613000133,Exceeding expectations? Determinants of satisfaction with the voting process in the 2008 u.s. Presidential election,"/votingtechresearch. asp. an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop 2 most research focuses on the impact of winning and losing on individuals’ satisfaction with democratic political systems (e.g., anderson and guillory 1997; nadeau and b"
10.1017_s0022381613000157,Autocratic institutions and civil conflict contagion,", reference ep/h02185x/1. an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results are available at www.jessicamaves.com. 2 herein we refer interchangeably to civil war, civil con"
10.1017_s0022381613000157,Autocratic institutions and civil conflict contagion,"lable at www.journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results are available at www.jessicamaves.com. 2 herein we refer interchangeably to civil war, civil conflict, and internal conflict. in each instance, we are referring to armed interactions occurring within a country between th"
10.1017_s0022381613000340,"Cities, redistribution, and authoritarian regime survival","on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop and at http://polisci.osu.edu/faculty/jwallace, where replication data will be made available no later than print publication. 2 china’s household registration (hukou) sy"
10.1017_s0022381613000388,Stereotypes of muslims and support for the war on terror,"al science at the george washington university. a supplementary online appendix with auxiliary materials for this article is available at http://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the results are available at http://home.gwu.edu/;jsides/research.html. 2 for economy of expression, we will often r"
10.1017_s0022381613000388,Stereotypes of muslims and support for the war on terror,"le at http://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the results are available at http://home.gwu.edu/;jsides/research.html. 2 for economy of expression, we will often refer to these wars collectively as the ‘‘war on terror,’’ mindful of the controversy over this label and over whether"
10.1017_s0022381613000431,Conceptualizing and measuring participation in the age of the internet: is online political engagement really different to offline?,llowship res-051-27-0299. an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results will be made available at the economic and social data service (www.esds.ac.uk) no later than 
10.1017_s0022381613000455,The coevolution of perceptions of procedural fairness and link formation in self-organizing policy networks,th nsf grant sbr97295905. an online appendix with supplementary material can be found at www.journals.cambridge.org/jop. replication materials can be found at www.u.arizona.edu/;berardo/research.htm. 2 gibson (1989) failed to find evidence that perceptions of procedural fairness directly aff
10.1017_s0022381613000467,"Context counts: the election cycle, development, and the nature of economic voting","on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results will be made available from http://www.polisci.uconn.edu/people/faculty/faculty. php?name5singer"
10.1017_s0022381613000479,U.s. Senate elections before the 17th amendment: political party cohesion and conflict 1871�1913,foundation grant 0517813. an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. data used in this article will be made available on publication on the authors’ home pages. the data analysis was conducted using stata and clarify. 2 a handful of states 
10.1017_s0022381613000492,How words do the work of politics: moral foundations theory and the debate over stem cell research," thank charles barrilleaux for financial support. replication materials will be made available at http://journals.cambridge.org/jop and at http://scottaclifford.com/ following publication. 2 haidt (2012) discusses a sixth foundation related to liberty, but empirical work in this area is in its infancy"
10.1017_s0022381613000510,Why do some regions in europe have a higher quality of government?,"lication of this article. an online appendix with supplementary material for this article is available at www.journals. cambridge.org/jop. 567 empirical indexes of qog at regional level, using instead economic indicators as proxies for regional governmental performance. this study aims at bridging that gap b"
10.1017_s0022381613000522,Presidential campaigns and the fundamentals reconsidered,"ing, and social behavior. an online appendix with supplementary materials for this article is available at www.journals.cambridge.org/jop. all data and materials necessary to reproduce the numerical results are available at http://dvn.iq.harvard.edu/dvn/dv/enns. 2 the nearly even split of the popular vote in "
10.1017_s0022381613000686,The information dynamics of vertical stare decisis,"al science, ses-0550451). an online appendix with supplementary material for this article is available at www.journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results will be made available at http://faculty.ucmerced.edu/thansford/publications upon publication. 8"
10.1017_s0022381613000765,"Religious participation, social conservatism, and human development","on, 2013 issn 0022-3816 1 an online appendix with supplemental material for this article is available at www.journals.cambridge.org/jop. the data and computer code necessary to reproduce the numerical results and figures will be made available at https://files.nyu.edu/mrg217/public/ upon publication. 2 we f"
10.1017_s0022381613000777,Separate and suspicious: local social and political context and ethnic tolerance in kenya,rovided research support. an online appendix with supplementary material is available at http://journals.cambridge.org/jop. replication data will be available on publication at http://www.columbia.edu/kk2432. 921 produce tolerance because scarcity increases the stakes of resource competition.
10.1017_s0022381613000935,Majority status and variation in informational organization,"able at www.journals.cambridge.org/jop containing supplemental materials. data and replication materials may be found at www.davidfortunato.com. 2 this framework includes, but is not limited to, cartel theory (cox and mccubbins 1993, 2005) and conditional party government (aldrich and rohde 2001). cartel theory will be the"
10.1017_s0022381613000959,"Economic performance, individual evaluations, and the vote: investigating the causal mechanism","on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article will be available at at www.journals.cambridge.org/jop. data and code necessary to replicate the quantitative results presented in this article will be made available on publication at donnelly’s website. 2 while most of the li"
10.1017_s0022381613000972,"Are we there yet? The voting rights act and black representation on city councils, 1981�2006","on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://www.journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results are available from paru shah at shahp@uwm.edu. 993 yet crucial questions remain unanswered"
10.1017_s0022381613000984,Terrorism in the context of civil war,"on, 2013 issn 0022-3816 1 an online appendix with supplementary material is available at http://journals.cambridge.org/jop. data and supporting materials are available at http://sites.sas.upenn.edu/jstan/. 2 nadim ladki, ‘‘kurdish guerrillas declare all-out war on turkey,’’ reuters news, 8 ju"
10.1017_s0022381613000984,Terrorism in the context of civil war,"le at http://journals.cambridge.org/jop. data and supporting materials are available at http://sites.sas.upenn.edu/jstan/. 2 nadim ladki, ‘‘kurdish guerrillas declare all-out war on turkey,’’ reuters news, 8 june 1993 (accessed may 10, 2013); ‘‘26 injured in bomb blast at turkish resort,’’ r"
10.1017_s0022381613001011,Can candidates activate or deactivate the economic vote? Evidence from two mexican elections,"plementary material for this article and data and supporting materials necessary to reproduce the numerical results are available at http://journals.cambridge.org/jop. 2 although some scholars argue that economic voting is prospective (e.g., downs 1957; lockerbie 2008; mackuen, erikson, and stimson 1992) and/or egocentric (notably kiew"
10.1017_s0022381613001035,The swing justice,"on, 2013 issn 0022-3816 1 an online appendix with supplementary materials for this article is available at www.journals.cambridge.org/jop. all data and materials necessary to reproduce the numerical results are available at http://dvn.iq.harvard.edu/dvn/dv/enns. 1089 while this justice will often be pivotal, "
10.1017_s0022381613001096,Visual political knowledge: a different road to competence?,"on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001096. data and supporting materials necessary to reproduce the numerical results will be made available at www.princeton.edu/;mprior. 2 by ‘‘traditional verbal’’ or "
10.1017_s0022381613001126,"Viability, information seeking, and vote choice","ience association, 2013 issn 0022-3816 1 data and supporting materials to reproduce the results are available at https://my.vanderbilt.edu/cindykam/ upon publication. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001126. 152 some minimal amount o"
10.1017_s0022381613001126,"Viability, information seeking, and vote choice","ndykam/ upon publication. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001126. 152 some minimal amount of information about the can- didates is necessary—be it policy stances, ideology, partisan affiliation, interest group endorsements, o"
10.1017_s0022381613001229,Economic inequality and democratic support,"on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article will be available at http://dx.doi.org/10.1017/s0022381613001229. data and supporting materials necessary to reproduce the numerical results will be made available at http://web.missouri.edu/;krieckhausj/ no later than august"
10.1017_s0022381613001230,"Looking for audience costs in all the wrong places: electoral institutions, media access, and democratic constraint","ical science association, 2013 issn 0022-3816 1 a supplemental online appendix as well as replication data are available at http://www-personal.umich.edu/~pbkp/pbkpotter/research/ research.html. 167 findings because leaders who face substantial audience costs are lumped together with those who do not. drawing on the comparativ"
10.1017_s0022381613001242,The impact of human rights ingo shaming on humanitarian interventions,"d equally to the article. an online appendix with supplementary materials is available at http://dx.doi.org/10.1017/ s0022381613001242. data and supporting materials to reproduce the numerical results are available at http://www.amandamurdie.org/ research.html. 2 in this study, we define human"
10.1017_s0022381613001242,The impact of human rights ingo shaming on humanitarian interventions,"//dx.doi.org/10.1017/ s0022381613001242. data and supporting materials to reproduce the numerical results are available at http://www.amandamurdie.org/ research.html. 2 in this study, we define humanitarian armed intervention as ‘‘the threat or use of force across state borders by a state (or group of states) aimed at prevent"
10.1017_s0022381613001254,"What democracy does (and doesn't do) for basic services: school fees, school inputs, and african elections","e association, 2013 issn 0022-3816 1 all data and supporting materials necessary to reproduce the numerical results are available at http://politics.as.nyu.edu/object/ davidstasavage. an online appendix providing supplementary results and details on data coding can be found at http://dx.doi.org/ 10.1017/s0022381613001254. 2 contributio"
10.1017_s0022381613001254,"What democracy does (and doesn't do) for basic services: school fees, school inputs, and african elections","ect/ davidstasavage. an online appendix providing supplementary results and details on data coding can be found at http://dx.doi.org/ 10.1017/s0022381613001254. 2 contributions to this voluminous literature include blaydes and kayser (2011), ross (2006), kudamatsu (2012), besley and kudamatsu (2006), baum and lake (20"
10.1017_s0022381613001278,International institutions and domestic politics: can preferential trading agreements help leaders promote economic reform?,"ontaining additional empirical analysis. data and supporting materials to reproduce the statistical analyses will be made available at http://www.journals.cambridge.org/jop no later than at the time of the publication of the article. 2 by international institutions, we refer to rules and standards codified in formal agreements; no formal"
10.1017_s002238161300128x,Balancing demands: the world economy and the composition of policy preferences,dation grant ses-1013167. an online appendix with supplementary material is available at http://mypage.iu.edu/;thellwig. materials necessary to reproduce results are available at http://thedata.harvard. edu/dvn/dv/thellwig. 1 preferences in comparative perspective also empha- sizes individual
10.1017_s0022381613001291,"Parties, median legislators, and agenda setting: how legislative institutions matter","on, 2013 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://journals.cambridge.org/jop. data and supporting materials necessary to reproduce the numerical results in the article will be available upon publication at https://sites.google.com/site/ mollycjack"
10.1017_s0022381613001321,Conditional status quo bias and top income shares: how u.s. Political institutions have benefited the rich, russell sage foundation. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001321. data and supporting materials necessary to reproduce the numerical results will be made available at http://dvn.iq.harvard.edu/dvn/dv/nkellydata prior to publi
10.1017_s0022381613001333,The primacy of the local: identifying terrorist hot spots using geographic information systems,"e at http://dx.doi.org/10.1017/s0022381613001333. replication code, data, and supporting materials needed to reproduce the numerical results can be found at www.stephennemeth.org. 304 the positive benefits of democracy were trumped by local fears of government brutality and intransigence. finally, the events in sétif took place amidst a long and resented, a"
10.1017_s0022381613001345,"Taxes, incentives, and economic growth: assessing the impact of pro-business taxes on u.s. State economies",sentation and governance at texas a&m university. replication data and code will be made available at http://thedata.harvard.edu/dvn/dv/sprillaman on acceptance for publication. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001345. 364
10.1017_s0022381613001345,"Taxes, incentives, and economic growth: assessing the impact of pro-business taxes on u.s. State economies","ceptance for publication. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001345. 364 to encourage short-term and long-term economic growth, leading to an overall improvement in the state economy. although the theoretical support for a negat"
10.1017_s0022381613001357,Reconsidering moral issues in politics," at www.timothyjryan.com. an online appendix with supplementary material is available at http://dx.doi.org/10.1017/s0022381613001357. 380 these patterns have clear political significance, but they are little explored. this article seeks to advance understanding of how moral conviction unfolds"
10.1017_s0022381613001394,The adoption of proportional representation,nceton university (2011). an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001394. data and supporting materials necessary to reproduce the numerical results will be made available at http://isabelamares.org and http://www.columbia.edu/ ;ltl2
10.1017_s0022381613001400,Perverse complementarity: political connections and the use of courts among private firms in china,webpage of yuen yuen ang. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001400. an earlier version was titled ‘‘political connections & use of courts in dispute resolution: a survey analysis of chinese private firms’’ and posted on ssrn on
10.1017_s0022381613001461,"When extremism pays: policy positions, voter certainty, and party support in postcommunist europe",om the weidenbaum center. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381613001461. data and replication materials are available at http://privatewww.essex.ac.uk/ ;ezrow/. 2 this macrolevel approach has been used extensively in empirical studi
10.1017_s0022381613001497,United nations bias and force commitments in civil conflicts," baldy center for law and social policy. data and supporting materials necessary to reproduce our results are available at www.michellebenson.net upon publication. 2 for instance, see unsc resolution 1181 on the situation in sierra leone, un doc. s/res/1181. 350 and shannon 2013; pushkina 2006; ruggeri, gizelis, and dorussen"
10.1017_s0022381613001539,Priming under fire: reverse causality and the classic media priming hypothesis,"cipal investigators. an online appendix, data and supporting files necessary to reproduce the analyses are available at http://dx.doi.org/10.1017/s0022381613001539. 2 early studies conceived of similar effects (notably cohen 1963; lippmann 1920, 1922). although there was some early evidence of an ‘‘agenda-setting’’ effect "
10.1017_s0022381613001540,"Visibility, values, and voters: the informational role of the welfare state","on, 2014 issn 0022-3816 1 an online appendix with supplementary materials for this article is available at http://dx.doi.org/10.1017/s0022381613001540. data and supporting materials to reproduce the numerical results will be at http://users.ox.ac.uk/;polf0489/index.html beginning january 1, 2014. 565 which lin"
10.1017_s0022381613001540,"Visibility, values, and voters: the informational role of the welfare state","://dx.doi.org/10.1017/s0022381613001540. data and supporting materials to reproduce the numerical results will be at http://users.ox.ac.uk/;polf0489/index.html beginning january 1, 2014. 565 which links the policy environment to the logic of spatial voting. third, i discuss how to disentangle visibility from other featu"
10.1017_s0022381614000097,Partisanship and reciprocity in cross-chamber legislative interactions,"itical science association, 2014 issn 0022-3816 1 supplemental appendices and replication materials can be found at http://dx.doi.org/10.1017/s0022381614000097 and on the authors’ website at www.jhkirkla.wordpress.com. 2 the safe prescribing act was introduced as h.r. 1285 in the house and s. 621 in the senate. 3 the g"
10.1017_s0022381614000140,"Reassessing proximity voting: expertise, party, and choice in congressional elections","iences, university of california, davis. data and supporting materials necessary to reproduce the results are available at http://electionstudy.ucdavis.edu/. 740 literature emphasizes heuristics as shortcuts voters can employ to make informed choices without much information (lau and redlawsk 2006; lupia and mccubbins 1998; s"
10.1017_s0022381614000164,"Political parties, supply-side strategies, and firms: the political micro-economy of partisan politics",ty. the reverse is true 1 an online appendix with supplementary material is available at http://dx.doi.org/10.1017/s0022381614000164. data and sup- porting materials necessary to reproduce the numerical results in the article are available from the author. 2 those services include core infras
10.1017_s0022381614000188,From bombs to ballots: when militant organizations transition to political parties,"on, 2014 issn 0022-3816 1 an online appendix with supplemental material and additional empirical results is available at both http://dx.doi.org/10.1017/ s0022381614000188 and www.benjaminacosta.com. replication materials are available at www.benjaminacosta.com. 2 the inverse, which lies beyond the scope of this study, also occur"
10.1017_s002238161400019x,Crowding out culture: scandinavians and americans agree on social welfare in the face of deservingness cues,"as additional analyses of robustness and data and supporting materials necessary to reproduce the numerical results are available at http://dx.doi.org/10.1017/s002238161400019x. 684 for the comparative welfare state literature. ten years later, the situation had not changed. brooks and manza, for example, argue that ‘‘mass opinion has "
10.1017_s0022381614000255,Orientations toward conflict and the conditional effects of political disagreement,"on, 2014 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381614000255. data and supporting materials necessary to reproduce the numerical results are available at https://sites.google.com/site/paultesta. 770 provides a more psycho"
10.1017_s0022381614000255,Orientations toward conflict and the conditional effects of political disagreement,://dx.doi.org/10.1017/s0022381614000255. data and supporting materials necessary to reproduce the numerical results are available at https://sites.google.com/site/paultesta. 770 provides a more psychologically and empirically realistic picture of how individuals deal with conflict in their social environment. some people recoil from ar
10.1017_s0022381614000280,Office or officeholder? Regime deinstitutionalization and sources of individual political influence,"://dx.doi.org/10.1017/s0022381614000280. data and supporting materials necessary to reproduce the results are available at http://www.joselkink.net/research. 859 aspects of the personal component (e.g., education, prior career and personality), and relegate more idiosyncratic aspects to the residual. however, we also explain "
10.1017_s0022381614000425,The national news media's effect on congress: howfox newsaffected elites in congress,"on, 2014 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381614000425. data and supporting materials necessary to reproduce the numerical results will be made available upon publication on the authors’ web site. 928 and sinkinson "
10.1017_s0022381614000437,Economic discontent as a mobilizer: unemployment and voter turnout,"on, 2014 issn 0022-3816 1 an online appendix with supplementary material is available at http://dx.doi.org/10.1017/s0022381614000437. replication materials are available on the authors’ web sites (faculty.polisci.wisc.edu/bcburden and www.marquette.edu/polisci/faculty_wichowsky.shtml). 887 fa"
10.1017_s0022381614000449,The european common space: extending the use of anchoring vignettes,"on, 2014 issn 0022-3816 1 an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381614000449. data and supporting materials necessary to reproduce the numerical results are available at chesdata.eu/replication.html. 1089 any survey-based perception data"
10.1017_s0022381614000565,Exploiting the cracks: wedge issues in multiparty competition,"ecurity [nwo 432-08-130]. an online appendix with supplementary material for this article is available at http://dx.doi.org/10.1017/s0022381614000565. data and supporting materials necessary to reproduce the numerical results will be made available at www.catherinedevries.eu. the journal of politics, vol. 76,"
10.1017_s0022381614000589,How the gender of u.s. Senators influences people's understanding and engagement in politics,ies increases citizen’s 1 an online appendix with supplementary material for this article is available at www.cambridge.org/cjo/xxx. the survey data used in this article is available at http://www.icpsr.umich.edu/icpsrweb/icpsr/studies/30141 and syntax files will be available at https://pgs.clas.asu.edu/ by 
10.1017_s0022381614000607,Conference committee proposal rights and policy outcomes in the states,"ttp://dx.doi.org/10.1017/s0022381614000607. data, replication files, and other supplementary material can be found at http://thedata.harvard.edu/dvn/dv/jmryan. 2 the rules governing congressional conference committees have changed little since the establishment of the modern committee system (rybicki 2003). 1059 preferen"
