file_in	title	journal	%	average marginal component effect	Average treatment effect	carr.{20}experiment	choice experiment	coefficient	condition	conduct.{1,70}experiment	utili[sz].{1,70}experiment	confidence interval	conjoint experiment	control	control group	difference-in-differences	estimator	experimental design	experimental group	experimental research	field experiment	instrumental variable	interaction	internet experiment	intervention	likelihood estimator	manipulation	lab experiment	maximum likelihood estimator	measure	model	multilevel experiment	natural experiment	null result	online survey experiment	p <	p =	p >	p<	p=	p>	participa	population	posttest	pretest	predict	predicted probab	causal	sample size	quasi-experimental	random	random utility model	randomized control trial	RCT	RDD	regression discontinuity design	statistical significance	statistically significant	survey experiment	treatment effect	treatment group	validity	list survey	vignette	vignette experiment	β	effect	design	results	plot	figure	subject	recruit	random.{10}assign	control condition	mechanical turk	mturk	causal inference	µ	yougov	polimetrix	qualtrics	count_experiment	nchar
10.1111_j.1467-9299.2011.01971.x	Implementing eu natura 2000 at the project level: lessons from the veluwe border lakes in the netherlands	Public Administration	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	9	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	31	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	69	1	0	7	1	0	0	0	0	0	3	0	0	0	0	5	58366
10.1007_s10784-012-9174-1	A model of dynamic climate governance: dream big, win small	International Environmental Agreements: Politics, Law and Economics	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	1	0	0	2	0	0	0	0	0	0	0	0	0	0	7	72407
10.1093_ijpor_edu007	Aversive racism in spain–testing the theory	International Journal of Public Opinion Research	23	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	15	0	0	0	0	25	0	0	0	0	0	0	4	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9	73526
10.1093_poq_nfz006	Partisanship and question-wording effects: experimental evidence from latin america	Public Opinion Quarterly	16	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	12	6	12	0	10	0	1	0	0	1	0	0	0	0	0	0	14	52562
10.1016_j.marpol.2019.02.050	Ecological connectivity between the areas beyond national jurisdiction and coastal waters: safeguarding interests of coastal communities in developing countries	Marine Policy	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	6	93407
10.1016_j.ejpoleco.2010.05.002	Macroeconomic volatilities and the labor market: first results from the euro experiment	European Journal of Political Economy	28	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6	83	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	2	23	2	0	10	0	0	0	0	0	0	0	0	0	0	9	67677
10.1111_j.1748-5991.2010.01091.x	Approval regulation and endogenous consumer confidence: theory and analogies to licensing, safety, and financial regulation	Regulation \& Governance	0	0	0	0	0	1	5	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	53	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	40	6	1	15	0	7	4	0	0	0	0	0	0	0	0	0	0	56	83887
10.1007_s11109-015-9316-6	Participation in the wake of adversity: blame attribution and policy-oriented evaluations	Political Behavior	0	0	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	0	5	6	4	0	0	0	0	0	0	0	0	2	2	0	5	81898
10.1017_s0007123419000656	A populist paradox? {How} brexit softened anti-immigrant attitudes	British Journal of Political Science	0	0	0	0	0	0	2	1	0	1	0	56	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	0	16	0	0	1	0	0	0	0	0	0	3	1	0	3	1	0	0	0	0	23	9	17	1	28	1	0	0	0	0	0	2	0	1	0	0	18	75130
10.1002_polq.12803	The puzzle of democratic divergence in the arab world: theory confronts experience in egypt and tunisia	Political Science Quarterly	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	7	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	116800
10.1016_j.ejpoleco.2017.08.002	Public opinion and the political economy of educational reforms: a survey	European Journal of Political Economy	236	0	0	0	0	0	2	0	0	0	0	25	24	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	6	0	18	0	0	0	0	0	0	5	29	0	0	2	0	0	0	0	0	1	0	0	0	0	42	138851
10.1177_0022002714564426	Punishment and cooperation in stochastic social dilemmas	Journal of Conflict Resolution	42	0	0	0	0	12	4	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	3	16	0	6	41	0	0	0	0	0	0	0	0	0	0	33	74008
10.1017_s1049096512000510	2012 apsa teaching and learning conference and track summaries	PS: Political Science \& Politics	9	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	11	0	0	9	0	0	0	0	0	0	0	0	0	0	5	144194
10.1177_0022002713492636	Emotion regulation and the cultivation of political tolerance	Journal of Conflict Resolution	0	0	0	0	0	0	36	0	0	1	0	25	1	0	0	0	0	0	0	0	11	0	2	0	13	0	0	3	25	0	0	0	0	3	0	0	0	0	0	0	12	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	26	2	9	0	8	0	0	0	15	0	0	0	0	0	0	0	14	79275
10.1017_s1474745621000069	Trade law in a data-driven economy: the need for modesty and resilience	World Trade Review	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	3	0	0	34	0	0	0	0	0	0	0	0	0	0	9	117994
10.1111_pops.12374	Do disagreeable political discussion networks undermine attitude strength?	Political Psychology	7	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	4	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	12	2	29	0	8	3	0	0	0	0	0	0	0	0	0	0	7	65233
10.1093_pan_mpr008	Fixed-effects vector decomposition: properties, reliability, and instruments	Political Analysis	3	0	0	0	0	6	0	0	0	0	0	0	0	0	94	1	0	0	0	3	0	0	0	0	0	0	0	1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	9	23	1	4	18	0	0	0	0	0	0	0	0	0	0	13	72387
10.1017_s1049096509990680	Assessing student learning outcomes in united states government courses	PS: Political Science \& Politics	53	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	1	0	0	0	0	0	0	0	0	0	0	6	26881
10.1017_s1537592719002792	Chains of persuasion: a framework for religion in democracy. {By} benjamin r. {Hertzberg}. {New} york: oxford university press, 2019. 224p. \$65.00 cloth.	Perspectives on Politics	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	18553
10.1093_ejil_chaa029	What is wrong with investment arbitration? {Evidence} from a set of behavioural experiments	European Journal of International Law	37	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	5	0	0	0	0	7	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	10	12	26	0	0	2	0	0	0	0	0	0	0	0	0	1	56	85581
10.1111_padm.12656	Improving public services by mining citizen feedback: an application of natural language processing	Public Administration	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	34	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	3	10	1	11	0	0	0	0	0	0	0	0	0	0	0	6	63670
10.1111_ajps.12209	Policy attitudes in institutional context: rules, uncertainty, and the mass politics of public investment	American Journal of Political Science	9	0	0	0	0	1	28	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	3	0	8	0	0	4	10	0	0	0	0	18	3	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	21	1	0	25	5	17	0	0	2	0	0	3	0	0	0	0	2	2	0	36	69401
10.1017_pan.2020.34	Publication biases in replication studies	Political Analysis	34	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0	0	0	0	10	12	8	0	0	2	0	15	2	0	2	1	81	5	9	17	0	0	0	1	0	0	0	0	0	0	51	65841
10.1017_s0007123415000629	Open/closed list and party choice: experimental evidence from the uk	British Journal of Political Science	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	2	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	5	0	11	7	0	0	0	0	32	10	14	0	11	0	0	0	0	0	0	0	0	7	0	0	29	63437
10.1007_s11109-018-9509-x	Foreclosure's fallout: economic adversity and voter turnout	Political Behavior	6	0	0	0	0	5	1	0	0	0	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	13	1	27	0	0	2	0	0	0	0	0	1	0	0	0	0	6	55576
10.1177_1065912918795059	Do voters discount political scandals over time?	Political Research Quarterly	4	0	0	0	0	4	1	0	0	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	6	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	10	1	21	3	9	0	0	0	0	0	1	0	0	0	0	0	14	62773
10.1080_13563467.2016.1198757	Governing new global health-care markets: the case of stem cell treatments	New Political Economy	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	8	73312
10.1146_annurev-polisci-072012-113556	How {Do} {Campaigns} {Matter}?	Annual Review of Political Science	8	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	2	0	0	0	1	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25	0	17	0	0	3	0	0	0	0	0	0	0	1	0	0	32	77692
10.1093_pan_mps022	A case for registering studies of political outcomes: an application in the 2010 house elections	Political Analysis	0	0	0	0	0	2	1	1	0	0	0	4	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	3	56	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	8	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	120	42	0	1	20	1	0	0	0	0	2	0	0	0	0	19	77514
10.1017_s0007123419000243	When deliberation produces persuasion rather than polarization: measuring and modeling small group dynamics in a field experiment	British Journal of Political Science	0	0	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	6	0	6	0	1	0	0	0	0	16	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	27	0	2	0	0	0	0	3	0	0	0	6	0	0	0	3	29	16	19	0	16	0	1	0	0	0	0	0	0	0	0	0	13	73343
10.1007_s11109-010-9112-2	When corrections fail: the persistence of political misperceptions	Political Behavior	12	0	0	0	0	1	16	4	0	5	0	9	2	0	0	1	1	1	0	0	16	0	0	0	8	0	0	4	23	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	12	0	0	2	1	0	0	0	0	71	10	33	1	4	5	0	0	3	0	0	0	0	0	0	0	69	85803
10.1111_ajps.12139	Institutional sources of legitimate authority: an experimental investigation	American Journal of Political Science	29	0	0	0	0	1	2	0	0	0	0	6	0	0	0	0	0	2	1	0	2	0	22	0	0	0	0	9	6	0	0	0	0	3	5	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2	8	0	2	0	0	0	0	0	0	9	6	11	0	30	2	0	0	0	0	0	1	0	0	0	0	31	79281
10.1146_annurev-polisci-041719-101929	Social {Protection} and {State}�{Society} {Relations} in {Environments} of {Low} and {Uneven} {State} {Capacity	Annual Review of Political Science	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	19	4	0	0	1	1	0	0	0	0	0	0	0	0	0	8	104652
10.1111_j.1467-9221.2010.00774.x	Risk orientation, risk exposure, and policy opinions: the case of free trade	Political Psychology	21	0	0	0	0	6	0	0	0	1	0	5	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	28	34	0	0	0	0	10	0	0	0	0	0	0	2	0	0	3	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	20	1	19	0	9	1	0	0	0	0	0	0	0	0	1	0	6	84531
10.1017_pan.2018.17	Not so harmless after all: the fixed-effects model	Political Analysis	0	0	0	0	0	9	1	0	0	0	0	9	1	0	81	0	0	0	1	0	0	0	0	0	0	0	0	1	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	29	1	44	0	0	25	0	0	0	0	0	1	0	0	0	0	34	93563
10.1111_gove.12281	Restoring trust in the police: why female officers reduce suspicions of corruption	Governance	18	0	0	0	0	0	5	0	0	0	0	26	8	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	7	0	1	0	0	7	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	3	0	4	1	0	0	0	0	0	3	13	1	9	0	0	0	5	4	5	0	0	0	0	1	40	62229
10.1093_poq_nfw030	Cheating on political knowledge questions in online surveys	Public Opinion Quarterly	20	0	0	0	0	0	34	0	0	0	0	29	3	0	0	0	0	2	0	0	5	0	1	0	3	0	0	18	5	0	0	0	0	15	19	0	0	0	0	0	4	0	0	1	0	0	2	0	3	0	0	0	0	0	0	4	0	0	1	16	0	0	0	0	8	2	8	0	7	8	1	0	10	7	45	0	0	22	4	0	23	83306
10.1111_pops.v36.1	""	Political Psychology	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	3	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	16	71809
10.1017_s0007123413000343	An 'a' for effort: experimental evidence on un security council engagement and support for us military action in japan	British Journal of Political Science	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	2	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	5	3	13	0	1	0	0	0	0	0	0	0	0	0	0	0	40	56519
10.1016_j.polgeo.2020.102328	A coalbed methane 'stratum' for a low-carbon future: a critical inquiry from the lorraine basin (france)	Political Geography	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	94126
10.1177_0032321719890805	Demographics and (equal?) {Voice}: assessing participation in online deliberative sessions	Political Studies	36	0	0	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	17	0	0	0	0	11	0	0	0	0	0	2	4	0	0	1	0	2	1	0	5	0	0	0	0	0	1	7	0	0	0	1	0	0	0	8	22	19	22	1	20	0	1	0	0	0	0	0	0	0	0	1	8	73693
10.1016_j.ejpoleco.2014.06.002	Trust, welfare states and income equality: sorting out the causality	European Journal of Political Economy	6	0	0	0	0	0	4	0	0	0	0	13	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	23	0	39	0	0	1	0	0	0	0	0	0	0	0	0	0	23	78148
10.1017_psrm.2019.62	Endogenous democracy: causal evidence from the potato productivity shock in the old world	Political Science Research and Methods	6	0	0	0	0	3	0	0	0	0	0	4	0	1	1	0	0	0	0	1	3	0	0	0	1	0	0	1	14	0	0	0	0	3	0	0	0	0	0	0	18	0	0	1	0	19	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	35	7	2	0	7	8	0	0	0	0	0	0	0	0	0	0	6	32490
10.1016_j.ejpoleco.2018.03.005	A model of the representative economist, as researcher and policy advisor	European Journal of Political Economy	10	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	6	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	9	53266
10.1002_poi3.85	Cyber hate speech on twitter: an application of machine classification and statistical modeling for policy and decision making	Policy \& Internet	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	33	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	41	0	0	4	1	0	0	1	0	0	0	0	0	0	13	60784
10.1017_s0007123417000813	Elections and uncertain decisions in politics: a survey experiment with us municipal officials	British Journal of Political Science	6	0	0	0	0	0	20	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	7	0	0	9	0	23	0	6	0	0	0	0	0	0	0	0	0	0	0	20	20047
10.1111_j.1468-2478.2012.00747.x	Lost in globalization: international economic integration and the sources of popular discontent1	International Studies Quarterly	33	0	0	0	0	3	0	1	0	0	0	17	8	0	0	2	0	0	0	0	4	0	0	0	0	0	0	25	19	0	0	0	0	6	1	0	0	0	0	0	2	0	0	1	0	9	0	0	1	0	0	0	0	0	1	5	6	1	4	1	0	0	0	0	39	5	34	0	10	0	0	0	0	0	0	0	0	1	1	0	29	97030
10.1017_s1049096519000192	"Englishman} in new york"""": conducting research in the middle east as a foreign scholar"	PS: Political Science \& Politics	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23138
10.1177_1465116513514780	Emotions and voting in eu referendums	European Union Politics	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	6	1	9	0	0	0	0	0	0	0	0	0	0	0	5	61212
10.1093_jopart_muq057	Performance measures and democracy: information effects on citizens in field and laboratory experiments	Journal of Public Administration Research and Theory	11	0	0	0	0	0	1	0	0	0	0	18	2	0	0	0	0	0	3	0	11	0	5	0	3	2	0	6	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	5	1	6	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	38	3	13	0	2	3	1	0	0	0	0	1	0	0	0	0	60	70412
10.1111_rego.12065	Regulatory capabilities: a normative framework for assessing the distributional effects of regulation	Regulation \& Governance	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	5	66607
10.1080_09557571.2019.1623172	Popular culture and politics: re-narrating the senkaku/diaoyu islands dispute	Cambridge Review of International Affairs	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	62578
10.1111_j.1467-9221.2012.00902.x	Anti-immigrant propaganda by radical right parties and the intellectual performance of adolescents	Political Psychology	3	0	0	0	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	4	0	0	0	0	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	10	2	8	0	4	0	0	0	1	0	0	0	0	0	0	0	16	41792
10.1007_s11109-019-09562-9	Helping the homeless: the role of empathy, race and deservingness in motivating policy support and charitable giving	Political Behavior	17	0	0	0	0	0	46	0	0	0	0	22	1	0	0	1	0	0	1	0	5	0	0	0	3	0	0	7	4	0	0	0	0	0	0	0	22	3	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	7	19	0	0	0	0	0	6	0	0	0	0	0	0	54	26	84057
10.1017_s1049096516002596	Organized section update	PS: Political Science \& Politics	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	4	0	0	0	0	0	0	0	0	0	0	15	137294
10.1080_07036337.2019.1580277	Experimentalist governance beyond european territorial cooperation and cohesion policy: macro-regional strategies of the european union (eu) as emerging 'regional institutions'?	Journal of European Integration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	62107
10.1017_s0007123415000204	Knowing more from less: how the information environment increases knowledge of party positions	British Journal of Political Science	1	0	0	0	0	0	1	0	0	0	0	10	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	22	43	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42	11	15	3	5	10	0	0	0	0	0	0	0	0	0	0	9	63899
10.1017_s0003055420000696	Political {Advertising} {Online} and {Offline	American Political Science Review	14	0	0	0	0	8	0	0	0	1	0	7	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	14	6	0	1	0	0	3	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	31	1	11	2	24	20	1	0	0	0	0	0	0	0	0	0	5	101229
10.1080_10584609.2013.819540	All virtue is relative: a response to prior	Political Communication	18	0	0	0	0	1	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	9	0	0	0	0	2	0	0	0	0	0	0	4	0	0	5	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	54	0	0	0	0	3	1	7	1	11	0	0	0	0	0	0	0	0	0	0	0	9	73670
10.1017_s0003055413000099	Genopolitics and the {Science} of {Genetics	American Political Science Review	16	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	4	0	0	0	0	0	7	0	0	0	0	2	17	0	0	15	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	9	0	9	0	2	16	0	0	0	0	0	0	0	0	0	0	5	77107
10.1017_s0003055415000064	Party {Activists} as {Campaign} {Advertisers}: {The} {Ground} {Campaign} as a {Principal}-{Agent} {Problem	American Political Science Review	44	0	0	0	0	1	0	0	0	6	0	12	1	0	0	1	0	0	4	0	3	0	0	0	0	0	0	3	9	0	1	0	0	5	7	0	0	0	0	0	7	0	0	4	0	1	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	7	5	3	2	42	27	5	0	0	0	0	1	0	0	0	0	12	128740
10.1017_s0043887116000290	Race, resources, and representation	World Politics	1	0	0	0	0	4	3	1	0	0	0	4	0	0	1	2	0	0	0	1	0	0	0	0	4	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	12	1	0	6	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	13	16	26	0	56	43	1	0	0	0	0	2	0	0	0	0	29	114410
